instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L2-4,Laporte3,8,15,10,0.2083,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,15.0,15,0.011,0.0,0,1,1,0,0,0,0,,15.0,
L2-3,Laporte3,8,15,10,0.2583,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,15.0,15,0.02,0.0,0,40,7,10,3,0,0,15.0,15.0,
L3-9,Laporte3,8,15,10,0.3667,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,15.0,15,0.561,0.0,231,554,149,106,93,0,96,15.0,15.0,
L4-6,Laporte3,8,15,10,0.5,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,17.999999999999993,18,1288.659,0.0,22098,271747,2408,587,2116,0,62639,15.0,17.999999999999993,
L32-1,Laporte3,8,20,5,0.1688,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,20.0,20,0.037,0.0,0,33,9,6,5,0,1,20.0,20.0,
L34-2,Laporte3,8,20,15,0.2,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,20.0,20,0.013,0.0,0,1,1,0,0,0,0,,20.0,
L34-6,Laporte3,8,20,15,0.2125,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,20.0,20,0.014,0.0,0,1,1,0,0,0,0,,20.0,
L7-6,Laporte3,8,20,15,0.2812,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,20.0,20,0.02,0.0,0,38,7,14,0,0,0,20.0,20.0,
L9-8,Laporte3,8,20,15,0.3312,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,20.0,20,0.014,0.0,0,1,1,0,0,0,0,,20.0,
L9-10,Laporte3,8,20,15,0.3625,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,20.0,20,0.034,0.0,3,48,9,10,4,0,1,20.0,20.0,
L9-2,Laporte3,8,20,15,0.3937,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,20.0,20,0.057,0.0,11,78,16,16,8,0,4,20.0,20.0,
L10-4,Laporte3,8,20,15,0.4375,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,20.999999999999996,21,1861.438,0.0,71796,186937,29979,807,29577,0,29995,20.0,20.999999999999996,
L10-6,Laporte3,8,20,15,0.525,BBC,BBC-LP+F+C,False,True,False,MIP_time_limit_feasible,24.000000000000007,24,3600.048,9.67078189300414,32496,461771,2560,658,2235,0,112223,20.0,21.679012345679013,
L11-10,Laporte3,8,20,15,0.6188,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,26.0,26,753.207,0.0,13964,173449,2136,595,1841,0,49697,20.0,26.0,
L29-2,Laporte3,8,25,10,0.125,BBC,BBC-LP+F+C,False,True,False,MIP_optimal,25.0,25,0.016,0.0,0,1,1,0,0,0,0,,25.0,
