instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L2-1,Laporte3,8,15,10,0.2333,BBC,BBC-K,True,False,False,MIP_optimal,15.0,15,0.002,0.0,0,0,1,0,0,0,0,,15.0,
L2-7,Laporte3,8,15,10,0.2667,BBC,BBC-K,True,False,False,MIP_optimal,15.0,15,0.002,0.0,0,0,1,0,0,0,0,,15.0,
L3-10,Laporte3,8,15,10,0.425,BBC,BBC-K,True,False,False,MIP_optimal,18.0,18,682.496,0.0,77179,159907,38918,765,0,38533,0,15.0,18.0,
L3-6,Laporte3,8,15,10,0.525,BBC,BBC-K,True,False,False,MIP_optimal,19.0,19,60.709,0.0,29737,66831,11414,763,0,11033,0,15.0,19.0,
L32-10,Laporte3,8,20,5,0.1812,BBC,BBC-K,True,False,False,MIP_optimal,21.0,21,763.95,0.0,79299,154744,41152,824,0,40737,0,20.0,21.0,
L34-8,Laporte3,8,20,15,0.2062,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.002,0.0,0,0,1,0,0,0,0,,20.0,
L32-3,Laporte3,8,20,5,0.2125,BBC,BBC-K,True,False,False,MIP_optimal,24.0,24,91.874,0.0,33868,69929,13765,724,0,13403,0,20.0,24.0,
L5-8,Laporte3,8,20,10,0.2938,BBC,BBC-K,True,False,False,MIP_optimal,21.0,21,780.818,0.0,79310,156284,41612,854,0,41183,0,20.0,21.0,
L7-8,Laporte3,8,20,15,0.35,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.002,0.0,0,0,1,0,0,0,0,,20.0,
L10-7,Laporte3,8,20,15,0.375,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.044,0.0,178,367,104,90,0,57,0,20.0,20.0,
L5-6,Laporte3,8,20,10,0.3937,BBC,BBC-K,True,False,False,MIP_optimal,26.0,26,33.189,0.0,23931,53562,8834,961,0,8355,0,20.0,26.0,
L9-1,Laporte3,8,20,15,0.45,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.346,0.0,1079,1979,579,272,0,442,0,20.0,20.0,
L8-3,Laporte3,8,20,15,0.5312,BBC,BBC-K,True,False,False,MIP_optimal,22.0,22,675.922,0.0,75472,156135,37892,727,0,37531,0,20.0,22.0,
L8-8,Laporte3,8,20,15,0.625,BBC,BBC-K,True,False,False,MIP_optimal,27.0,27,43.899,0.0,25454,54276,9698,733,0,9331,0,20.0,27.0,
L30-3,Laporte3,8,25,15,0.13,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L29-5,Laporte3,8,25,10,0.155,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L28-10,Laporte3,8,25,5,0.16,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.392,0.0,1180,2236,606,214,0,499,0,25.0,25.0,
L28-9,Laporte3,8,25,5,0.165,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.083,0.0,325,614,172,113,0,113,0,25.0,25.0,
L12-3,Laporte3,8,25,10,0.25,BBC,BBC-K,True,False,False,MIP_optimal,27.0,27,780.751,0.0,79496,154622,41572,731,0,41209,0,25.0,27.0,
L19-6,Laporte3,8,25,20,0.275,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L22-7,Laporte3,8,25,20,0.285,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L13-1,Laporte3,8,25,10,0.29,BBC,BBC-K,True,False,False,MIP_optimal,29.0,29,634.689,0.0,74614,162488,36479,692,0,36130,0,25.0,29.0,
L22-1,Laporte3,8,25,20,0.31,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L16-3,Laporte3,8,25,15,0.32,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.176,0.0,636,1161,335,208,0,229,0,25.0,25.0,
L17-8,Laporte3,8,25,15,0.33,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.136,0.0,503,918,270,172,0,182,0,25.0,25.0,
L23-8,Laporte3,8,25,20,0.36,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.005,0.0,0,40,7,16,0,0,0,25.0,25.0,
L23-4,Laporte3,8,25,20,0.39,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.005,0.0,0,40,7,10,0,3,0,25.0,25.0,
L24-5,Laporte3,8,25,20,0.415,BBC,BBC-K,True,False,False,MIP_optimal,26.0,26,770.985,0.0,79074,154133,41577,803,0,41176,0,25.0,26.0,
L21-10,Laporte3,8,25,20,0.465,BBC,BBC-K,True,False,False,MIP_optimal,27.0,27,747.213,0.0,79424,157479,41315,804,0,40911,0,25.0,27.0,
L25-1,Laporte3,8,25,20,0.495,BBC,BBC-K,True,False,False,MIP_optimal,26.0,26,768.985,0.0,78422,153931,41595,871,0,41158,0,25.0,26.0,
L18-6,Laporte3,8,25,15,0.505,BBC,BBC-K,True,False,False,MIP_optimal,36.0,36,7.293,0.0,11232,23704,3705,535,0,3436,0,29.5,36.0,
L24-9,Laporte3,8,25,20,0.53,BBC,BBC-K,True,False,False,MIP_optimal,27.0,27,742.887,0.0,79665,155852,41319,719,0,40957,0,25.0,27.0,
L26-7,Laporte3,8,25,20,0.59,BBC,BBC-K,True,False,False,MIP_optimal,29.0,29,695.701,0.0,76916,166116,38702,732,0,38338,0,25.0,29.0,
L27-8,Laporte3,8,25,20,0.695,BBC,BBC-K,True,False,False,MIP_optimal,33.0,33,9.076,0.0,12693,26815,4086,597,0,3791,0,27.0,33.0,
L2-9,Laporte4,9,15,10,0.2296,BBC,BBC-K,True,False,False,MIP_optimal,15.0,15,0.002,0.0,0,0,2,5,0,0,0,,15.0,
L2-5,Laporte4,9,15,10,0.2667,BBC,BBC-K,True,False,False,MIP_optimal,15.0,15,0.002,0.0,0,0,2,5,0,0,0,,15.0,
L3-5,Laporte4,9,15,10,0.3852,BBC,BBC-K,True,False,False,MIP_optimal,15.0,15,0.816,0.0,1907,3774,1005,344,0,834,0,15.0,15.0,
