instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L2-1,Laporte3,8,15,10,0.2333,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,15.0,15,0.01,0.0,0,1,1,0,0,0,0,,15.0,
L2-7,Laporte3,8,15,10,0.2667,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,15.0,15,0.011,0.0,0,1,1,0,0,0,0,,15.0,
L3-10,Laporte3,8,15,10,0.425,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,18.0,18,3222.849,0.0,36511,334190,3868,730,3507,0,72265,15.0,18.0,
L3-6,Laporte3,8,15,10,0.525,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,18.999999999999996,19,1593.713,0.0,17449,220521,1631,457,1404,0,49659,15.0,18.999999999999996,
L32-10,Laporte3,8,20,5,0.1812,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,21.0,21,2130.25,0.0,74509,169251,36914,711,36559,0,20232,20.0,21.0,
L34-8,Laporte3,8,20,15,0.2062,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,20.0,20,0.013,0.0,0,1,1,0,0,0,0,,20.0,
L32-3,Laporte3,8,20,5,0.2125,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,24.000000000000004,24,570.477,0.0,32636,94809,12595,661,12266,0,15374,20.0,24.000000000000004,
L5-8,Laporte3,8,20,10,0.2938,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,21.0,21,2412.533,0.0,68388,201942,25695,782,25305,0,36637,20.0,21.0,
L7-8,Laporte3,8,20,15,0.35,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,20.0,20,0.041,0.0,4,47,15,20,4,0,1,20.0,20.0,
L10-7,Laporte3,8,20,15,0.375,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,20.0,20,0.394,0.0,89,251,66,56,35,0,42,20.0,20.0,
L5-6,Laporte3,8,20,10,0.3937,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,26.0,26,957.953,0.0,17481,144654,3021,453,2798,0,35165,20.0,26.0,
L9-1,Laporte3,8,20,15,0.45,BBC,BBC-LP+F+P,False,True,False,MIP_optimal,20.0,20,8.273,0.0,1785,4428,912,324,750,0,803,20.0,20.0,
