instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
A0-0,Catanzaro,8,5,3,0.45,BBC,BBC-LP,False,False,False,MIP_optimal,6.0,6,47.074,0.0,29316,71822,8329,752,7956,0,0,5.0,6.0,
L2-6,Laporte3,8,15,10,0.2417,BBC,BBC-LP,False,False,False,MIP_optimal,15.0,15,0.011,0.0,0,0,1,0,0,0,0,,15.0,
L3-5,Laporte3,8,15,10,0.2833,BBC,BBC-LP,False,False,False,MIP_optimal,15.0,15,0.011,0.0,0,0,1,0,0,0,0,,15.0,
L4-10,Laporte3,8,15,10,0.4667,BBC,BBC-LP,False,False,False,MIP_optimal,18.0,18,360.872,0.0,63690,166055,22796,871,22358,0,0,15.0,18.0,
L4-8,Laporte3,8,15,10,0.5583,BBC,BBC-LP,False,False,False,MIP_optimal,19.999999999999996,20,10.349,0.0,10294,26647,2922,491,2676,0,0,15.0,19.999999999999996,
L34-5,Laporte3,8,20,15,0.1938,BBC,BBC-LP,False,False,False,MIP_optimal,20.0,20,0.014,0.0,0,0,1,0,0,0,0,,20.0,
L32-8,Laporte3,8,20,5,0.2062,BBC,BBC-LP,False,False,False,MIP_optimal,23.0,23,295.563,0.0,46190,93785,20763,694,20418,0,0,20.0,23.0,
L32-7,Laporte3,8,20,5,0.2188,BBC,BBC-LP,False,False,False,MIP_optimal,23.999999999999993,24,15.274,0.0,12167,26069,3775,515,3518,0,0,20.0,23.999999999999993,
L7-3,Laporte3,8,20,15,0.325,BBC,BBC-LP,False,False,False,MIP_optimal,20.0,20,0.046,0.0,19,77,24,24,11,0,0,20.0,20.0,
L6-7,Laporte3,8,20,10,0.35,BBC,BBC-LP,False,False,False,MIP_optimal,23.0,23,744.827,0.0,75409,176768,33212,754,32835,0,0,20.0,23.0,
L8-4,Laporte3,8,20,15,0.3875,BBC,BBC-LP,False,False,False,MIP_optimal,20.999999999999996,21,749.114,0.0,77317,150615,32832,771,32449,0,0,20.0,20.999999999999996,
L8-2,Laporte3,8,20,15,0.4125,BBC,BBC-LP,False,False,False,MIP_optimal,22.000000000000007,22,1033.69,0.0,80606,152576,39415,917,38958,0,0,20.0,22.000000000000007,
