instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L2-2,Laporte3,8,15,10,0.2333,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,15.0,15,0.003,0.0,0,1,1,0,0,0,0,,15.0,
L1-4,Laporte3,8,15,5,0.2667,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,18.0,18,926.397,0.0,35640,189959,8174,689,7832,0,44696,15.0,18.0,
L3-4,Laporte3,8,15,10,0.4333,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,16.0,16,1748.414,0.0,60566,221501,19434,846,19012,0,47821,15.0,16.0,
L4-5,Laporte3,8,15,10,0.525,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,22.0,22,2114.265,0.0,21824,289467,2944,645,2625,0,83260,15.0,22.0,
L34-4,Laporte3,8,20,15,0.1875,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L34-9,Laporte3,8,20,15,0.2062,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L32-6,Laporte3,8,20,5,0.2125,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,22.0,22,76.749,0.0,13483,41071,4035,535,3767,0,7674,20.0,22.0,
L7-5,Laporte3,8,20,15,0.3,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L5-4,Laporte3,8,20,10,0.35,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,23.0,23,3060.042,0.0,43127,360705,7224,744,6854,0,98483,20.0,23.0,
L9-4,Laporte3,8,20,15,0.375,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L5-9,Laporte3,8,20,10,0.3937,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,28.0,28,2027.82,0.0,20970,261160,2505,516,2254,0,75311,20.0,28.0,
L9-7,Laporte3,8,20,15,0.4562,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L10-5,Laporte3,8,20,15,0.5437,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,24.0,24,3124.05,0.0,38960,394447,4190,729,3830,0,95668,20.0,24.0,
L11-3,Laporte3,8,20,15,0.65,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,30.0,30,967.392,0.0,17693,167528,3123,561,2846,0,45371,24.0,30.0,
L29-3,Laporte3,8,25,10,0.13,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L28-1,Laporte3,8,25,5,0.155,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L28-6,Laporte3,8,25,5,0.16,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L31-4,Laporte3,8,25,20,0.17,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L12-9,Laporte3,8,25,10,0.26,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,29.0,29,2906.549,0.0,69653,270494,23854,796,23457,0,63981,25.0,29.0,
L22-5,Laporte3,8,25,20,0.275,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L12-2,Laporte3,8,25,10,0.285,BBC,BBC-LP+F+H,False,True,False,MIP_time_limit_feasible,29.0,29,3600.018,11.0344827586207,54321,344647,13523,776,13139,0,98497,25.0,25.799999999999997,
L22-3,Laporte3,8,25,20,0.295,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L16-5,Laporte3,8,25,15,0.31,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L16-9,Laporte3,8,25,15,0.32,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L20-4,Laporte3,8,25,20,0.335,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L15-9,Laporte3,8,25,15,0.36,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,28.0,28,2618.836,0.0,55182,297640,13511,720,13153,0,75405,25.0,28.0,
L15-7,Laporte3,8,25,15,0.39,BBC,BBC-LP+F+H,False,True,False,MIP_time_limit_feasible,30.0,30,3600.057,16.666666666666664,67222,309063,21495,821,21091,0,78083,25.0,25.0,
L24-6,Laporte3,8,25,20,0.42,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L25-9,Laporte3,8,25,20,0.465,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L25-3,Laporte3,8,25,20,0.495,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,26.0,26,1867.615,0.0,67868,193776,26589,771,26204,0,34795,25.0,26.0,
L18-9,Laporte3,8,25,15,0.505,BBC,BBC-LP+F+H,False,True,False,MIP_optimal,36.0,36,45.778,0.0,3827,26213,1046,178,956,0,6856,28.0,36.0,
