instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L2-4,Laporte3,8,15,10,0.2083,SSPMF,SSPMF,,,,MIP_optimal,5.0,15,0.0499,,,,,,,,,,,
L2-3,Laporte3,8,15,10,0.2583,SSPMF,SSPMF,,,,MIP_optimal,5.0,15,0.0451,,,,,,,,,,,
L3-9,Laporte3,8,15,10,0.3667,SSPMF,SSPMF,,,,MIP_optimal,5.0,15,0.1075,,,,,,,,,,,
L4-6,Laporte3,8,15,10,0.5,SSPMF,SSPMF,,,,MIP_optimal,8.0,18,1.5689,,,,,,,,,,,
L32-1,Laporte3,8,20,5,0.1688,SSPMF,SSPMF,,,,MIP_optimal,15.0,20,0.1107,,,,,,,,,,,
L34-2,Laporte3,8,20,15,0.2,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.0464,,,,,,,,,,,
L34-6,Laporte3,8,20,15,0.2125,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.0577,,,,,,,,,,,
L7-6,Laporte3,8,20,15,0.2812,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.0667,,,,,,,,,,,
L9-8,Laporte3,8,20,15,0.3312,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.0871,,,,,,,,,,,
L9-10,Laporte3,8,20,15,0.3625,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.0986,,,,,,,,,,,
L9-2,Laporte3,8,20,15,0.3937,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.1327,,,,,,,,,,,
L10-4,Laporte3,8,20,15,0.4375,SSPMF,SSPMF,,,,MIP_optimal,6.0,21,1.538,,,,,,,,,,,
L10-6,Laporte3,8,20,15,0.525,SSPMF,SSPMF,,,,MIP_optimal,9.0,24,9.2323,,,,,,,,,,,
L11-10,Laporte3,8,20,15,0.6188,SSPMF,SSPMF,,,,MIP_optimal,11.0,26,8.2652,,,,,,,,,,,
L29-2,Laporte3,8,25,10,0.125,SSPMF,SSPMF,,,,MIP_optimal,15.0,25,0.0828,,,,,,,,,,,
L30-5,Laporte3,8,25,15,0.155,SSPMF,SSPMF,,,,MIP_optimal,10.0,25,0.0851,,,,,,,,,,,
L29-10,Laporte3,8,25,10,0.16,SSPMF,SSPMF,,,,MIP_optimal,15.0,25,0.0687,,,,,,,,,,,
L29-8,Laporte3,8,25,10,0.165,SSPMF,SSPMF,,,,MIP_optimal,15.0,25,0.0684,,,,,,,,,,,
L14-6,Laporte3,8,25,15,0.225,SSPMF,SSPMF,,,,MIP_optimal,10.0,25,0.0702,,,,,,,,,,,
L12-10,Laporte3,8,25,10,0.27,SSPMF,SSPMF,,,,MIP_optimal,19.0,29,10.1775,,,,,,,,,,,
L13-6,Laporte3,8,25,10,0.275,SSPMF,SSPMF,,,,MIP_optimal,18.0,28,7.075,,,,,,,,,,,
L15-6,Laporte3,8,25,15,0.29,SSPMF,SSPMF,,,,MIP_optimal,10.0,25,0.3303,,,,,,,,,,,
L22-10,Laporte3,8,25,20,0.305,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.0748,,,,,,,,,,,
L19-10,Laporte3,8,25,20,0.32,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.0803,,,,,,,,,,,
L13-7,Laporte3,8,25,10,0.325,SSPMF,SSPMF,,,,MIP_optimal,22.0,32,14.4932,,,,,,,,,,,
L23-5,Laporte3,8,25,20,0.355,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.076,,,,,,,,,,,
L21-5,Laporte3,8,25,20,0.375,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.3629,,,,,,,,,,,
L17-6,Laporte3,8,25,15,0.405,SSPMF,SSPMF,,,,MIP_optimal,15.0,30,12.0187,,,,,,,,,,,
L17-4,Laporte3,8,25,15,0.455,SSPMF,SSPMF,,,,MIP_optimal,17.0,32,9.2419,,,,,,,,,,,
L24-7,Laporte3,8,25,20,0.49,SSPMF,SSPMF,,,,MIP_optimal,7.0,27,4.4754,,,,,,,,,,,
L18-1,Laporte3,8,25,15,0.5,SSPMF,SSPMF,,,,MIP_optimal,20.0,35,13.8728,,,,,,,,,,,
L26-4,Laporte3,8,25,20,0.52,SSPMF,SSPMF,,,,MIP_optimal,7.0,27,6.2716,,,,,,,,,,,
L24-1,Laporte3,8,25,20,0.565,SSPMF,SSPMF,,,,MIP_optimal,8.0,28,6.547,,,,,,,,,,,
L27-5,Laporte3,8,25,20,0.68,SSPMF,SSPMF,,,,MIP_optimal,10.0,30,2.4603,,,,,,,,,,,
L1-5,Laporte4,9,15,5,0.1926,SSPMF,SSPMF,,,,MIP_optimal,10.0,15,0.2327,,,,,,,,,,,
L2-4,Laporte4,9,15,10,0.2519,SSPMF,SSPMF,,,,MIP_optimal,5.0,15,0.0519,,,,,,,,,,,
L3-9,Laporte4,9,15,10,0.3481,SSPMF,SSPMF,,,,MIP_optimal,5.0,15,0.1577,,,,,,,,,,,
L4-3,Laporte4,9,15,10,0.5111,SSPMF,SSPMF,,,,MIP_optimal,9.0,19,10.4166,,,,,,,,,,,
L28-4,Laporte4,9,20,10,0.1722,SSPMF,SSPMF,,,,MIP_optimal,10.0,20,0.0877,,,,,,,,,,,
L27-3,Laporte4,9,20,5,0.1889,SSPMF,SSPMF,,,,MIP_optimal,17.0,22,7.3448,,,,,,,,,,,
L27-10,Laporte4,9,20,5,0.2,SSPMF,SSPMF,,,,MIP_optimal,17.0,22,8.1245,,,,,,,,,,,
L7-2,Laporte4,9,20,15,0.2778,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.0765,,,,,,,,,,,
L5-2,Laporte4,9,20,10,0.3389,SSPMF,SSPMF,,,,MIP_optimal,12.0,22,7.2568,,,,,,,,,,,
L9-10,Laporte4,9,20,15,0.3722,SSPMF,SSPMF,,,,MIP_optimal,6.0,21,3.8899,,,,,,,,,,,
L7-9,Laporte4,9,20,15,0.3889,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.2167,,,,,,,,,,,
L5-9,Laporte4,9,20,10,0.4333,SSPMF,SSPMF,,,,MIP_optimal,21.0,31,20.9345,,,,,,,,,,,
L10-9,Laporte4,9,20,15,0.5222,SSPMF,SSPMF,,,,MIP_optimal,9.0,24,8.6204,,,,,,,,,,,
L11-4,Laporte4,9,20,15,0.6222,SSPMF,SSPMF,,,,MIP_optimal,14.0,29,21.5962,,,,,,,,,,,
L31-6,Laporte4,9,25,10,0.1378,SSPMF,SSPMF,,,,MIP_optimal,15.0,25,0.1079,,,,,,,,,,,
L31-3,Laporte4,9,25,10,0.1467,SSPMF,SSPMF,,,,MIP_optimal,15.0,25,0.0854,,,,,,,,,,,
L33-6,Laporte4,9,25,20,0.1556,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.0438,,,,,,,,,,,
L30-4,Laporte4,9,25,5,0.16,SSPMF,SSPMF,,,,MIP_optimal,22.0,27,11.4591,,,,,,,,,,,
L18-3,Laporte4,9,25,20,0.2133,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.0956,,,,,,,,,,,
L21-5,Laporte4,9,25,20,0.2667,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.1144,,,,,,,,,,,
L18-8,Laporte4,9,25,20,0.28,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.0895,,,,,,,,,,,
L13-10,Laporte4,9,25,10,0.2933,SSPMF,SSPMF,,,,MIP_optimal,19.0,29,10.0099,,,,,,,,,,,
L15-5,Laporte4,9,25,15,0.3111,SSPMF,SSPMF,,,,MIP_optimal,12.0,27,16.8479,,,,,,,,,,,
L13-1,Laporte4,9,25,10,0.32,SSPMF,SSPMF,,,,MIP_optimal,23.0,33,35.9243,,,,,,,,,,,
L16-2,Laporte4,9,25,15,0.3556,SSPMF,SSPMF,,,,MIP_optimal,13.0,28,10.0135,,,,,,,,,,,
L19-5,Laporte4,9,25,20,0.3733,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.3291,,,,,,,,,,,
L22-4,Laporte4,9,25,20,0.3956,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.0956,,,,,,,,,,,
L23-9,Laporte4,9,25,20,0.4267,SSPMF,SSPMF,,,,MIP_optimal,6.0,26,2.7805,,,,,,,,,,,
L20-9,Laporte4,9,25,20,0.4756,SSPMF,SSPMF,,,,MIP_optimal,8.0,28,16.7449,,,,,,,,,,,
L20-2,Laporte4,9,25,20,0.4978,SSPMF,SSPMF,,,,MIP_optimal,9.0,29,10.7124,,,,,,,,,,,
L17-6,Laporte4,9,25,15,0.5156,SSPMF,SSPMF,,,,MIP_optimal,26.0,41,23.433,,,,,,,,,,,
L25-7,Laporte4,9,25,20,0.6044,SSPMF,SSPMF,,,,MIP_optimal,10.0,30,31.4982,,,,,,,,,,,
L26-7,Laporte4,9,25,20,0.6889,SSPMF,SSPMF,,,,MIP_optimal,14.0,34,39.5641,,,,,,,,,,,
L3-4,Laporte7,10,10,6,0.25,SSPMF,SSPMF,,,,MIP_optimal,4.0,10,0.0561,,,,,,,,,,,
L4-10,Laporte7,10,10,7,0.27,SSPMF,SSPMF,,,,MIP_optimal,3.0,10,0.0406,,,,,,,,,,,
L4-7,Laporte7,10,10,7,0.28,SSPMF,SSPMF,,,,MIP_optimal,3.0,10,0.0443,,,,,,,,,,,
L3-3,Laporte7,10,10,6,0.29,SSPMF,SSPMF,,,,MIP_optimal,4.0,10,0.0675,,,,,,,,,,,
A3-10,Catanzaro,10,10,6,0.3,SSPMF,SSPMF,,,,MIP_optimal,4.0,10,0.0893,,,,,,,,,,,
A3-6,Catanzaro,10,10,6,0.31,SSPMF,SSPMF,,,,MIP_optimal,5.0,11,1.348,,,,,,,,,,,
A3-5,Catanzaro,10,10,6,0.32,SSPMF,SSPMF,,,,MIP_optimal,4.0,10,0.2028,,,,,,,,,,,
