instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
A0-0,Catanzaro,8,5,3,0.45,LSS,LSS,,,,MIP_optimal,6.0,6,0.2544,,,,,,,,,,,
L2-6,Laporte3,8,15,10,0.2417,LSS,LSS,,,,MIP_optimal,15.0,15,11.2224,,,,,,,,,,,
L3-5,Laporte3,8,15,10,0.2833,LSS,LSS,,,,MIP_optimal,15.0,15,11.383,,,,,,,,,,,
L4-10,Laporte3,8,15,10,0.4667,LSS,LSS,,,,MIP_optimal,18.0,18,5.1321,,,,,,,,,,,
L4-8,Laporte3,8,15,10,0.5583,LSS,LSS,,,,MIP_optimal,20.0,20,0.4172,,,,,,,,,,,
L34-5,Laporte3,8,20,15,0.1938,LSS,LSS,,,,MIP_optimal,20.0,20,13.7279,,,,,,,,,,,
L32-8,Laporte3,8,20,5,0.2062,LSS,LSS,,,,MIP_optimal,23.0,23,0.7212,,,,,,,,,,,
L32-7,Laporte3,8,20,5,0.2188,LSS,LSS,,,,MIP_optimal,24.0,24,0.3139,,,,,,,,,,,
L7-3,Laporte3,8,20,15,0.325,LSS,LSS,,,,MIP_optimal,20.0,20,14.0158,,,,,,,,,,,
L6-7,Laporte3,8,20,10,0.35,LSS,LSS,,,,MIP_optimal,23.0,23,11.4361,,,,,,,,,,,
L8-4,Laporte3,8,20,15,0.3875,LSS,LSS,,,,MIP_optimal,21.0,21,9.9558,,,,,,,,,,,
L8-2,Laporte3,8,20,15,0.4125,LSS,LSS,,,,MIP_optimal,22.0,22,13.5731,,,,,,,,,,,
L8-9,Laporte3,8,20,15,0.4813,LSS,LSS,,,,MIP_optimal,21.0,21,7.8353,,,,,,,,,,,
L11-2,Laporte3,8,20,15,0.5938,LSS,LSS,,,,MIP_optimal,24.0,24,1.368,,,,,,,,,,,
L11-5,Laporte3,8,20,15,0.6687,LSS,LSS,,,,MIP_optimal,31.0,31,0.4867,,,,,,,,,,,
L31-5,Laporte3,8,25,20,0.155,LSS,LSS,,,,MIP_optimal,25.0,25,43.9616,,,,,,,,,,,
L31-6,Laporte3,8,25,20,0.16,LSS,LSS,,,,MIP_optimal,25.0,25,15.8371,,,,,,,,,,,
L31-9,Laporte3,8,25,20,0.165,LSS,LSS,,,,MIP_optimal,25.0,25,16.1375,,,,,,,,,,,
L28-4,Laporte3,8,25,5,0.17,LSS,LSS,,,,MIP_optimal,27.0,27,1.5153,,,,,,,,,,,
L19-8,Laporte3,8,25,20,0.27,LSS,LSS,,,,MIP_optimal,25.0,25,19.9391,,,,,,,,,,,
L16-10,Laporte3,8,25,15,0.275,LSS,LSS,,,,MIP_optimal,25.0,25,21.3766,,,,,,,,,,,
L22-6,Laporte3,8,25,20,0.29,LSS,LSS,,,,MIP_optimal,25.0,25,18.8468,,,,,,,,,,,
L14-8,Laporte3,8,25,15,0.295,LSS,LSS,,,,MIP_optimal,25.0,25,24.2514,,,,,,,,,,,
L14-4,Laporte3,8,25,15,0.315,LSS,LSS,,,,MIP_optimal,25.0,25,23.144,,,,,,,,,,,
