instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L2-9,Laporte3,8,15,10,0.2167,SSPMF,SSPMF,,,,MIP_optimal,5.0,15,0.0456,,,,,,,,,,,
L1-2,Laporte3,8,15,5,0.2583,SSPMF,SSPMF,,,,MIP_optimal,12.0,17,1.6384,,,,,,,,,,,
L3-3,Laporte3,8,15,10,0.4,SSPMF,SSPMF,,,,MIP_optimal,6.0,16,0.3084,,,,,,,,,,,
L4-2,Laporte3,8,15,10,0.5083,SSPMF,SSPMF,,,,MIP_optimal,8.0,18,7.07,,,,,,,,,,,
L34-10,Laporte3,8,20,15,0.1812,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.0457,,,,,,,,,,,
L33-2,Laporte3,8,20,10,0.2,SSPMF,SSPMF,,,,MIP_optimal,10.0,20,0.0616,,,,,,,,,,,
L33-3,Laporte3,8,20,10,0.2125,SSPMF,SSPMF,,,,MIP_optimal,10.0,20,0.0666,,,,,,,,,,,
L5-5,Laporte3,8,20,10,0.2812,SSPMF,SSPMF,,,,MIP_optimal,11.0,21,1.5692,,,,,,,,,,,
L7-7,Laporte3,8,20,15,0.3375,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.0629,,,,,,,,,,,
L9-9,Laporte3,8,20,15,0.3625,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.129,,,,,,,,,,,
L9-3,Laporte3,8,20,15,0.3937,SSPMF,SSPMF,,,,MIP_optimal,5.0,20,0.0607,,,,,,,,,,,
L5-1,Laporte3,8,20,10,0.4375,SSPMF,SSPMF,,,,MIP_optimal,20.0,30,11.1847,,,,,,,,,,,
L8-5,Laporte3,8,20,15,0.525,SSPMF,SSPMF,,,,MIP_optimal,7.0,22,4.7382,,,,,,,,,,,
L11-4,Laporte3,8,20,15,0.6188,SSPMF,SSPMF,,,,MIP_optimal,10.0,25,5.3822,,,,,,,,,,,
L28-2,Laporte3,8,25,5,0.125,SSPMF,SSPMF,,,,MIP_optimal,20.0,25,0.0705,,,,,,,,,,,
L30-7,Laporte3,8,25,15,0.155,SSPMF,SSPMF,,,,MIP_optimal,10.0,25,0.0677,,,,,,,,,,,
L29-6,Laporte3,8,25,10,0.16,SSPMF,SSPMF,,,,MIP_optimal,15.0,25,0.0663,,,,,,,,,,,
L29-9,Laporte3,8,25,10,0.165,SSPMF,SSPMF,,,,MIP_optimal,15.0,25,0.0824,,,,,,,,,,,
L12-4,Laporte3,8,25,10,0.225,SSPMF,SSPMF,,,,MIP_optimal,16.0,26,1.0689,,,,,,,,,,,
L12-6,Laporte3,8,25,10,0.27,SSPMF,SSPMF,,,,MIP_optimal,16.0,26,3.1993,,,,,,,,,,,
L19-4,Laporte3,8,25,20,0.28,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.0708,,,,,,,,,,,
L16-4,Laporte3,8,25,15,0.29,SSPMF,SSPMF,,,,MIP_optimal,10.0,25,0.1501,,,,,,,,,,,
L16-7,Laporte3,8,25,15,0.305,SSPMF,SSPMF,,,,MIP_optimal,10.0,25,0.1463,,,,,,,,,,,
L22-8,Laporte3,8,25,20,0.32,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.0638,,,,,,,,,,,
L20-5,Laporte3,8,25,20,0.33,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.0759,,,,,,,,,,,
L23-2,Laporte3,8,25,20,0.36,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.0733,,,,,,,,,,,
L20-6,Laporte3,8,25,20,0.385,SSPMF,SSPMF,,,,MIP_optimal,5.0,25,0.1177,,,,,,,,,,,
