instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L2-5,Laporte3,8,15,10,0.2333,CATZ,CATZ-F4,,,,MIP_optimal,15.0,15,49.7348,,,,,,,,,,,
L1-6,Laporte3,8,15,5,0.2667,CATZ,CATZ-F4,,,,MIP_optimal,19.0,19,0.1353,,,,,,,,,,,
L4-1,Laporte3,8,15,10,0.45,CATZ,CATZ-F4,,,,MIP_optimal,17.0,17,10.0076,,,,,,,,,,,
L4-4,Laporte3,8,15,10,0.5333,CATZ,CATZ-F4,,,,MIP_optimal,19.0,19,0.5424,,,,,,,,,,,
L33-4,Laporte3,8,20,10,0.1875,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,64.0768,,,,,,,,,,,
L33-8,Laporte3,8,20,10,0.2062,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,66.6659,,,,,,,,,,,
L34-7,Laporte3,8,20,15,0.2188,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,87.2782,,,,,,,,,,,
L7-9,Laporte3,8,20,15,0.3,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,63.4302,,,,,,,,,,,
L6-10,Laporte3,8,20,10,0.35,CATZ,CATZ-F4,,,,MIP_optimal,23.0,23,10.9652,,,,,,,,,,,
L6-6,Laporte3,8,20,10,0.375,CATZ,CATZ-F4,,,,MIP_optimal,25.0,25,1.5782,,,,,,,,,,,
L9-5,Laporte3,8,20,15,0.4062,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,32.5308,,,,,,,,,,,
L8-6,Laporte3,8,20,15,0.4625,CATZ,CATZ-F4,,,,MIP_optimal,21.0,21,17.0155,,,,,,,,,,,
