instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L2-5,Laporte3,8,15,10,0.2333,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,15.0,15,0.002,0.0,0,1,1,0,0,0,0,,15.0,
L1-6,Laporte3,8,15,5,0.2667,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,19.0,19,811.513,0.0,27330,135653,6182,572,5898,0,31375,15.0,19.0,
L4-1,Laporte3,8,15,10,0.45,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,17.0,17,2918.654,0.0,47691,295551,9133,762,8758,0,64297,15.0,17.0,
L4-4,Laporte3,8,15,10,0.5333,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,19.0,19,1373.078,0.0,17753,243893,1678,444,1459,0,49886,15.0,19.0,
L33-4,Laporte3,8,20,10,0.1875,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L33-8,Laporte3,8,20,10,0.2062,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L34-7,Laporte3,8,20,15,0.2188,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L7-9,Laporte3,8,20,15,0.3,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L6-10,Laporte3,8,20,10,0.35,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,23.0,23,3600.072,13.043478260869565,41164,324050,7561,751,7187,0,76952,20.0,20.0,
L6-6,Laporte3,8,20,10,0.375,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,3128.645,0.0,35625,274078,6798,627,6489,0,68752,20.0,25.0,
L9-5,Laporte3,8,20,15,0.4062,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L8-6,Laporte3,8,20,15,0.4625,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,21.0,21,2622.745,0.0,52542,231824,12895,831,12482,0,49709,20.0,21.0,
L10-10,Laporte3,8,20,15,0.55,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,24.0,24,2819.156,0.0,20725,378070,994,439,782,0,69839,20.0,24.0,
L11-9,Laporte3,8,20,15,0.6562,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,28.0,28,316.635,0.0,7119,136180,592,319,435,0,28183,22.0,28.0,
L28-3,Laporte3,8,25,5,0.13,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L28-5,Laporte3,8,25,5,0.155,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L28-7,Laporte3,8,25,5,0.16,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,24.0,24,0.003,0.0,0,1,1,0,0,0,0,,24.0,
L30-4,Laporte3,8,25,15,0.17,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L14-10,Laporte3,8,25,15,0.265,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L22-9,Laporte3,8,25,20,0.275,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L12-8,Laporte3,8,25,10,0.285,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,29.0,29,3600.04,13.793103448275861,53038,272048,14122,743,13754,0,64604,25.0,25.0,
L22-4,Laporte3,8,25,20,0.295,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L16-8,Laporte3,8,25,15,0.31,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L17-5,Laporte3,8,25,15,0.32,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,26.0,26,2428.648,0.0,77970,169648,38780,821,38370,0,19302,25.0,26.0,
L20-9,Laporte3,8,25,20,0.335,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L20-10,Laporte3,8,25,20,0.365,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L15-4,Laporte3,8,25,15,0.4,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,29.0,29,3600.106,13.793103448275861,41845,295682,8291,716,7937,0,73412,25.0,25.0,
L17-1,Laporte3,8,25,15,0.43,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,31.0,31,3600.078,19.35483870967742,26256,329734,2875,680,2538,0,79023,25.0,25.0,
L23-1,Laporte3,8,25,20,0.47,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,26.0,26,2749.873,0.0,72779,187000,30910,765,30531,0,29623,25.0,26.0,
L25-8,Laporte3,8,25,20,0.495,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,26.0,26,2550.491,0.0,69506,204113,23803,797,23408,0,35554,25.0,26.0,
L21-2,Laporte3,8,25,20,0.51,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,27.0,27,3111.45,0.0,62227,227694,20207,844,19786,0,46307,25.0,27.0,
L21-8,Laporte3,8,25,20,0.545,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,28.0,28,3600.066,10.714285714285714,37540,327953,4717,743,4351,0,74062,25.0,25.0,
L26-9,Laporte3,8,25,20,0.62,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,30.0,30,3600.017,16.666666666666664,23173,357895,1743,581,1457,0,79022,25.0,25.0,
L27-6,Laporte3,8,25,20,0.705,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,32.0,32,494.848,0.0,9836,132711,1240,412,1036,0,30811,26.0,32.0,
L1-7,Laporte4,9,15,5,0.237,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,17.0,17,3600.017,11.76470588235294,50133,317266,11875,1050,11356,0,76369,15.0,15.0,
L1-2,Laporte4,9,15,5,0.2667,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,18.0,18,3600.077,16.666666666666664,35923,319360,4756,860,4328,0,78567,15.0,15.0,
L4-1,Laporte4,9,15,10,0.437,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,17.0,17,3600.097,11.76470588235294,36659,313644,7562,1243,6946,0,72637,15.0,15.0,
L4-6,Laporte4,9,15,10,0.5407,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,24.0,24,3600.054,16.666666666666742,17073,290984,1612,679,1276,0,69731,18.0,19.999999999999982,
L29-10,Laporte4,9,20,15,0.1833,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L27-8,Laporte4,9,20,5,0.1944,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,21.0,21,3600.012,4.761904761904762,63426,292334,16213,1127,15654,0,61507,20.0,20.0,
L28-9,Laporte4,9,20,10,0.2111,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L7-8,Laporte4,9,20,15,0.3,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L9-6,Laporte4,9,20,15,0.3556,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L9-4,Laporte4,9,20,15,0.3778,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L9-7,Laporte4,9,20,15,0.4222,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L8-5,Laporte4,9,20,15,0.4889,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,24.0,24,3600.161,16.666666666666664,22687,344753,2618,967,2145,0,74990,20.0,20.0,
L10-5,Laporte4,9,20,15,0.5667,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,26.0,26,3600.086,23.076923076923077,14552,407078,988,630,685,0,73020,20.0,20.0,
L11-9,Laporte4,9,20,15,0.6444,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,28.0,28,3600.109,10.267857142857142,20719,271107,2267,596,1972,0,65663,22.0,25.125,
L33-5,Laporte4,9,25,20,0.1467,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L30-10,Laporte4,9,25,5,0.1511,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L32-5,Laporte4,9,25,15,0.16,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L33-3,Laporte4,9,25,20,0.1689,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L14-3,Laporte4,9,25,15,0.2489,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L12-2,Laporte4,9,25,10,0.2711,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,28.0,28,3600.059,10.714285714285714,40874,281278,9438,1240,8823,0,70909,25.0,25.0,
L13-7,Laporte4,9,25,10,0.2844,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,32.0,32,3600.081,21.875,19809,359386,1569,721,1216,0,85599,25.0,25.0,
L13-6,Laporte4,9,25,10,0.3022,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,31.0,31,3600.086,19.35483870967742,26353,300523,3369,846,2951,0,79184,25.0,25.0,
L14-7,Laporte4,9,25,15,0.3156,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,26.0,26,3600.044,3.8461538461538463,77343,211102,33456,1378,32771,0,36161,25.0,25.0,
L14-2,Laporte4,9,25,15,0.3289,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,26.0,26,3600.027,3.8461538461538463,85540,198734,41210,1325,40552,0,27753,25.0,25.0,
L16-7,Laporte4,9,25,15,0.3644,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,29.0,29,3600.062,13.793103448275861,45442,267538,12155,1122,11600,0,64560,25.0,25.0,
L19-4,Laporte4,9,25,20,0.3867,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L22-2,Laporte4,9,25,20,0.4133,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.003,0.0,0,1,1,0,0,0,0,,25.0,
L22-1,Laporte4,9,25,20,0.4667,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,26.0,26,3600.044,3.8461538461538463,73451,212515,28763,1359,28091,0,36543,25.0,25.0,
L17-10,Laporte4,9,25,15,0.4844,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,35.0,35,3600.117,18.628373359742522,12272,337955,1161,551,892,0,75970,25.0,28.480069324090117,
L17-2,Laporte4,9,25,15,0.5067,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,40.0,40,3061.583,0.0,26411,240421,3420,547,3153,0,55080,34.0,40.0,
L25-3,Laporte4,9,25,20,0.56,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,28.0,28,3600.065,10.714285714285714,18668,412250,1235,765,863,0,77405,25.0,25.0,
L25-5,Laporte4,9,25,20,0.6578,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,32.0,32,3600.078,18.75,12122,404859,899,514,650,0,71035,26.0,26.0,
L26-1,Laporte4,9,25,20,0.7067,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,37.0,37,3600.057,1.6216216216216255,27005,269144,3996,778,3610,0,64066,31.0,36.4,
A1-2C,Catanzaro,10,10,5,0.26,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,10.0,10,0.003,0.0,0,1,1,0,0,0,0,,10.0,
A2-7,Catanzaro,10,10,5,0.27,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,11.0,11,3600.051,9.090909090909092,61081,270788,19906,2223,18806,0,59582,10.0,10.0,
A1-3,Catanzaro,10,10,4,0.28,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,12.0,12,3600.082,16.666666666666664,32845,361463,5012,1320,4365,0,81386,10.0,10.0,
L2-9,Laporte7,10,10,5,0.29,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,11.0,11,3600.018,9.090909090909092,52358,288935,13719,1784,12834,0,66210,10.0,10.0,
A1-10,Catanzaro,10,10,4,0.3,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,12.0,12,3600.018,16.666666666666664,23810,358163,2102,882,1673,0,81686,10.0,10.0,
L1-4,Laporte7,10,10,4,0.31,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,13.0,13,3600.09,23.076923076923077,20720,341280,1738,801,1347,0,77939,10.0,10.0,
A1-1C,Catanzaro,10,10,5,0.32,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,11.0,11,3600.016,9.090909090909092,39824,337889,7614,1198,7026,0,75601,10.0,10.0,
A2-9,Catanzaro,10,10,5,0.33,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,11.0,11,3600.075,9.090909090909092,28526,374646,4063,1191,3480,0,79797,10.0,10.0,
L1-10,Laporte7,10,10,4,0.34,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,14.0,14,1817.739,0.0,26806,237303,2665,499,2423,0,46890,11.0,14.0,
L1-1,Laporte5,15,15,5,0.2267,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,20.0,20,3600.018,25.0,4919,666292,330,517,116,0,65937,15.0,15.0,
L2-6,Laporte5,15,15,10,0.2622,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,15.0,15,0.005,0.0,0,1,1,0,0,0,0,,15.0,
L3-6,Laporte5,15,15,10,0.44,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,22.0,22,3600.022,27.27272727272727,4444,639062,321,507,117,0,69608,16.0,16.0,
L4-8,Laporte5,15,15,10,0.5422,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,25.0,25,3600.117,28.000000000000004,5066,489732,283,406,110,0,57162,18.0,18.0,
B1-4,Catanzaro,15,18,6,0.2111,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,24.0,24,3600.09,25.0,3432,857058,323,511,113,0,73485,18.0,18.0,
B4-6,Catanzaro,15,19,12,0.2351,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,19.0,19,0.015,0.0,0,1,1,0,0,0,0,,19.0,
L9-4,Laporte5,15,20,15,0.1633,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.015,0.0,0,1,1,0,0,0,0,,20.0,
L5-7,Laporte5,15,20,5,0.1733,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,27.0,27,3600.094,25.925925925925924,5300,590755,376,560,137,0,72452,20.0,20.0,
B3-1,Catanzaro,15,20,10,0.18,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.015,0.0,0,1,1,0,0,0,0,,20.0,
L5-9,Laporte5,15,20,5,0.1833,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,27.0,27,3600.09,25.925925925925924,6669,510542,328,497,121,0,70541,20.0,20.0,
L5-4,Laporte7,15,20,6,0.19,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,25.0,25,3600.089,20.0,4077,746621,333,517,119,0,68949,20.0,20.0,
L7-3,Laporte7,15,20,10,0.1967,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,20.0,20,0.015,0.0,0,1,1,0,0,0,0,,20.0,
L5-9,Laporte7,15,20,6,0.21,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,28.0,28,3600.055,28.57142857142857,4710,513693,269,423,93,0,64629,20.0,20.0,
L5-7,Laporte7,15,20,6,0.22,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,30.0,30,3600.089,33.33333333333333,4511,510507,262,379,97,0,63833,20.0,20.0,
B2-2,Catanzaro,15,20,8,0.24,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,25.0,25,3600.044,20.0,5118,815833,465,655,189,0,80868,20.0,20.0,
L7-9,Laporte5,15,20,10,0.3,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,28.0,28,3600.019,28.57142857142857,2618,964283,221,363,76,0,66822,20.0,20.0,
L10-8,Laporte5,15,20,15,0.3533,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,22.0,22,3600.047,9.090909090909092,31377,219380,7692,5464,5080,0,56655,20.0,20.0,
L12-8,Laporte5,15,20,15,0.3767,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,23.0,23,3600.057,13.043478260869565,23229,264762,4456,3266,2923,0,63412,20.0,20.0,
L13-10,Laporte5,15,20,15,0.4033,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,24.0,24,3600.112,16.666666666666664,15454,342009,2211,2378,1130,0,69212,20.0,20.0,
L13-4,Laporte5,15,20,15,0.4833,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,28.0,28,3600.088,28.57142857142857,5942,609779,525,783,200,0,63290,20.0,20.0,
L13-1,Laporte5,15,20,15,0.54,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,29.0,29,3600.049,24.137931034482758,3584,879052,280,450,93,0,69584,22.0,22.0,
L14-5,Laporte5,15,20,15,0.64,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,36.0,36,3600.116,27.77777777777778,4028,406517,346,442,147,0,54131,26.0,26.0,
L19-2,Laporte5,15,25,15,0.136,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.007,0.0,0,1,1,0,0,0,0,,25.0,
L19-3,Laporte5,15,25,15,0.1467,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.007,0.0,0,1,1,0,0,0,0,,25.0,
L25-8,Laporte5,15,25,20,0.1547,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.007,0.0,0,1,1,0,0,0,0,,25.0,
L19-7,Laporte5,15,25,15,0.1653,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.007,0.0,0,1,1,0,0,0,0,,25.0,
L17-8,Laporte5,15,25,10,0.2293,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,33.0,33,3600.017,24.242424242424242,2052,977146,359,494,149,0,56010,25.0,25.0,
L26-8,Laporte5,15,25,20,0.2533,BBC,BBC-LP+ACC,False,True,False,MIP_optimal,25.0,25,0.007,0.0,0,1,1,0,0,0,0,,25.0,
L17-9,Laporte5,15,25,10,0.2667,BBC,BBC-LP+ACC,False,True,False,MIP_time_limit_feasible,42.0,42,3600.097,40.476190476190474,3603,635175,321,537,104,0,62646,25.0,25.0,
