instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L2-4,Laporte3,8,15,10,0.2083,BBC,BBC-K+F,True,True,False,MIP_optimal,15.0,15,0.022,0.0,0,1,1,0,0,0,0,,15.0,
L2-3,Laporte3,8,15,10,0.2583,BBC,BBC-K+F,True,True,False,MIP_optimal,15.0,15,0.014,0.0,0,40,7,10,0,3,0,15.0,15.0,
L3-9,Laporte3,8,15,10,0.3667,BBC,BBC-K+F,True,True,False,MIP_optimal,15.0,15,1.401,0.0,751,1777,427,231,0,309,311,15.0,15.0,
L4-6,Laporte3,8,15,10,0.5,BBC,BBC-K+F,True,True,False,MIP_optimal,18.0,18,1552.98,0.0,27549,297998,2742,595,0,2447,70712,15.0,18.0,
L32-1,Laporte3,8,20,5,0.1688,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.039,0.0,7,49,14,12,0,7,3,20.0,20.0,
L34-2,Laporte3,8,20,15,0.2,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.002,0.0,0,1,1,0,0,0,0,,20.0,
L34-6,Laporte3,8,20,15,0.2125,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.002,0.0,0,1,1,0,0,0,0,,20.0,
L7-6,Laporte3,8,20,15,0.2812,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.018,0.0,0,38,7,14,0,0,0,20.0,20.0,
L9-8,Laporte3,8,20,15,0.3312,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.003,0.0,0,1,1,0,0,0,0,,20.0,
L9-10,Laporte3,8,20,15,0.3625,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.023,0.0,4,56,10,10,0,5,1,20.0,20.0,
L9-2,Laporte3,8,20,15,0.3937,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.052,0.0,16,98,20,18,0,11,7,20.0,20.0,
L10-4,Laporte3,8,20,15,0.4375,BBC,BBC-K+F,True,True,False,MIP_optimal,21.0,21,1799.851,0.0,71581,191802,31877,867,0,31443,31404,20.0,21.0,
L10-6,Laporte3,8,20,15,0.525,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,24.0,24,3600.014,9.638554216867457,27948,463407,2119,666,0,1789,111437,20.0,21.68674698795181,
L11-10,Laporte3,8,20,15,0.6188,BBC,BBC-K+F,True,True,False,MIP_optimal,26.0,26,854.991,0.0,15586,187534,2201,611,0,1900,52804,20.0,26.0,
L29-2,Laporte3,8,25,10,0.125,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L30-5,Laporte3,8,25,15,0.155,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L29-10,Laporte3,8,25,10,0.16,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L29-8,Laporte3,8,25,10,0.165,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
