instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L2-5,Laporte3,8,15,10,0.2333,BBC,BBC-K+F,True,True,False,MIP_optimal,15.0,15,0.025,0.0,0,1,1,0,0,0,0,,15.0,
L1-6,Laporte3,8,15,5,0.2667,BBC,BBC-K+F,True,True,False,MIP_optimal,19.0,19,633.531,0.0,28202,144553,6376,594,0,6078,36808,15.0,19.0,
L4-1,Laporte3,8,15,10,0.45,BBC,BBC-K+F,True,True,False,MIP_optimal,17.0,17,1894.482,0.0,49823,282723,11906,770,0,11523,69929,15.0,17.0,
L4-4,Laporte3,8,15,10,0.5333,BBC,BBC-K+F,True,True,False,MIP_optimal,19.0,19,1249.518,0.0,19492,244231,1883,483,0,1645,60890,15.0,19.0,
L33-4,Laporte3,8,20,10,0.1875,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.018,0.0,0,40,7,10,0,3,0,20.0,20.0,
L33-8,Laporte3,8,20,10,0.2062,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.002,0.0,0,1,1,0,0,0,0,,20.0,
L34-7,Laporte3,8,20,15,0.2188,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.002,0.0,0,1,1,0,0,0,0,,20.0,
L7-9,Laporte3,8,20,15,0.3,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.018,0.0,0,39,7,16,0,0,0,20.0,20.0,
L6-10,Laporte3,8,20,10,0.35,BBC,BBC-K+F,True,True,False,MIP_optimal,23.0,23,2651.371,0.0,52245,318269,11947,735,0,11579,81323,20.0,23.0,
L6-6,Laporte3,8,20,10,0.375,BBC,BBC-K+F,True,True,False,MIP_optimal,24.999999999999996,25,2045.368,0.0,40284,244899,9786,656,0,9456,66415,20.0,24.999999999999996,
L9-5,Laporte3,8,20,15,0.4062,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.002,0.0,0,1,1,0,0,0,0,,20.0,
L8-6,Laporte3,8,20,15,0.4625,BBC,BBC-K+F,True,True,False,MIP_optimal,21.0,21,1824.285,0.0,56891,236203,16907,715,0,16546,53298,20.0,21.0,
L10-10,Laporte3,8,20,15,0.55,BBC,BBC-K+F,True,True,False,MIP_optimal,23.999999999999993,24,3264.352,0.0,22259,442203,1213,460,0,988,96151,20.0,23.999999999999993,
L11-9,Laporte3,8,20,15,0.6562,BBC,BBC-K+F,True,True,False,MIP_optimal,28.0,28,134.519,0.0,4836,85747,377,198,0,281,21936,22.0952380952381,28.0,
L28-3,Laporte3,8,25,5,0.13,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.02,0.0,0,25,6,15,0,0,0,25.0,25.0,
L28-5,Laporte3,8,25,5,0.155,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.491,0.0,185,464,125,115,0,69,67,25.0,25.0,
L28-7,Laporte3,8,25,5,0.16,BBC,BBC-K+F,True,True,False,MIP_optimal,24.0,24,3.58,0.0,1344,3423,669,246,0,543,555,24.0,24.0,
L30-4,Laporte3,8,25,15,0.17,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L14-10,Laporte3,8,25,15,0.265,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.062,0.0,14,75,22,24,0,9,6,25.0,25.0,
L22-9,Laporte3,8,25,20,0.275,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L12-8,Laporte3,8,25,10,0.285,BBC,BBC-K+F,True,True,False,MIP_optimal,29.0,29,3137.792,0.0,66585,311824,20343,725,0,19980,76904,25.0,29.0,
L22-4,Laporte3,8,25,20,0.295,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
