instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L1-10,Laporte3,8,15,5,0.2167,BBC,BBC-K,True,False,False,MIP_optimal,15.0,15,1.419,0.0,3303,6123,1755,640,0,1434,0,15.0,15.0,
L1-9,Laporte3,8,15,5,0.2583,BBC,BBC-K,True,False,False,MIP_optimal,17.0,17,139.216,0.0,43905,96812,17757,727,0,17392,0,15.0,17.0,
L3-8,Laporte3,8,15,10,0.4083,BBC,BBC-K,True,False,False,MIP_optimal,16.0,16,741.733,0.0,78764,154576,40662,715,0,40304,0,15.0,16.0,
L4-7,Laporte3,8,15,10,0.5167,BBC,BBC-K,True,False,False,MIP_optimal,18.0,18,283.643,0.0,57857,127155,25551,732,0,25183,0,15.0,18.0,
L33-10,Laporte3,8,20,10,0.1812,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.002,0.0,0,0,1,0,0,0,0,,20.0,
L32-2,Laporte3,8,20,5,0.2,BBC,BBC-K,True,False,False,MIP_optimal,22.0,22,533.559,0.0,69958,149879,32974,821,0,32562,0,20.0,22.0,
L33-6,Laporte3,8,20,10,0.2125,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.002,0.0,0,0,1,0,0,0,0,,20.0,
L8-1,Laporte3,8,20,15,0.2938,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.002,0.0,0,0,1,0,0,0,0,,20.0,
L5-3,Laporte3,8,20,10,0.3438,BBC,BBC-K,True,False,False,MIP_optimal,23.0,23,714.16,0.0,77322,164590,38929,868,0,38493,0,20.0,23.0,
L5-10,Laporte3,8,20,10,0.3688,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,481.761,0.0,70048,157065,32654,778,0,32260,0,20.0,25.0,
L9-6,Laporte3,8,20,15,0.3937,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.005,0.0,0,40,7,10,0,3,0,20.0,20.0,
L8-7,Laporte3,8,20,15,0.45,BBC,BBC-K,True,False,False,MIP_optimal,22.0,22,793.106,0.0,79221,154300,41551,812,0,41143,0,20.0,22.0,
L10-3,Laporte3,8,20,15,0.5312,BBC,BBC-K,True,False,False,MIP_optimal,24.0,24,450.703,0.0,66438,144248,31748,870,0,31315,0,20.0,24.0,
L11-6,Laporte3,8,20,15,0.6188,BBC,BBC-K,True,False,False,MIP_optimal,27.0,27,70.159,0.0,32726,66985,12484,812,0,12078,0,22.0,27.0,
L31-3,Laporte3,8,25,20,0.13,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L29-1,Laporte3,8,25,10,0.155,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L29-7,Laporte3,8,25,10,0.16,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L28-8,Laporte3,8,25,5,0.165,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.964,0.0,2483,4871,1283,469,0,1045,0,25.0,25.0,
L19-9,Laporte3,8,25,20,0.24,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L19-1,Laporte3,8,25,20,0.275,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L14-3,Laporte3,8,25,15,0.28,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L12-7,Laporte3,8,25,10,0.29,BBC,BBC-K,True,False,False,MIP_optimal,31.0,31,715.374,0.0,77276,169320,39147,729,0,38782,0,25.0,31.0,
L13-8,Laporte3,8,25,10,0.305,BBC,BBC-K,True,False,False,MIP_optimal,32.0,32,404.605,0.0,65732,139354,30053,710,0,29696,0,25.0,32.0,
L14-7,Laporte3,8,25,15,0.32,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.011,0.0,25,113,21,18,0,11,0,25.0,25.0,
L15-10,Laporte3,8,25,15,0.33,BBC,BBC-K,True,False,False,MIP_optimal,27.0,27,768.718,0.0,79903,158326,41812,810,0,41406,0,25.0,27.0,
L23-3,Laporte3,8,25,20,0.36,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.005,0.0,0,40,7,10,0,3,0,25.0,25.0,
L20-3,Laporte3,8,25,20,0.39,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.008,0.0,12,71,15,16,0,7,0,25.0,25.0,
L23-9,Laporte3,8,25,20,0.415,BBC,BBC-K,True,False,False,MIP_optimal,25.0,25,0.002,0.0,0,0,1,0,0,0,0,,25.0,
L17-9,Laporte3,8,25,15,0.46,BBC,BBC-K,True,False,False,MIP_optimal,34.0,34,375.904,0.0,60949,131023,27815,802,0,27411,0,25.0,34.0,
L18-8,Laporte3,8,25,15,0.49,BBC,BBC-K,True,False,False,MIP_optimal,35.0,35,8.859,0.0,12036,25999,4134,568,0,3847,0,27.0,35.0,
L18-3,Laporte3,8,25,15,0.505,BBC,BBC-K,True,False,False,MIP_optimal,35.0,35,89.956,0.0,33794,69236,13568,681,0,13226,0,28.0,35.0,
L24-10,Laporte3,8,25,20,0.525,BBC,BBC-K,True,False,False,MIP_optimal,28.0,28,717.401,0.0,78925,158423,41102,778,0,40710,0,25.0,28.0,
L26-3,Laporte3,8,25,20,0.585,BBC,BBC-K,True,False,False,MIP_optimal,27.0,27,633.163,0.0,74781,152893,37825,780,0,37432,0,25.0,27.0,
L27-7,Laporte3,8,25,20,0.695,BBC,BBC-K,True,False,False,MIP_optimal,32.0,32,16.817,0.0,16014,33873,5618,597,0,5318,0,25.0,32.0,
L1-1,Laporte4,9,15,5,0.2148,BBC,BBC-K,True,False,False,MIP_time_limit_feasible,17.0,17,3600.022,11.76470588235294,162854,326158,83609,1392,0,82917,0,15.0,15.0,
L3-3,Laporte4,9,15,10,0.2593,BBC,BBC-K,True,False,False,MIP_optimal,15.0,15,0.02,0.0,60,163,45,51,0,22,0,15.0,15.0,
L3-4,Laporte4,9,15,10,0.3852,BBC,BBC-K,True,False,False,MIP_time_limit_feasible,16.0,16,3600.053,6.25,161330,322874,83887,1425,0,83177,0,15.0,15.0,
L4-10,Laporte4,9,15,10,0.5333,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,1028.33,0.0,122291,265737,41380,1206,0,40777,0,15.0,20.0,
L29-2,Laporte4,9,20,15,0.1778,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.002,0.0,0,0,2,5,0,0,0,,20.0,
L29-1,Laporte4,9,20,15,0.1944,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.002,0.0,0,0,2,5,0,0,0,,20.0,
L28-1,Laporte4,9,20,10,0.2056,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.012,0.0,26,107,21,29,0,9,0,20.0,20.0,
L5-3,Laporte4,9,20,10,0.2778,BBC,BBC-K,True,False,False,MIP_time_limit_feasible,21.0,21,3600.008,4.761904761904762,164289,328644,85929,1382,0,85239,0,20.0,20.0,
L10-10,Laporte4,9,20,15,0.3444,BBC,BBC-K,True,False,False,MIP_optimal,20.0,20,0.008,0.0,2,52,12,21,0,3,0,20.0,20.0,
L5-5,Laporte4,9,20,10,0.3722,BBC,BBC-K,True,False,False,MIP_time_limit_feasible,28.0,28,3600.026,24.433106575963834,200386,461722,81374,1362,0,80692,0,20.0,21.158730158730126,
L6-6,Laporte4,9,20,10,0.3889,BBC,BBC-K,True,False,False,MIP_optimal,28.0,28,2587.415,0.0,183874,395876,64896,1145,0,64329,0,21.0,28.0,
L8-1,Laporte4,9,20,15,0.45,BBC,BBC-K,True,False,False,MIP_time_limit_feasible,23.0,23,3600.034,13.043478260869565,157706,315393,82660,1418,0,81951,0,20.0,20.0,
L8-10,Laporte4,9,20,15,0.5278,BBC,BBC-K,True,False,False,MIP_time_limit_feasible,24.0,24,3600.029,16.666666666666664,180366,417241,81406,1381,0,80718,0,20.0,20.0,
L11-10,Laporte4,9,20,15,0.6333,BBC,BBC-K,True,False,False,MIP_optimal,28.0,28,79.593,0.0,37774,84113,11622,985,0,11132,0,22.0,28.0,
