instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L1-5,Laporte3,8,15,5,0.2333,CATZ,CATZ-F4,,,,MIP_optimal,16.0,16,0.848,,,,,,,,,,,
L1-1,Laporte3,8,15,5,0.275,CATZ,CATZ-F4,,,,MIP_optimal,18.0,18,0.2087,,,,,,,,,,,
L3-7,Laporte3,8,15,10,0.4667,CATZ,CATZ-F4,,,,MIP_optimal,19.0,19,1.5438,,,,,,,,,,,
L4-9,Laporte3,8,15,10,0.5333,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,0.6373,,,,,,,,,,,
L32-4,Laporte3,8,20,5,0.1875,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,0.4439,,,,,,,,,,,
L33-9,Laporte3,8,20,10,0.2062,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,62.0242,,,,,,,,,,,
L33-7,Laporte3,8,20,10,0.2188,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,71.8956,,,,,,,,,,,
L7-1,Laporte3,8,20,15,0.3063,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,64.7226,,,,,,,,,,,
L6-2,Laporte3,8,20,10,0.35,CATZ,CATZ-F4,,,,MIP_optimal,24.0,24,3.4692,,,,,,,,,,,
L7-4,Laporte3,8,20,15,0.3875,CATZ,CATZ-F4,,,,MIP_optimal,20.0,20,43.5962,,,,,,,,,,,
L8-10,Laporte3,8,20,15,0.4125,CATZ,CATZ-F4,,,,MIP_optimal,21.0,21,36.3457,,,,,,,,,,,
L10-8,Laporte3,8,20,15,0.4688,CATZ,CATZ-F4,,,,MIP_optimal,22.0,22,21.5319,,,,,,,,,,,
L10-9,Laporte3,8,20,15,0.5687,CATZ,CATZ-F4,,,,MIP_optimal,25.0,25,1.0187,,,,,,,,,,,
L11-8,Laporte3,8,20,15,0.6625,CATZ,CATZ-F4,,,,MIP_optimal,30.0,30,0.5692,,,,,,,,,,,
L31-1,Laporte3,8,25,20,0.155,CATZ,CATZ-F4,,,,MIP_optimal,25.0,25,89.8203,,,,,,,,,,,
L31-10,Laporte3,8,25,20,0.16,CATZ,CATZ-F4,,,,MIP_optimal,25.0,25,70.572,,,,,,,,,,,
L31-8,Laporte3,8,25,20,0.165,CATZ,CATZ-F4,,,,MIP_optimal,25.0,25,96.6873,,,,,,,,,,,
L29-4,Laporte3,8,25,10,0.17,CATZ,CATZ-F4,,,,MIP_optimal,25.0,25,92.2067,,,,,,,,,,,
L19-2,Laporte3,8,25,20,0.27,CATZ,CATZ-F4,,,,MIP_optimal,25.0,25,75.5537,,,,,,,,,,,
L14-1,Laporte3,8,25,15,0.275,CATZ,CATZ-F4,,,,MIP_optimal,25.0,25,86.5233,,,,,,,,,,,
L13-9,Laporte3,8,25,10,0.285,CATZ,CATZ-F4,,,,MIP_optimal,30.0,30,1.3185,,,,,,,,,,,
L14-5,Laporte3,8,25,15,0.295,CATZ,CATZ-F4,,,,MIP_optimal,25.0,25,74.3042,,,,,,,,,,,
L22-2,Laporte3,8,25,20,0.315,CATZ,CATZ-F4,,,,MIP_optimal,25.0,25,161.9707,,,,,,,,,,,
