instance,benchmark_set,J,T,C,density,solver,config,comb_cuts,frac_cuts,triplet_bounds,status,obj,obj_ktns,time_s,gap_pct,nodes,lp_iters,cb_invocations,cuts_sec,cuts_benders,cuts_comb,cuts_frac,root_lp_bound,dual_bound,notes
L1-10,Laporte3,8,15,5,0.2167,BBC,BBC-K+F,True,True,False,MIP_optimal,15.0,15,262.401,0.0,27408,83774,11455,834,0,11035,16943,15.0,15.0,
L1-9,Laporte3,8,15,5,0.2583,BBC,BBC-K+F,True,True,False,MIP_optimal,17.0,17,805.1,0.0,36424,170362,10052,744,0,9679,39938,15.0,17.0,
L3-8,Laporte3,8,15,10,0.4083,BBC,BBC-K+F,True,True,False,MIP_optimal,16.0,16,1842.477,0.0,61679,231036,19386,742,0,19016,50419,15.0,16.0,
L4-7,Laporte3,8,15,10,0.5167,BBC,BBC-K+F,True,True,False,MIP_optimal,18.0,18,2918.7,0.0,28515,400892,1882,543,0,1612,94470,15.0,18.0,
L33-10,Laporte3,8,20,10,0.1812,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.002,0.0,0,1,1,0,0,0,0,,20.0,
L32-2,Laporte3,8,20,5,0.2,BBC,BBC-K+F,True,True,False,MIP_optimal,22.0,22,1383.766,0.0,66826,200743,27976,805,0,27578,33762,20.0,22.0,
L33-6,Laporte3,8,20,10,0.2125,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.002,0.0,0,1,1,0,0,0,0,,20.0,
L8-1,Laporte3,8,20,15,0.2938,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.002,0.0,0,1,1,0,0,0,0,,20.0,
L5-3,Laporte3,8,20,10,0.3438,BBC,BBC-K+F,True,True,False,MIP_optimal,23.0,23,3353.528,0.0,47303,359398,8765,788,0,8378,96689,20.0,23.0,
L5-10,Laporte3,8,20,10,0.3688,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,25.0,25,3600.036,14.188679245283012,40609,360625,5862,671,0,5528,100259,20.0,21.452830188679247,
L9-6,Laporte3,8,20,15,0.3937,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.021,0.0,0,42,8,8,0,3,2,20.0,20.0,
L8-7,Laporte3,8,20,15,0.45,BBC,BBC-K+F,True,True,False,MIP_optimal,22.0,22,2196.466,0.0,72839,216140,31352,715,0,30996,39009,20.0,22.0,
L10-3,Laporte3,8,20,15,0.5312,BBC,BBC-K+F,True,True,False,MIP_optimal,24.000000000000004,24,2866.302,0.0,31929,407250,2836,654,0,2515,94992,20.0,24.000000000000004,
L11-6,Laporte3,8,20,15,0.6188,BBC,BBC-K+F,True,True,False,MIP_optimal,27.0,27,1485.201,0.0,27676,207771,5353,640,0,5034,57144,22.0,27.0,
L31-3,Laporte3,8,25,20,0.13,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L29-1,Laporte3,8,25,10,0.155,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L29-7,Laporte3,8,25,10,0.16,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L28-8,Laporte3,8,25,5,0.165,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,1.411,0.0,530,1313,297,169,0,209,207,25.0,25.0,
L19-9,Laporte3,8,25,20,0.24,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L19-1,Laporte3,8,25,20,0.275,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L14-3,Laporte3,8,25,15,0.28,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L12-7,Laporte3,8,25,10,0.29,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,31.0,31,3600.096,18.548387096774192,48949,340267,11139,650,0,10814,97751,25.0,25.25,
L13-8,Laporte3,8,25,10,0.305,BBC,BBC-K+F,True,True,False,MIP_optimal,32.0,32,3115.616,0.0,53105,309567,14957,675,0,14624,82828,25.0,32.0,
L14-7,Laporte3,8,25,15,0.32,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,1.603,0.0,609,1282,339,190,0,242,214,25.0,25.0,
L15-10,Laporte3,8,25,15,0.33,BBC,BBC-K+F,True,True,False,MIP_optimal,27.0,27,1986.678,0.0,72778,207562,32239,820,0,31827,36629,25.0,27.0,
L23-3,Laporte3,8,25,20,0.36,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.02,0.0,0,40,7,10,0,3,0,25.0,25.0,
L20-3,Laporte3,8,25,20,0.39,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.061,0.0,10,83,14,16,0,6,6,25.0,25.0,
L23-9,Laporte3,8,25,20,0.415,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.002,0.0,0,1,1,0,0,0,0,,25.0,
L17-9,Laporte3,8,25,15,0.46,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,34.0,34,3600.037,17.12992889463478,20935,340391,2657,599,0,2359,103682,25.0,28.175824175824175,
L18-8,Laporte3,8,25,15,0.49,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,37.0,37,3600.001,27.027027027027028,0,1075498,428859,12,0,428852,1055655,27.0,27.0,
L18-3,Laporte3,8,25,15,0.505,BBC,BBC-K+F,True,True,False,MIP_optimal,35.0,35,1373.763,0.0,28778,186202,7036,614,0,6731,51014,28.0,35.0,
L24-10,Laporte3,8,25,20,0.525,BBC,BBC-K+F,True,True,False,MIP_optimal,28.000000000000007,28,2878.935,0.0,48654,343761,9330,783,0,8941,82435,25.0,28.000000000000007,
L26-3,Laporte3,8,25,20,0.585,BBC,BBC-K+F,True,True,False,MIP_optimal,27.0,27,2644.729,0.0,38989,344723,6020,749,0,5646,86632,25.0,27.0,
L27-7,Laporte3,8,25,20,0.695,BBC,BBC-K+F,True,True,False,MIP_optimal,32.0,32,463.898,0.0,12681,124727,2035,456,0,1809,34883,25.065217391304348,32.0,
L1-1,Laporte4,9,15,5,0.2148,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,17.0,17,3600.032,11.76470588235294,82465,334595,28359,1377,0,27681,76656,15.0,15.0,
L3-3,Laporte4,9,15,10,0.2593,BBC,BBC-K+F,True,True,False,MIP_optimal,15.0,15,0.038,0.0,8,83,14,28,0,4,6,15.0,15.0,
L3-4,Laporte4,9,15,10,0.3852,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,16.0,16,3600.016,6.25,74763,354375,22752,1492,0,22008,81792,15.0,15.0,
L4-10,Laporte4,9,15,10,0.5333,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,20.0,20,3600.073,16.875000000000018,25227,365813,2487,647,0,2165,106943,15.0,16.624999999999996,
L29-2,Laporte4,9,20,15,0.1778,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.021,0.0,0,50,8,26,0,0,0,20.0,20.0,
L29-1,Laporte4,9,20,15,0.1944,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.021,0.0,0,50,8,26,0,0,0,20.0,20.0,
L28-1,Laporte4,9,20,10,0.2056,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.054,0.0,9,76,13,28,0,3,4,20.0,20.0,
L5-3,Laporte4,9,20,10,0.2778,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,21.0,21,3600.028,4.761904761904762,79146,315306,27885,1276,0,27250,73466,20.0,20.0,
L10-10,Laporte4,9,20,15,0.3444,BBC,BBC-K+F,True,True,False,MIP_optimal,20.0,20,0.068,0.0,12,92,17,32,0,4,8,20.0,20.0,
L5-5,Laporte4,9,20,10,0.3722,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,28.0,28,3600.063,28.57142857142857,19274,389913,2053,884,0,1619,110800,20.0,20.0,
L6-6,Laporte4,9,20,10,0.3889,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,28.0,28,3600.051,16.666666666666647,21534,338695,2488,723,0,2135,107045,21.0,23.33333333333334,
L8-1,Laporte4,9,20,15,0.45,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,23.0,23,3600.046,13.043478260869565,48913,417143,7539,1151,0,6966,103396,20.0,20.0,
L8-10,Laporte4,9,20,15,0.5278,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,24.0,24,3600.05,16.666666666666664,17570,489797,1472,869,0,1045,109709,20.0,20.0,
L11-10,Laporte4,9,20,15,0.6333,BBC,BBC-K+F,True,True,False,MIP_optimal,28.000000000000004,28,3566.173,0.0,31061,344823,3514,510,0,3263,93103,21.269230769230763,28.000000000000004,
L33-8,Laporte4,9,25,20,0.1422,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.024,0.0,0,50,8,26,0,0,0,25.0,25.0,
L33-1,Laporte4,9,25,20,0.1511,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.025,0.0,0,50,8,26,0,0,0,25.0,25.0,
L31-8,Laporte4,9,25,10,0.1556,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.025,0.0,0,50,8,26,0,0,0,25.0,25.0,
L30-8,Laporte4,9,25,5,0.16,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,543.866,0.0,40047,116141,16377,1277,0,15741,19133,25.0,25.0,
L18-4,Laporte4,9,25,20,0.24,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.024,0.0,0,50,8,26,0,0,0,25.0,25.0,
L18-5,Laporte4,9,25,20,0.2711,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.024,0.0,0,50,8,26,0,0,0,25.0,25.0,
L12-3,Laporte4,9,25,10,0.28,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,30.0,30,3600.067,16.666666666666664,30055,380944,3595,1023,0,3089,109216,25.0,25.0,
L13-8,Laporte4,9,25,10,0.2978,BBC,BBC-K+F,True,True,False,MIP_time_limit_feasible,31.0,31,3600.057,19.35483870967742,26117,355249,3471,923,0,3015,109527,25.0,25.0,
L21-1,Laporte4,9,25,20,0.3156,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.024,0.0,0,50,8,26,0,0,0,25.0,25.0,
L22-3,Laporte4,9,25,20,0.3244,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.024,0.0,0,48,8,26,0,0,0,25.0,25.0,
L22-9,Laporte4,9,25,20,0.36,BBC,BBC-K+F,True,True,False,MIP_optimal,25.0,25,0.024,0.0,0,50,8,26,0,0,0,25.0,25.0,
