instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
C3-10,Catanzaro,30,40,20,0.2233,PCFp,PCFp,time_limit,110.0,82,1809.12,,66,1032,20.0,
C3-10,Catanzaro,30,40,20,0.2233,PCFp,PCFp+HP,time_limit,143.0,91,1801.12,,8,5174,20.00000000000002,
C3-10,Catanzaro,30,40,20,0.2233,PCFp,PCFp+MC,time_limit,110.0,82,1809.35,,66,1032,20.0,
C3-10,Catanzaro,30,40,20,0.2233,PCFp,PCFp+WS,time_limit,102.0,82,1805.25,,142,1327,20.000000000000004,
C3-10,Catanzaro,,,,,PCFp,PCFp+STAB,time_limit,,,1860.1,,,,,OS timeout
C3-10,Catanzaro,30,40,20,0.2233,PCFp,PCFp+ACC,time_limit,102.0,82,1805.24,,77,1310,20.000000000000004,
C3-10,Catanzaro,30,40,20,0.2233,PTF,PTF,time_limit,75.0,93,1815.51,,1,2144,,
s3n010,Crama,30,40,17,0.2358,PCFp,PCFp,time_limit,127.0,110,1821.47,,113,1414,22.99999999999999,
s3n010,Crama,30,40,17,0.2358,PCFp,PCFp+HP,time_limit,179.0,127,1800.32,,1,14627,,
s3n010,Crama,30,40,17,0.2358,PCFp,PCFp+MC,time_limit,127.0,110,1814.5,,113,1414,22.99999999999999,
s3n010,Crama,30,40,17,0.2358,PCFp,PCFp+WS,time_limit,218.0,110,1800.19,,100,1354,23.0,
s3n010,Crama,30,40,17,0.2358,PCFp,PCFp+STAB,time_limit,134.0,119,1810.45,,103,1147,22.999999999999986,
s3n010,Crama,30,40,17,0.2358,PCFp,PCFp+ACC,time_limit,154.0,115,1830.22,,80,1260,23.0,
s3n010,Crama,30,40,17,0.2358,PTF,PTF,time_limit,111.0,128,1855.27,,1,1941,,
C3-9,Catanzaro,30,40,20,0.2433,PCFp,PCFp,time_limit,107.0,92,1800.29,,88,1574,20.000000000000007,
C3-9,Catanzaro,30,40,20,0.2433,PCFp,PCFp+HP,time_limit,163.0,106,1800.35,,3,8177,20.0,
C3-9,Catanzaro,30,40,20,0.2433,PCFp,PCFp+MC,time_limit,107.0,92,1813.68,,85,1519,20.000000000000007,
C3-9,Catanzaro,30,40,20,0.2433,PCFp,PCFp+WS,time_limit,125.0,89,1828.84,,160,1384,20.0,
C3-9,Catanzaro,30,40,20,0.2433,PCFp,PCFp+STAB,time_limit,107.0,92,1802.03,,31,1441,20.000000000000007,
C3-9,Catanzaro,30,40,20,0.2433,PCFp,PCFp+ACC,time_limit,125.0,89,1800.98,,60,871,20.0,
C3-9,Catanzaro,30,40,20,0.2433,PTF,PTF,time_limit,86.0,102,1850.51,,1,2028,,
C3-1,Catanzaro,30,40,20,0.2525,PCFp,PCFp,time_limit,128.0,98,1809.47,,36,1688,20.0,
C3-1,Catanzaro,30,40,20,0.2525,PCFp,PCFp+HP,time_limit,170.0,107,1800.6,,3,15408,20.0,
C3-1,Catanzaro,30,40,20,0.2525,PCFp,PCFp+MC,time_limit,128.0,98,1819.59,,36,1688,20.0,
C3-1,Catanzaro,30,40,20,0.2525,PCFp,PCFp+WS,time_limit,124.0,97,1832.18,,37,1443,19.999999999999996,
C3-1,Catanzaro,30,40,20,0.2525,PCFp,PCFp+STAB,time_limit,106.0,89,1800.3,,133,997,19.999999999999996,
C3-1,Catanzaro,30,40,20,0.2525,PCFp,PCFp+ACC,time_limit,124.0,97,1835.2,,95,1024,19.999999999999996,
C3-1,Catanzaro,30,40,20,0.2525,PTF,PTF,time_limit,90.0,110,1809.96,,1,1883,,
s3n001,Crama,30,40,17,0.2583,PCFp,PCFp,time_limit,162.0,126,1824.44,,52,1200,22.999999999999996,
s3n001,Crama,30,40,17,0.2583,PCFp,PCFp+HP,time_limit,212.0,139,1800.62,,2,18910,23.000000000000007,
s3n001,Crama,30,40,17,0.2583,PCFp,PCFp+MC,time_limit,162.0,126,1800.3,,52,1170,22.999999999999996,
s3n001,Crama,30,40,17,0.2583,PCFp,PCFp+WS,time_limit,163.0,129,1806.64,,43,1122,23.000000000000036,
s3n001,Crama,30,40,17,0.2583,PCFp,PCFp+STAB,time_limit,162.0,126,1844.86,,23,1140,22.999999999999996,
s3n001,Crama,,,,,PCFp,PCFp+ACC,time_limit,,,1860.1,,,,,OS timeout
s3n001,Crama,30,40,17,0.2583,PTF,PTF,time_limit,122.0,139,1836.6,,1,1824,,
D3-2,Catanzaro,40,60,25,0.2004,PCFp,PCFp,time_limit,323.0,194,1809.26,,4,560,34.99999999999999,
D3-2,Catanzaro,,,,,PCFp,PCFp+HP,time_limit,,,1860.1,,,,,OS timeout
D3-2,Catanzaro,40,60,25,0.2004,PCFp,PCFp+MC,time_limit,323.0,194,1810.08,,4,560,34.99999999999999,
D3-2,Catanzaro,40,60,25,0.2004,PCFp,PCFp+WS,time_limit,,,1800.54,,22,880,35.00000000000001,
D3-2,Catanzaro,40,60,25,0.2004,PCFp,PCFp+STAB,time_limit,323.0,194,1840.67,,1,440,,
D3-2,Catanzaro,,,,,PCFp,PCFp+ACC,time_limit,,,1860.1,,,,,OS timeout
D3-2,Catanzaro,40,60,25,0.2004,PTF,PTF,time_limit,169.0,194,1813.98,,1,895,,
