instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L1-9,Laporte3,8,15,5,0.2583,PCFp,PCFp,time_limit,12.0,17,600.33,,6162,5907,10.0,
L1-9,Laporte3,8,15,5,0.2583,PCFp,PCFp+HP,time_limit,12.0,17,600.52,,7856,6017,10.0,
L1-9,Laporte3,8,15,5,0.2583,PCFp,PCFp+MC,time_limit,12.0,17,600.49,,6322,7627,10.000000000000002,
L1-9,Laporte3,8,15,5,0.2583,PCFp,PCFp+WS,time_limit,12.0,17,600.51,,6069,5649,10.0,
L1-9,Laporte3,8,15,5,0.2583,PCFp,PCFp+STAB,time_limit,13.0,18,600.52,,681,2580,10.0,
L1-9,Laporte3,8,15,5,0.2583,PCFp,PCFp+ACC,time_limit,12.0,17,600.5,,708,3680,10.0,
L1-9,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L3-1,Laporte3,8,15,10,0.475,PCFp,PCFp,time_limit,8.0,18,600.5,,3744,8770,5.000000000000001,
L3-1,Laporte3,8,15,10,0.475,PCFp,PCFp+HP,time_limit,8.0,17,600.58,,4981,10441,5.000000000000001,
L3-1,Laporte3,8,15,10,0.475,PCFp,PCFp+MC,time_limit,7.0,17,600.27,,3545,11136,5.0,
L3-1,Laporte3,8,15,10,0.475,PCFp,PCFp+WS,time_limit,7.0,17,605.82,,3895,8710,5.0,
L3-1,Laporte3,8,15,10,0.475,PCFp,PCFp+STAB,time_limit,10.0,19,600.42,,495,3227,5.000000000000001,
L3-1,Laporte3,8,15,10,0.475,PCFp,PCFp+ACC,time_limit,10.0,17,600.25,,561,5504,5.0,
L3-1,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L34-4,Laporte3,8,20,15,0.1875,PCFp,PCFp,optimal,5.0,20,259.53,0.0,201,1736,5.0,
L34-4,Laporte3,8,20,15,0.1875,PCFp,PCFp+HP,optimal,5.0,20,0.93,0.0,1,26,5.0,
L34-4,Laporte3,8,20,15,0.1875,PCFp,PCFp+MC,optimal,5.0,20,2.61,0.0,1,113,5.0,
L34-4,Laporte3,8,20,15,0.1875,PCFp,PCFp+WS,optimal,5.0,20,1.35,0.0,1,18,5.0,
