instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L1-10,Laporte3,8,15,5,0.2167,PCFp,PCFp,optimal,10.0,15,377.92,0.0,3757,4945,10.0,
L1-10,Laporte3,8,15,5,0.2167,PCFp,PCFp+HP,time_limit,11.0,16,600.25,,6566,7635,10.0,
L1-10,Laporte3,8,15,5,0.2167,PCFp,PCFp+MC,time_limit,11.0,16,600.21,,6299,7755,10.0,
L1-10,Laporte3,8,15,5,0.2167,PCFp,PCFp+WS,optimal,10.0,15,127.85,0.0,1281,2724,10.0,
L1-10,Laporte3,8,15,5,0.2167,PCFp,PCFp+STAB,time_limit,11.0,16,600.17,,715,2157,10.0,
L1-10,Laporte3,8,15,5,0.2167,PCFp,PCFp+ACC,optimal,10.0,15,70.38,0.0,88,1282,10.0,
L1-10,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L1-7,Laporte3,8,15,5,0.2833,PCFp,PCFp,time_limit,14.0,19,600.28,,5588,8582,10.0,
L1-7,Laporte3,8,15,5,0.2833,PCFp,PCFp+HP,time_limit,14.0,19,600.23,,7350,9764,10.0,
L1-7,Laporte3,8,15,5,0.2833,PCFp,PCFp+MC,time_limit,14.0,19,600.43,,6291,10948,10.0,
L1-7,Laporte3,8,15,5,0.2833,PCFp,PCFp+WS,time_limit,14.0,19,600.22,,6054,7690,10.0,
L1-7,Laporte3,8,15,5,0.2833,PCFp,PCFp+STAB,time_limit,14.0,19,600.51,,672,3290,10.0,
L1-7,Laporte3,8,15,5,0.2833,PCFp,PCFp+ACC,time_limit,15.0,20,600.77,,717,4852,10.0,
L1-7,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L4-5,Laporte3,8,15,10,0.525,PCFp,PCFp,time_limit,14.0,24,600.53,,5064,7785,5.000000000000001,
L4-5,Laporte3,8,15,10,0.525,PCFp,PCFp+HP,time_limit,13.0,23,600.54,,5970,9483,5.000000000000003,
L4-5,Laporte3,8,15,10,0.525,PCFp,PCFp+MC,time_limit,13.999999999999995,24,600.54,,4318,11760,4.999999999999997,
L4-5,Laporte3,8,15,10,0.525,PCFp,PCFp+WS,time_limit,13.0,23,600.5,,4165,8794,5.000000000000001,
