instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
C2-3,Catanzaro,30,40,17,0.2333,PCFp,PCFp,time_limit,178.0,115,1809.5,,38,1831,23.00000000000001,
C2-3,Catanzaro,30,40,17,0.2333,PCFp,PCFp+HP,time_limit,178.0,115,1800.34,,3,12541,22.999999999999996,
C2-3,Catanzaro,30,40,17,0.2333,PCFp,PCFp+MC,time_limit,178.0,115,1811.66,,38,1861,23.00000000000001,
C2-3,Catanzaro,30,40,17,0.2333,PCFp,PCFp+WS,time_limit,142.0,105,1819.96,,38,1958,23.000000000000007,
C2-3,Catanzaro,30,40,17,0.2333,PCFp,PCFp+STAB,time_limit,145.0,116,1800.21,,91,1110,23.00000000000001,
C2-3,Catanzaro,,,,,PCFp,PCFp+ACC,time_limit,,,1860.1,,,,,OS timeout
C2-3,Catanzaro,30,40,17,0.2333,PTF,PTF,time_limit,100.0,117,1800.6,,1,1854,,
s3n006,Crama,30,40,25,0.2408,PCFp,PCFp,time_limit,61.0,60,1800.2,,116,1624,15.0,
s3n006,Crama,30,40,25,0.2408,PCFp,PCFp+HP,time_limit,132.0,75,1800.31,,30,11479,14.999999999999998,
s3n006,Crama,30,40,25,0.2408,PCFp,PCFp+MC,time_limit,61.0,60,1800.2,,116,1624,15.0,
s3n006,Crama,30,40,25,0.2408,PCFp,PCFp+WS,time_limit,73.0,65,1800.21,,99,1969,15.0,
s3n006,Crama,30,40,25,0.2408,PCFp,PCFp+STAB,time_limit,75.0,62,1809.7,,124,1305,15.0,
s3n006,Crama,30,40,25,0.2408,PCFp,PCFp+ACC,time_limit,76.0,68,1800.29,,99,1402,15.0,
s3n006,Crama,,,,,PTF,PTF,time_limit,,,1860.1,,,,,OS timeout
s3n002,Crama,30,40,25,0.2483,PCFp,PCFp,time_limit,71.0,72,1801.11,,124,1966,15.000000000000002,
s3n002,Crama,30,40,25,0.2483,PCFp,PCFp+HP,time_limit,141.0,73,1800.22,,43,3093,14.999999999999975,
s3n002,Crama,30,40,25,0.2483,PCFp,PCFp+MC,time_limit,71.0,72,1809.38,,124,1966,15.000000000000002,
s3n002,Crama,30,40,25,0.2483,PCFp,PCFp+WS,time_limit,76.0,67,1805.04,,69,2487,15.0,
s3n002,Crama,30,40,25,0.2483,PCFp,PCFp+STAB,time_limit,71.0,72,1800.2,,133,1606,15.000000000000002,
s3n002,Crama,30,40,25,0.2483,PCFp,PCFp+ACC,time_limit,76.0,67,1816.07,,59,1641,15.0,
s3n002,Crama,30,40,25,0.2483,PTF,PTF,time_limit,51.0,73,1845.91,,1,2108,,
C2-6,Catanzaro,30,40,17,0.2567,PCFp,PCFp,time_limit,157.0,116,1810.09,,73,1261,23.000000000000018,
C2-6,Catanzaro,,,,,PCFp,PCFp+HP,time_limit,,,1860.1,,,,,OS timeout
C2-6,Catanzaro,30,40,17,0.2567,PCFp,PCFp+MC,time_limit,157.0,116,1817.64,,73,1261,23.000000000000018,
C2-6,Catanzaro,30,40,17,0.2567,PCFp,PCFp+WS,time_limit,182.0,129,1806.17,,93,1084,22.99999999999999,
C2-6,Catanzaro,30,40,17,0.2567,PCFp,PCFp+STAB,time_limit,157.0,116,1811.42,,40,1290,23.000000000000018,
C2-6,Catanzaro,30,40,17,0.2567,PCFp,PCFp+ACC,time_limit,198.0,135,1800.2,,99,959,22.99999999999999,
C2-6,Catanzaro,,,,,PTF,PTF,time_limit,,,1860.1,,,,,OS timeout
s3n004,Crama,30,40,25,0.265,PCFp,PCFp,time_limit,73.0,70,1834.08,,83,1667,15.0,
s3n004,Crama,30,40,25,0.265,PCFp,PCFp+HP,time_limit,143.0,78,1800.33,,46,3965,15.00000000000004,
s3n004,Crama,30,40,25,0.265,PCFp,PCFp+MC,time_limit,73.0,70,1800.31,,83,1637,15.0,
s3n004,Crama,30,40,25,0.265,PCFp,PCFp+WS,time_limit,79.0,70,1837.53,,79,1723,15.000000000000005,
s3n004,Crama,30,40,25,0.265,PCFp,PCFp+STAB,time_limit,101.0,71,1816.1,,75,1269,15.0,
s3n004,Crama,30,40,25,0.265,PCFp,PCFp+ACC,time_limit,79.0,70,1800.2,,149,964,15.000000000000005,
s3n004,Crama,30,40,25,0.265,PTF,PTF,time_limit,52.0,75,1822.17,,1,1820,,
D4-8,Catanzaro,40,60,30,0.2104,PCFp,PCFp,time_limit,296.0,162,1832.35,,13,640,30.000000000000004,
D4-8,Catanzaro,40,60,30,0.2104,PCFp,PCFp+HP,time_limit,287.0,162,1800.64,,1,23319,,
D4-8,Catanzaro,40,60,30,0.2104,PCFp,PCFp+MC,time_limit,296.0,162,1827.93,,13,640,30.000000000000004,
D4-8,Catanzaro,40,60,30,0.2104,PCFp,PCFp+WS,time_limit,,,1800.24,,20,1177,30.0,
D4-8,Catanzaro,,,,,PCFp,PCFp+STAB,time_limit,,,1860.1,,,,,OS timeout
D4-8,Catanzaro,40,60,30,0.2104,PCFp,PCFp+ACC,time_limit,,,1800.34,,20,960,30.0,
D4-8,Catanzaro,,,,,PTF,PTF,time_limit,,,1860.1,,,,,OS timeout
