instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
C1-10,Catanzaro,30,40,15,0.2233,PCFp,PCFp,time_limit,129.0,118,1821.49,,184,1261,25.0,
C1-10,Catanzaro,30,40,15,0.2233,PCFp,PCFp+HP,time_limit,191.0,138,1800.37,,3,13889,25.000000000000135,
C1-10,Catanzaro,30,40,15,0.2233,PCFp,PCFp+MC,time_limit,129.0,118,1820.69,,184,1261,25.0,
C1-10,Catanzaro,30,40,15,0.2233,PCFp,PCFp+WS,time_limit,164.0,121,1800.2,,154,1200,25.0,
C1-10,Catanzaro,30,40,15,0.2233,PCFp,PCFp+STAB,time_limit,129.0,118,1800.2,,94,1262,25.0,
C1-10,Catanzaro,30,40,15,0.2233,PCFp,PCFp+ACC,time_limit,167.0,118,1811.56,,127,1203,25.0,
C1-10,Catanzaro,30,40,15,0.2233,PTF,PTF,time_limit,123.0,138,1813.61,,1,1856,,
s3n010,Crama,30,40,15,0.2358,PCFp,PCFp,time_limit,167.0,130,1808.71,,96,1323,24.999999999999993,
s3n010,Crama,30,40,15,0.2358,PCFp,PCFp+HP,time_limit,202.0,150,1800.74,,5,17302,24.999999999999964,
s3n010,Crama,30,40,15,0.2358,PCFp,PCFp+MC,time_limit,167.0,130,1806.03,,96,1323,24.999999999999993,
s3n010,Crama,30,40,15,0.2358,PCFp,PCFp+WS,time_limit,187.0,143,1800.49,,123,1292,25.000000000000004,
s3n010,Crama,,,,,PCFp,PCFp+STAB,time_limit,,,1860.1,,,,,OS timeout
s3n010,Crama,30,40,15,0.2358,PCFp,PCFp+ACC,time_limit,174.0,143,1802.06,,74,991,25.000000000000004,
s3n010,Crama,30,40,15,0.2358,PTF,PTF,time_limit,134.0,149,1807.61,,1,1825,,
C1-9,Catanzaro,30,40,15,0.2433,PCFp,PCFp,time_limit,168.0,143,1800.59,,104,1050,24.99999999999999,
C1-9,Catanzaro,30,40,15,0.2433,PCFp,PCFp+HP,time_limit,203.0,154,1801.1,,2,18557,25.000000000000004,
C1-9,Catanzaro,30,40,15,0.2433,PCFp,PCFp+MC,time_limit,168.0,143,1800.57,,87,1050,24.99999999999999,
C1-9,Catanzaro,30,40,15,0.2433,PCFp,PCFp+WS,time_limit,165.0,133,1800.49,,27,1766,24.99999999999999,
C1-9,Catanzaro,30,40,15,0.2433,PCFp,PCFp+STAB,time_limit,168.0,143,1800.49,,50,1050,24.99999999999999,
C1-9,Catanzaro,30,40,15,0.2433,PCFp,PCFp+ACC,time_limit,165.0,133,1806.18,,50,1110,24.99999999999999,
C1-9,Catanzaro,30,40,15,0.2433,PTF,PTF,time_limit,139.0,154,1842.8,,1,1885,,
C1-1,Catanzaro,30,40,15,0.2525,PCFp,PCFp,time_limit,171.0,140,1800.48,,69,1201,25.0,
C1-1,Catanzaro,30,40,15,0.2525,PCFp,PCFp+HP,time_limit,211.0,155,1800.58,,3,10914,25.00000000000001,
C1-1,Catanzaro,30,40,15,0.2525,PCFp,PCFp+MC,time_limit,171.0,140,1800.51,,67,1201,25.0,
C1-1,Catanzaro,30,40,15,0.2525,PCFp,PCFp+WS,time_limit,181.0,141,1800.49,,61,1049,25.00000000000004,
C1-1,Catanzaro,30,40,15,0.2525,PCFp,PCFp+STAB,time_limit,168.0,135,1839.32,,61,990,24.999999999999982,
C1-1,Catanzaro,30,40,15,0.2525,PCFp,PCFp+ACC,time_limit,181.0,141,1800.5,,63,1019,25.00000000000004,
C1-1,Catanzaro,30,40,15,0.2525,PTF,PTF,time_limit,141.0,156,1811.62,,1,1449,,
s3n001,Crama,30,40,15,0.2583,PCFp,PCFp,time_limit,169.0,155,1828.87,,64,1232,25.000000000000004,
s3n001,Crama,30,40,15,0.2583,PCFp,PCFp+HP,time_limit,239.0,168,1800.59,,3,9961,25.000000000000007,
s3n001,Crama,30,40,15,0.2583,PCFp,PCFp+MC,time_limit,169.0,155,1837.67,,64,1232,25.000000000000004,
s3n001,Crama,30,40,15,0.2583,PCFp,PCFp+WS,time_limit,177.0,156,1822.02,,28,1439,24.99999999999999,
s3n001,Crama,,,,,PCFp,PCFp+STAB,time_limit,,,1860.1,,,,,OS timeout
s3n001,Crama,30,40,15,0.2583,PCFp,PCFp+ACC,time_limit,177.0,156,1800.94,,72,929,24.99999999999999,
s3n001,Crama,30,40,15,0.2583,PTF,PTF,time_limit,153.0,168,1831.99,,1,1680,,
D1-2,Catanzaro,40,60,20,0.2004,PCFp,PCFp,time_limit,371.0,248,1800.52,,1,560,,
D1-2,Catanzaro,,,,,PCFp,PCFp+HP,time_limit,,,1860.1,,,,,OS timeout
D1-2,Catanzaro,40,60,20,0.2004,PCFp,PCFp+MC,time_limit,371.0,248,1800.24,,1,560,,
D1-2,Catanzaro,40,60,20,0.2004,PCFp,PCFp+WS,time_limit,295.0,234,1808.77,,9,840,39.99999999999999,
D1-2,Catanzaro,40,60,20,0.2004,PCFp,PCFp+STAB,time_limit,371.0,248,1849.79,,1,400,,
D1-2,Catanzaro,40,60,20,0.2004,PCFp,PCFp+ACC,time_limit,295.0,234,1800.24,,14,800,39.99999999999999,
D1-2,Catanzaro,,,,,PTF,PTF,time_limit,,,1860.1,,,,,OS timeout
