instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
A0-0,Catanzaro,8,5,3,0.45,PCFp,PCFp,optimal,3.0,6,2.16,0.0,2497,80,1.9999999999999998,
A0-0,Catanzaro,8,5,3,0.45,PCFp,PCFp+HP,optimal,3.0,6,1.29,0.0,1443,80,2.0,
A0-0,Catanzaro,8,5,3,0.45,PCFp,PCFp+MC,optimal,3.0,6,1.68,0.0,2301,80,2.0,
A0-0,Catanzaro,8,5,3,0.45,PCFp,PCFp+WS,optimal,3.0,6,2.18,0.0,3111,80,2.0,
A0-0,Catanzaro,8,5,3,0.45,PCFp,PCFp+STAB,optimal,3.0,6,8.79,0.0,2497,80,1.9999999999999998,
A0-0,Catanzaro,8,5,3,0.45,PCFp,PCFp+ACC,optimal,3.0,6,10.46,0.0,2747,80,2.0,
A0-0,Catanzaro,8,5,3,0.45,PTF,PTF,optimal,3.0,6,0.75,0.0,25,238,2.0133779264214033,
L2-7,Laporte3,8,15,10,0.2667,PCFp,PCFp,optimal,5.0,15,71.23,0.0,362,2374,5.0,
L2-7,Laporte3,8,15,10,0.2667,PCFp,PCFp+HP,optimal,5.0,15,47.63,0.0,345,2431,5.0,
L2-7,Laporte3,8,15,10,0.2667,PCFp,PCFp+MC,optimal,5.0,15,1.4,0.0,16,257,5.0,
L2-7,Laporte3,8,15,10,0.2667,PCFp,PCFp+WS,optimal,5.0,15,68.74,0.0,337,2155,5.0,
L2-7,Laporte3,8,15,10,0.2667,PCFp,PCFp+STAB,optimal,5.000000000000001,15,575.92,0.0,475,2863,5.0,
L2-7,Laporte3,8,15,10,0.2667,PCFp,PCFp+ACC,optimal,5.000000000000001,15,3.32,0.0,3,135,5.000000000000001,
L2-7,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L4-3,Laporte3,8,15,10,0.475,PCFp,PCFp,time_limit,8.0,18,600.38,,3980,8759,5.000000000000002,
L4-3,Laporte3,8,15,10,0.475,PCFp,PCFp+HP,time_limit,8.0,18,600.51,,4618,8981,5.0,
L4-3,Laporte3,8,15,10,0.475,PCFp,PCFp+MC,time_limit,8.0,18,600.39,,3740,12430,5.000000000000001,
L4-3,Laporte3,8,15,10,0.475,PCFp,PCFp+WS,time_limit,8.999999999999998,19,600.31,,3770,9068,4.999999999999999,
L4-3,Laporte3,8,15,10,0.475,PCFp,PCFp+STAB,time_limit,8.0,18,600.83,,577,3425,5.000000000000002,
L4-3,Laporte3,8,15,10,0.475,PCFp,PCFp+ACC,time_limit,9.0,18,600.31,,595,4592,5.0,
L4-3,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
