instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
s3n003,Crama,30,40,20,0.2333,PCFp,PCFp,time_limit,105.0,84,1803.92,,101,1505,20.000000000000007,
s3n003,Crama,30,40,20,0.2333,PCFp,PCFp+HP,time_limit,163.0,99,1800.26,,13,8272,20.000000000000007,
s3n003,Crama,30,40,20,0.2333,PCFp,PCFp+MC,time_limit,105.0,84,1807.59,,101,1505,20.000000000000007,
s3n003,Crama,30,40,20,0.2333,PCFp,PCFp+WS,time_limit,,,1801.02,,44,1637,20.0,
s3n003,Crama,30,40,20,0.2333,PCFp,PCFp+STAB,time_limit,135.0,84,1818.38,,102,1276,20.000000000000007,
s3n003,Crama,30,40,20,0.2333,PCFp,PCFp+ACC,time_limit,171.0,87,1811.38,,60,1290,20.0,
s3n003,Crama,30,40,20,0.2333,PTF,PTF,time_limit,82.0,102,1846.42,,1,2111,,
C1-5,Catanzaro,30,40,15,0.24,PCFp,PCFp,time_limit,157.0,133,1800.19,,114,1230,25.00000000000001,
C1-5,Catanzaro,30,40,15,0.24,PCFp,PCFp+HP,time_limit,203.0,139,1800.29,,4,12844,24.999999999999975,
C1-5,Catanzaro,30,40,15,0.24,PCFp,PCFp+MC,time_limit,157.0,133,1800.19,,114,1230,25.00000000000001,
C1-5,Catanzaro,30,40,15,0.24,PCFp,PCFp+WS,time_limit,137.0,123,1822.14,,113,1121,25.000000000000007,
C1-5,Catanzaro,30,40,15,0.24,PCFp,PCFp+STAB,time_limit,157.0,133,1810.67,,92,1110,25.00000000000001,
C1-5,Catanzaro,30,40,15,0.24,PCFp,PCFp+ACC,time_limit,137.0,123,1840.96,,99,816,25.000000000000007,
C1-5,Catanzaro,30,40,15,0.24,PTF,PTF,time_limit,124.0,139,1836.08,,1,1769,,
s3n009,Crama,30,40,15,0.2442,PCFp,PCFp,time_limit,183.0,141,1803.31,,80,1385,25.0,
s3n009,Crama,30,40,15,0.2442,PCFp,PCFp+HP,time_limit,214.0,150,1800.31,,3,13229,25.0,
s3n009,Crama,30,40,15,0.2442,PCFp,PCFp+MC,time_limit,183.0,141,1800.45,,80,1415,25.0,
s3n009,Crama,30,40,15,0.2442,PCFp,PCFp+WS,time_limit,175.0,138,1811.8,,81,1219,25.0,
s3n009,Crama,30,40,15,0.2442,PCFp,PCFp+STAB,time_limit,155.0,134,1805.5,,35,1350,25.0,
s3n009,Crama,30,40,15,0.2442,PCFp,PCFp+ACC,time_limit,175.0,138,1817.83,,91,1050,25.0,
s3n009,Crama,30,40,15,0.2442,PTF,PTF,time_limit,135.0,150,1825.31,,1,1883,,
s3n007,Crama,30,40,20,0.2567,PCFp,PCFp,time_limit,115.0,84,1806.38,,75,1502,19.999999999999993,
s3n007,Crama,30,40,20,0.2567,PCFp,PCFp+HP,time_limit,190.0,105,1800.63,,2,15126,19.99999999999996,
s3n007,Crama,30,40,20,0.2567,PCFp,PCFp+MC,time_limit,115.0,84,1806.86,,75,1502,19.999999999999993,
s3n007,Crama,30,40,20,0.2567,PCFp,PCFp+WS,time_limit,115.0,92,1800.19,,36,2108,19.99999999999999,
s3n007,Crama,30,40,20,0.2567,PCFp,PCFp+STAB,time_limit,115.0,84,1802.71,,40,1130,19.999999999999993,
s3n007,Crama,30,40,20,0.2567,PCFp,PCFp+ACC,time_limit,115.0,92,1800.48,,81,1154,19.99999999999999,
s3n007,Crama,,,,,PTF,PTF,time_limit,,,1860.1,,,,,OS timeout
s3n005,Crama,30,40,15,0.2617,PCFp,PCFp,time_limit,221.0,174,1800.19,,64,1200,25.000000000000032,
s3n005,Crama,30,40,15,0.2617,PCFp,PCFp+HP,time_limit,221.0,174,1800.32,,3,14294,24.99999999999996,
s3n005,Crama,30,40,15,0.2617,PCFp,PCFp+MC,time_limit,221.0,174,1800.3,,64,1200,25.000000000000032,
s3n005,Crama,30,40,15,0.2617,PCFp,PCFp+WS,time_limit,184.0,160,1811.16,,61,1772,25.000000000000007,
s3n005,Crama,30,40,15,0.2617,PCFp,PCFp+STAB,time_limit,214.0,166,1800.18,,76,1020,25.000000000000032,
s3n005,Crama,30,40,15,0.2617,PCFp,PCFp+ACC,time_limit,184.0,160,1800.18,,76,990,25.000000000000007,
s3n005,Crama,30,40,15,0.2617,PTF,PTF,time_limit,159.0,170,1802.49,,1,1450,,
s4n010,Crama,,,,,PCFp,PCFp,time_limit,,,1860.1,,,,,OS timeout
s4n010,Crama,40,60,20,0.2092,PCFp,PCFp+HP,time_limit,388.0,274,1800.43,,1,14187,,
s4n010,Crama,,,,,PCFp,PCFp+MC,time_limit,,,1860.1,,,,,OS timeout
s4n010,Crama,40,60,20,0.2092,PCFp,PCFp+WS,time_limit,301.0,237,1811.15,,13,920,39.99999999999989,
s4n010,Crama,40,60,20,0.2092,PCFp,PCFp+STAB,time_limit,388.0,274,1847.21,,3,600,40.00000000000005,
s4n010,Crama,40,60,20,0.2092,PCFp,PCFp+ACC,time_limit,301.0,237,1800.23,,14,760,39.99999999999989,
s4n010,Crama,,,,,PTF,PTF,time_limit,,,1860.1,,,,,OS timeout
