instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L2-2,Laporte3,8,15,10,0.2333,PCFp,PCFp,optimal,5.0,15,4.03,0.0,45,177,5.0,
L2-2,Laporte3,8,15,10,0.2333,PCFp,PCFp+HP,optimal,5.0,15,0.21,0.0,1,17,5.0,
L2-2,Laporte3,8,15,10,0.2333,PCFp,PCFp+MC,optimal,5.0,15,9.38,0.0,93,1162,5.0,
L2-2,Laporte3,8,15,10,0.2333,PCFp,PCFp+WS,optimal,5.0,15,7.75,0.0,43,299,5.0,
L2-2,Laporte3,8,15,10,0.2333,PCFp,PCFp+STAB,optimal,5.0,15,399.87,0.0,336,1854,5.0,
L2-2,Laporte3,8,15,10,0.2333,PCFp,PCFp+ACC,optimal,5.0,15,90.76,0.0,95,709,5.0,
L2-2,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L3-9,Laporte3,8,15,10,0.3667,PCFp,PCFp,time_limit,5.9999999999999964,16,600.26,,3213,8033,5.0,
L3-9,Laporte3,8,15,10,0.3667,PCFp,PCFp+HP,time_limit,6.0,16,600.21,,3762,8798,5.0,
L3-9,Laporte3,8,15,10,0.3667,PCFp,PCFp+MC,optimal,5.0,15,66.91,0.0,517,4303,5.0,
L3-9,Laporte3,8,15,10,0.3667,PCFp,PCFp+WS,time_limit,6.0,16,600.34,,3039,8280,5.0,
L3-9,Laporte3,8,15,10,0.3667,PCFp,PCFp+STAB,time_limit,6.0,15,600.34,,387,1942,5.0,
L3-9,Laporte3,8,15,10,0.3667,PCFp,PCFp+ACC,time_limit,9.0,16,600.79,,517,5016,5.000000000000002,
L3-9,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L4-9,Laporte3,8,15,10,0.5333,PCFp,PCFp,time_limit,12.0,22,600.31,,5362,7422,5.0,
L4-9,Laporte3,8,15,10,0.5333,PCFp,PCFp+HP,time_limit,11.0,21,600.33,,6421,8316,5.000000000000001,
L4-9,Laporte3,8,15,10,0.5333,PCFp,PCFp+MC,time_limit,11.0,21,600.5,,5724,9482,5.0,
L4-9,Laporte3,8,15,10,0.5333,PCFp,PCFp+WS,time_limit,12.0,22,600.32,,5045,7490,5.000000000000001,
L4-9,Laporte3,8,15,10,0.5333,PCFp,PCFp+STAB,time_limit,12.0,22,600.31,,608,1596,5.0,
L4-9,Laporte3,8,15,10,0.5333,PCFp,PCFp+ACC,time_limit,12.0,22,600.23,,596,3918,5.0,
L4-9,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L32-2,Laporte3,8,20,5,0.2,PCFp,PCFp,time_limit,17.0,22,600.42,,697,4146,14.999999999999998,
L32-2,Laporte3,8,20,5,0.2,PCFp,PCFp+HP,time_limit,17.0,22,600.33,,1472,7245,15.0,
