instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L1-8,Laporte3,8,15,5,0.25,PCFp,PCFp,time_limit,11.0,16,600.33,,5994,5751,10.0,
L1-8,Laporte3,8,15,5,0.25,PCFp,PCFp+HP,time_limit,11.0,16,600.51,,7127,6483,10.0,
L1-8,Laporte3,8,15,5,0.25,PCFp,PCFp+MC,time_limit,11.0,16,600.61,,5770,7771,10.0,
L1-8,Laporte3,8,15,5,0.25,PCFp,PCFp+WS,time_limit,11.0,16,600.4,,6163,5594,10.0,
L1-8,Laporte3,8,15,5,0.25,PCFp,PCFp+STAB,time_limit,12.0,16,600.53,,696,1761,10.0,
L1-8,Laporte3,8,15,5,0.25,PCFp,PCFp+ACC,time_limit,13.0,18,600.89,,579,3433,10.0,
L1-8,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L4-1,Laporte3,8,15,10,0.45,PCFp,PCFp,time_limit,7.0,17,600.23,,3217,8180,5.0,
L4-1,Laporte3,8,15,10,0.45,PCFp,PCFp+HP,time_limit,8.0,17,600.55,,4434,9907,5.000000000000005,
L4-1,Laporte3,8,15,10,0.45,PCFp,PCFp+MC,time_limit,6.999999999999998,17,600.26,,3622,10661,5.0,
L4-1,Laporte3,8,15,10,0.45,PCFp,PCFp+WS,time_limit,8.0,18,600.51,,4641,7170,5.0,
L4-1,Laporte3,8,15,10,0.45,PCFp,PCFp+STAB,time_limit,8.0,18,600.56,,443,2610,5.0,
L4-1,Laporte3,8,15,10,0.45,PCFp,PCFp+ACC,time_limit,7.0,17,600.33,,564,5638,5.0000000000000036,
L4-1,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L34-10,Laporte3,8,20,15,0.1812,PCFp,PCFp,optimal,5.0,20,1.67,0.0,1,18,5.0,
L34-10,Laporte3,8,20,15,0.1812,PCFp,PCFp+HP,optimal,5.0,20,0.48,0.0,1,26,5.0,
L34-10,Laporte3,8,20,15,0.1812,PCFp,PCFp+MC,optimal,5.0,20,1.72,0.0,1,63,5.0,
