instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L2-6,Laporte3,8,15,10,0.2417,PCFp,PCFp,optimal,5.0,15,4.71,0.0,46,199,5.000000000000001,
L2-6,Laporte3,8,15,10,0.2417,PCFp,PCFp+HP,optimal,5.0,15,1.23,0.0,8,150,5.0,
L2-6,Laporte3,8,15,10,0.2417,PCFp,PCFp+MC,optimal,5.0,15,10.45,0.0,107,1105,5.0,
L2-6,Laporte3,8,15,10,0.2417,PCFp,PCFp+WS,optimal,5.0,15,151.72,0.0,1205,2665,5.0,
L2-6,Laporte3,8,15,10,0.2417,PCFp,PCFp+STAB,optimal,5.0,15,31.82,0.0,31,332,5.000000000000001,
L2-6,Laporte3,8,15,10,0.2417,PCFp,PCFp+ACC,optimal,5.0,15,57.63,0.0,60,742,5.000000000000001,
L2-6,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L3-10,Laporte3,8,15,10,0.425,PCFp,PCFp,time_limit,8.0,18,600.22,,3251,9079,5.0,
L3-10,Laporte3,8,15,10,0.425,PCFp,PCFp+HP,time_limit,9.0,19,600.26,,4254,9917,5.0,
L3-10,Laporte3,8,15,10,0.425,PCFp,PCFp+MC,time_limit,8.0,18,600.39,,3504,11163,5.000000000000003,
L3-10,Laporte3,8,15,10,0.425,PCFp,PCFp+WS,time_limit,9.0,19,600.5,,3523,9098,5.0,
L3-10,Laporte3,8,15,10,0.425,PCFp,PCFp+STAB,time_limit,9.0,18,600.82,,479,3753,5.0,
L3-10,Laporte3,8,15,10,0.425,PCFp,PCFp+ACC,time_limit,10.0,19,601.15,,543,5766,5.0,
L3-10,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L33-1,Laporte3,8,20,10,0.1688,PCFp,PCFp,optimal,10.0,20,0.27,0.0,1,25,10.0,
L33-1,Laporte3,8,20,10,0.1688,PCFp,PCFp+HP,optimal,10.0,20,98.16,0.0,507,5135,10.0,
L33-1,Laporte3,8,20,10,0.1688,PCFp,PCFp+MC,optimal,10.0,20,0.39,0.0,1,25,10.0,
L33-1,Laporte3,8,20,10,0.1688,PCFp,PCFp+WS,optimal,10.0,20,276.33,0.0,604,5078,10.0,
L33-1,Laporte3,8,20,10,0.1688,PCFp,PCFp+STAB,optimal,10.0,20,0.89,0.0,1,25,10.0,
L33-1,Laporte3,8,20,10,0.1688,PCFp,PCFp+ACC,optimal,10.0,20,475.32,0.0,489,3964,10.0,
L33-1,Laporte3,8,20,10,0.1688,PTF,PTF,optimal,10.0,20,2.01,0.0,1,157,10.0,
L33-8,Laporte3,8,20,10,0.2062,PCFp,PCFp,optimal,10.0,20,78.09,0.0,365,2117,10.0,
L33-8,Laporte3,8,20,10,0.2062,PCFp,PCFp+HP,optimal,10.0,20,335.87,0.0,670,8113,10.0,
L33-8,Laporte3,8,20,10,0.2062,PCFp,PCFp+MC,optimal,10.0,20,78.11,0.0,365,2117,10.0,
L33-8,Laporte3,8,20,10,0.2062,PCFp,PCFp+WS,time_limit,13.0,20,600.49,,508,4917,10.0,
L33-8,Laporte3,8,20,10,0.2062,PCFp,PCFp+STAB,time_limit,11.0,20,600.18,,407,4529,10.0,
L33-8,Laporte3,8,20,10,0.2062,PCFp,PCFp+ACC,time_limit,17.0,20,602.73,,100,3081,10.0,
L33-8,Laporte3,8,20,10,0.2062,PTF,PTF,time_limit,11.0,21,600.37,,50,7338,10.000000000000007,
L5-5,Laporte3,8,20,10,0.2812,PCFp,PCFp,time_limit,18.0,27,600.28,,354,1845,10.0,
L5-5,Laporte3,8,20,10,0.2812,PCFp,PCFp+HP,time_limit,17.0,24,600.58,,301,4408,10.0,
L5-5,Laporte3,8,20,10,0.2812,PCFp,PCFp+MC,time_limit,18.0,27,600.38,,356,1846,10.0,
L5-5,Laporte3,8,20,10,0.2812,PCFp,PCFp+WS,time_limit,20.0,23,600.94,,41,1255,10.0,
L5-5,Laporte3,8,20,10,0.2812,PCFp,PCFp+STAB,time_limit,20.0,26,608.68,,45,853,10.0,
L5-5,Laporte3,8,20,10,0.2812,PCFp,PCFp+ACC,time_limit,20.0,23,601.39,,40,834,10.0,
L5-5,Laporte3,8,20,10,0.2812,PTF,PTF,time_limit,14.0,23,602.17,,19,1847,9.999999999999995,
L6-7,Laporte3,8,20,10,0.35,PCFp,PCFp,time_limit,30.0,27,600.47,,34,792,10.0,
L6-7,Laporte3,8,20,10,0.35,PCFp,PCFp+HP,time_limit,19.0,25,602.33,,63,2284,10.0,
L6-7,Laporte3,8,20,10,0.35,PCFp,PCFp+MC,time_limit,30.0,27,602.01,,34,793,10.0,
L6-7,Laporte3,8,20,10,0.35,PCFp,PCFp+WS,time_limit,27.0,28,600.69,,48,946,10.000000000000002,
L6-7,Laporte3,8,20,10,0.35,PCFp,PCFp+STAB,time_limit,30.0,27,615.36,,21,574,10.0,
L6-7,Laporte3,8,20,10,0.35,PCFp,PCFp+ACC,time_limit,27.0,28,603.68,,23,545,10.000000000000002,
L6-7,Laporte3,8,20,10,0.35,PTF,PTF,time_limit,21.0,30,600.75,,15,1180,9.999999999999993,
L5-6,Laporte3,8,20,10,0.3937,PCFp,PCFp,time_limit,26.0,30,601.91,,46,812,10.000000000000002,
L5-6,Laporte3,8,20,10,0.3937,PCFp,PCFp+HP,time_limit,21.0,30,600.81,,56,1148,10.0,
L5-6,Laporte3,8,20,10,0.3937,PCFp,PCFp+MC,time_limit,26.0,30,600.94,,45,811,10.000000000000002,
L5-6,Laporte3,8,20,10,0.3937,PCFp,PCFp+WS,time_limit,21.0,26,603.26,,39,689,10.0,
L5-6,Laporte3,8,20,10,0.3937,PCFp,PCFp+STAB,time_limit,28.0,28,617.33,,25,344,10.000000000000002,
L5-6,Laporte3,8,20,10,0.3937,PCFp,PCFp+ACC,time_limit,21.0,26,658.12,,13,390,10.0,
L5-6,Laporte3,8,20,10,0.3937,PTF,PTF,time_limit,23.0,33,600.52,,7,1029,9.999999999999998,
L10-1,Laporte3,8,20,15,0.525,PCFp,PCFp,time_limit,13.0,26,600.29,,392,4802,5.0,
L10-1,Laporte3,8,20,15,0.525,PCFp,PCFp+HP,time_limit,13.0,26,600.32,,638,7815,5.000000000000002,
L10-1,Laporte3,8,20,15,0.525,PCFp,PCFp+MC,time_limit,12.0,26,600.24,,525,9664,5.000000000000001,
L10-1,Laporte3,8,20,15,0.525,PCFp,PCFp+WS,time_limit,12.0,26,600.28,,317,4568,4.999999999999998,
L10-1,Laporte3,8,20,15,0.525,PCFp,PCFp+STAB,time_limit,13.0,26,600.39,,76,1850,5.0,
