instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L32-10,Laporte3,8,20,5,0.1812,PCFp,PCFp+STAB,time_limit,20.0,23,604.03,,110,1285,15.0,
L32-10,Laporte3,8,20,5,0.1812,PCFp,PCFp+ACC,time_limit,17.0,21,601.63,,95,1637,15.0,
L32-10,Laporte3,8,20,5,0.1812,PTF,PTF,time_limit,18.0,23,600.42,,18,3348,14.999999999999995,
L34-3,Laporte3,8,20,15,0.2125,PCFp,PCFp,optimal,5.0,20,35.28,0.0,36,375,5.0,
L34-3,Laporte3,8,20,15,0.2125,PCFp,PCFp+HP,optimal,5.0,20,75.12,0.0,107,1551,5.0,
L34-3,Laporte3,8,20,15,0.2125,PCFp,PCFp+MC,optimal,5.0,20,1.65,0.0,1,93,5.0,
L34-3,Laporte3,8,20,15,0.2125,PCFp,PCFp+WS,time_limit,6.0,20,600.3,,462,3658,5.0,
L34-3,Laporte3,8,20,15,0.2125,PCFp,PCFp+STAB,optimal,4.999999999999999,20,86.37,0.0,12,156,5.0,
L34-3,Laporte3,8,20,15,0.2125,PCFp,PCFp+ACC,optimal,5.0,20,239.53,0.0,38,552,5.0,
L34-3,Laporte3,8,20,15,0.2125,PTF,PTF,optimal,5.0,20,1.99,0.0,1,144,5.0,
L7-9,Laporte3,8,20,15,0.3,PCFp,PCFp,time_limit,7.000000000000001,21,600.23,,327,4257,5.0,
L7-9,Laporte3,8,20,15,0.3,PCFp,PCFp+HP,optimal,5.0,20,391.08,0.0,424,4163,5.000000000000002,
L7-9,Laporte3,8,20,15,0.3,PCFp,PCFp+MC,optimal,5.000000000000002,20,104.29,0.0,97,3100,5.000000000000002,
L7-9,Laporte3,8,20,15,0.3,PCFp,PCFp+WS,optimal,5.0,20,268.45,0.0,228,1972,5.0,
L7-9,Laporte3,8,20,15,0.3,PCFp,PCFp+STAB,time_limit,5.999999999999998,20,605.95,,61,1193,5.0,
L7-9,Laporte3,8,20,15,0.3,PCFp,PCFp+ACC,time_limit,6.0,20,604.13,,80,2466,5.0,
L7-9,Laporte3,8,20,15,0.3,PTF,PTF,time_limit,7.0,20,600.89,,49,3065,4.999999999999992,
L9-9,Laporte3,8,20,15,0.3625,PCFp,PCFp,time_limit,7.0,20,600.55,,296,4611,5.0,
L9-9,Laporte3,8,20,15,0.3625,PCFp,PCFp+HP,time_limit,7.0,22,600.71,,651,6139,5.0,
L9-9,Laporte3,8,20,15,0.3625,PCFp,PCFp+MC,optimal,5.000000000000001,20,267.47,0.0,265,5374,5.000000000000001,
L9-9,Laporte3,8,20,15,0.3625,PCFp,PCFp+WS,time_limit,10.0,20,600.39,,367,4217,5.0,
L9-9,Laporte3,8,20,15,0.3625,PCFp,PCFp+STAB,time_limit,10.0,21,601.19,,40,1250,5.0,
L9-9,Laporte3,8,20,15,0.3625,PCFp,PCFp+ACC,time_limit,9.0,22,601.52,,75,2643,5.0,
L9-9,Laporte3,8,20,15,0.3625,PTF,PTF,optimal,5.0,20,6.67,0.0,1,165,5.0,
L8-2,Laporte3,8,20,15,0.4125,PCFp,PCFp,time_limit,11.0,22,600.41,,369,4166,4.999999999999999,
L8-2,Laporte3,8,20,15,0.4125,PCFp,PCFp+HP,time_limit,10.0,23,600.35,,527,7981,5.000000000000004,
L8-2,Laporte3,8,20,15,0.4125,PCFp,PCFp+MC,time_limit,7.999999999999995,23,600.24,,653,7278,5.0,
L8-2,Laporte3,8,20,15,0.4125,PCFp,PCFp+WS,time_limit,9.0,22,600.49,,302,4350,4.999999999999999,
L8-2,Laporte3,8,20,15,0.4125,PCFp,PCFp+STAB,time_limit,12.0,22,605.9,,41,1780,4.999999999999999,
L8-2,Laporte3,8,20,15,0.4125,PCFp,PCFp+ACC,time_limit,10.0,22,602.21,,88,3089,4.999999999999999,
L8-2,Laporte3,8,20,15,0.4125,PTF,PTF,time_limit,9.0,24,604.06,,38,1345,5.000000000000001,
L8-3,Laporte3,8,20,15,0.5312,PCFp,PCFp,time_limit,10.0,24,600.25,,294,5514,5.0,
L8-3,Laporte3,8,20,15,0.5312,PCFp,PCFp+HP,time_limit,9.0,24,600.45,,780,6989,4.999999999999998,
L8-3,Laporte3,8,20,15,0.5312,PCFp,PCFp+MC,time_limit,10.0,23,600.27,,465,10464,5.000000000000001,
L8-3,Laporte3,8,20,15,0.5312,PCFp,PCFp+WS,time_limit,11.0,23,600.28,,310,4698,5.0,
L8-3,Laporte3,8,20,15,0.5312,PCFp,PCFp+STAB,time_limit,14.0,26,600.73,,46,1490,5.0,
L8-3,Laporte3,8,20,15,0.5312,PCFp,PCFp+ACC,time_limit,10.0,23,601.27,,62,1295,5.0,
L8-3,Laporte3,8,20,15,0.5312,PTF,PTF,time_limit,11.0,26,602.76,,14,793,4.999999999999999,
L30-2,Laporte3,8,25,15,0.125,PCFp,PCFp,optimal,10.0,25,133.37,0.0,296,4755,10.0,
L30-2,Laporte3,8,25,15,0.125,PCFp,PCFp+HP,optimal,10.0,25,0.22,0.0,1,28,10.0,
L30-2,Laporte3,8,25,15,0.125,PCFp,PCFp+MC,optimal,10.0,25,134.64,0.0,296,4755,10.0,
L30-2,Laporte3,8,25,15,0.125,PCFp,PCFp+WS,optimal,10.0,25,19.75,0.0,82,1061,10.0,
L30-2,Laporte3,8,25,15,0.125,PCFp,PCFp+STAB,optimal,10.0,25,88.73,0.0,126,1451,10.0,
L30-2,Laporte3,8,25,15,0.125,PCFp,PCFp+ACC,optimal,10.0,25,133.04,0.0,91,3266,10.0,
L30-2,Laporte3,8,25,15,0.125,PTF,PTF,optimal,10.0,25,2.35,0.0,1,182,10.0,
L28-5,Laporte3,8,25,5,0.155,PCFp,PCFp,time_limit,21.0,26,600.41,,407,2973,20.0,
L28-5,Laporte3,8,25,5,0.155,PCFp,PCFp+HP,optimal,20.0,25,382.91,0.0,508,4841,20.0,
L28-5,Laporte3,8,25,5,0.155,PCFp,PCFp+MC,time_limit,21.0,26,600.3,,408,2973,20.0,
L28-5,Laporte3,8,25,5,0.155,PCFp,PCFp+WS,optimal,20.0,25,34.86,0.0,72,734,20.0,
L28-5,Laporte3,8,25,5,0.155,PCFp,PCFp+STAB,optimal,20.0,25,100.35,0.0,73,682,20.0,
L28-5,Laporte3,8,25,5,0.155,PCFp,PCFp+ACC,time_limit,23.0,27,648.75,,32,597,20.0,
L28-5,Laporte3,8,25,5,0.155,PTF,PTF,time_limit,22.0,27,601.41,,10,2109,20.0,
L29-9,Laporte3,8,25,10,0.165,PCFp,PCFp,time_limit,20.0,25,602.12,,200,3555,15.0,
L29-9,Laporte3,8,25,10,0.165,PCFp,PCFp+HP,time_limit,21.0,25,600.59,,694,7229,15.0,
L29-9,Laporte3,8,25,10,0.165,PCFp,PCFp+MC,time_limit,20.0,25,600.89,,201,3569,15.0,
L29-9,Laporte3,8,25,10,0.165,PCFp,PCFp+WS,time_limit,16.0,25,600.83,,613,9090,15.0,
L29-9,Laporte3,8,25,10,0.165,PCFp,PCFp+STAB,time_limit,19.0,25,605.15,,108,2727,15.0,
L29-9,Laporte3,8,25,10,0.165,PCFp,PCFp+ACC,time_limit,16.0,25,600.46,,386,6044,15.0,
L29-9,Laporte3,8,25,10,0.165,PTF,PTF,optimal,15.0,25,2.66,0.0,1,186,15.0,
L19-8,Laporte3,8,25,20,0.27,PCFp,PCFp,optimal,4.999999999999999,25,55.94,0.0,117,2183,5.0,
L19-8,Laporte3,8,25,20,0.27,PCFp,PCFp+HP,optimal,5.0,25,0.67,0.0,7,112,5.000000000000001,
L19-8,Laporte3,8,25,20,0.27,PCFp,PCFp+MC,optimal,4.999999999999999,25,55.95,0.0,117,2183,5.0,
L19-8,Laporte3,8,25,20,0.27,PCFp,PCFp+WS,optimal,5.0,25,247.02,0.0,346,6741,5.0,
L19-8,Laporte3,8,25,20,0.27,PCFp,PCFp+STAB,optimal,5.0,25,33.34,0.0,38,648,5.0,
L19-8,Laporte3,8,25,20,0.27,PCFp,PCFp+ACC,optimal,5.0,25,50.18,0.0,57,715,5.0,
L19-8,Laporte3,8,25,20,0.27,PTF,PTF,optimal,5.0,25,2.66,0.0,1,185,5.0,
L22-7,Laporte3,8,25,20,0.285,PCFp,PCFp,time_limit,6.0,25,601.43,,515,7111,5.0,
L22-7,Laporte3,8,25,20,0.285,PCFp,PCFp+HP,optimal,5.0,25,23.99,0.0,107,1798,5.0,
L22-7,Laporte3,8,25,20,0.285,PCFp,PCFp+MC,time_limit,6.0,25,600.22,,514,7096,5.0,
L22-7,Laporte3,8,25,20,0.285,PCFp,PCFp+WS,optimal,5.0,25,143.1,0.0,219,3554,5.0,
L22-7,Laporte3,8,25,20,0.285,PCFp,PCFp+STAB,optimal,5.0,25,4.12,0.0,5,100,5.0,
L22-7,Laporte3,8,25,20,0.285,PCFp,PCFp+ACC,time_limit,8.0,25,601.21,,114,3411,5.0,
L22-7,Laporte3,8,25,20,0.285,PTF,PTF,optimal,5.0,25,2.81,0.0,1,192,5.0,
L15-3,Laporte3,8,25,15,0.3,PCFp,PCFp,time_limit,17.0,30,600.36,,91,1764,10.0,
L15-3,Laporte3,8,25,15,0.3,PCFp,PCFp+HP,time_limit,19.0,27,600.93,,126,4638,10.000000000000005,
L15-3,Laporte3,8,25,15,0.3,PCFp,PCFp+MC,time_limit,17.0,30,600.8,,91,1766,10.0,
L15-3,Laporte3,8,25,15,0.3,PCFp,PCFp+WS,time_limit,20.000000000000004,29,601.75,,85,1853,10.0,
L15-3,Laporte3,8,25,15,0.3,PCFp,PCFp+STAB,time_limit,15.000000000000009,25,605.42,,122,2178,10.0,
L15-3,Laporte3,8,25,15,0.3,PCFp,PCFp+ACC,time_limit,22.0,30,600.72,,33,1405,10.0,
L15-3,Laporte3,8,25,15,0.3,PTF,PTF,time_limit,17.0,32,602.75,,31,2194,9.999999999999996,
L17-5,Laporte3,8,25,15,0.32,PCFp,PCFp,time_limit,22.0,28,602.11,,84,2075,10.0,
L17-5,Laporte3,8,25,15,0.32,PCFp,PCFp+HP,time_limit,16.0,27,601.09,,96,3823,10.0,
L17-5,Laporte3,8,25,15,0.32,PCFp,PCFp+MC,time_limit,22.0,28,600.57,,84,2077,10.0,
L17-5,Laporte3,8,25,15,0.32,PCFp,PCFp+WS,time_limit,24.0,28,602.21,,85,2114,10.0,
L17-5,Laporte3,8,25,15,0.32,PCFp,PCFp+STAB,time_limit,19.0,26,621.09,,43,910,10.0,
L17-5,Laporte3,8,25,15,0.32,PCFp,PCFp+ACC,time_limit,24.0,29,602.41,,102,1584,10.0,
L17-5,Laporte3,8,25,15,0.32,PTF,PTF,time_limit,13.0,28,600.45,,37,1770,10.000000000000005,
L23-2,Laporte3,8,25,20,0.36,PCFp,PCFp,time_limit,7.0,26,602.5,,99,1787,5.000000000000001,
L23-2,Laporte3,8,25,20,0.36,PCFp,PCFp+HP,time_limit,7.0,25,601.87,,168,5291,4.999999999999999,
L23-2,Laporte3,8,25,20,0.36,PCFp,PCFp+MC,time_limit,7.0,26,602.31,,99,1787,5.000000000000001,
L23-2,Laporte3,8,25,20,0.36,PCFp,PCFp+WS,time_limit,8.0,25,602.13,,45,1680,5.0,
L23-2,Laporte3,8,25,20,0.36,PCFp,PCFp+STAB,time_limit,7.0,26,601.6,,50,1856,5.0,
L23-2,Laporte3,8,25,20,0.36,PCFp,PCFp+ACC,time_limit,6.0,25,600.65,,103,2167,5.0,
L23-2,Laporte3,8,25,20,0.36,PTF,PTF,time_limit,6.0,26,603.17,,37,2113,4.999999999999991,
L20-8,Laporte3,8,25,20,0.405,PCFp,PCFp,time_limit,10.0,25,600.87,,120,2881,5.0,
L20-8,Laporte3,8,25,20,0.405,PCFp,PCFp+HP,time_limit,10.0,26,601.29,,93,3564,5.0,
L20-8,Laporte3,8,25,20,0.405,PCFp,PCFp+MC,time_limit,10.0,25,602.71,,120,2881,5.0,
L20-8,Laporte3,8,25,20,0.405,PCFp,PCFp+WS,time_limit,14.0,25,602.14,,77,1947,5.0,
L20-8,Laporte3,8,25,20,0.405,PCFp,PCFp+STAB,time_limit,14.0,26,615.08,,55,1463,5.0,
L20-8,Laporte3,8,25,20,0.405,PCFp,PCFp+ACC,time_limit,12.0,25,611.46,,19,786,5.0,
L20-8,Laporte3,8,25,20,0.405,PTF,PTF,time_limit,8.0,28,600.47,,32,1903,5.000000000000002,
L21-10,Laporte3,8,25,20,0.465,PCFp,PCFp,time_limit,14.0,30,600.58,,21,1272,5.0,
L21-10,Laporte3,8,25,20,0.465,PCFp,PCFp+HP,time_limit,11.0,29,600.45,,75,3770,5.000000000000001,
L21-10,Laporte3,8,25,20,0.465,PCFp,PCFp+MC,time_limit,14.0,30,605.95,,21,1273,5.0,
L21-10,Laporte3,8,25,20,0.465,PCFp,PCFp+WS,time_limit,11.000000000000004,29,602.06,,152,2036,4.999999999999999,
L21-10,Laporte3,8,25,20,0.465,PCFp,PCFp+STAB,time_limit,15.0,31,600.99,,8,385,5.0,
L21-10,Laporte3,8,25,20,0.465,PCFp,PCFp+ACC,time_limit,17.0,30,606.92,,12,841,5.0,
L21-10,Laporte3,8,25,20,0.465,PTF,PTF,time_limit,9.0,29,605.58,,4,743,5.000000000000002,
L15-8,Laporte3,8,25,15,0.5,PCFp,PCFp+HP,time_limit,34.0,43,602.88,,18,2033,10.0,
L15-8,Laporte3,8,25,15,0.5,PCFp,PCFp+WS,time_limit,34.0,45,603.58,,13,441,10.0,
L15-8,Laporte3,8,25,15,0.5,PCFp,PCFp+STAB,time_limit,34.0,42,603.21,,10,362,9.999999999999998,
L15-8,Laporte3,8,25,15,0.5,PTF,PTF,time_limit,30.0,45,607.87,,1,574,,
