instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
C3-3,Catanzaro,30,40,20,0.2333,PCFp,PCFp,time_limit,108.0,87,1800.26,,190,1363,19.999999999999993,
C3-3,Catanzaro,30,40,20,0.2333,PCFp,PCFp+HP,time_limit,159.0,93,1800.59,,4,8233,19.99999999999999,
C3-3,Catanzaro,30,40,20,0.2333,PCFp,PCFp+MC,time_limit,108.0,87,1800.23,,190,1363,19.999999999999993,
C3-3,Catanzaro,30,40,20,0.2333,PCFp,PCFp+WS,time_limit,121.0,89,1800.21,,72,1583,20.0,
C3-3,Catanzaro,30,40,20,0.2333,PCFp,PCFp+STAB,time_limit,107.0,89,1800.3,,87,929,19.999999999999993,
C3-3,Catanzaro,,,,,PCFp,PCFp+ACC,time_limit,,,1860.1,,,,,OS timeout
C3-3,Catanzaro,30,40,20,0.2333,PTF,PTF,time_limit,75.0,92,1825.75,,1,1969,,
C2-5,Catanzaro,30,40,17,0.24,PCFp,PCFp,time_limit,156.0,112,1800.2,,141,1121,23.000000000000007,
C2-5,Catanzaro,30,40,17,0.24,PCFp,PCFp+HP,time_limit,179.0,120,1800.31,,2,13544,23.000000000000018,
C2-5,Catanzaro,30,40,17,0.24,PCFp,PCFp+MC,time_limit,156.0,112,1800.2,,141,1121,23.000000000000007,
C2-5,Catanzaro,30,40,17,0.24,PCFp,PCFp+WS,time_limit,,,1800.3,,97,1421,23.000000000000014,
C2-5,Catanzaro,30,40,17,0.24,PCFp,PCFp+STAB,time_limit,170.0,116,1801.31,,119,1110,23.000000000000007,
C2-5,Catanzaro,30,40,17,0.24,PCFp,PCFp+ACC,time_limit,,,1818.62,,102,1112,23.000000000000014,
C2-5,Catanzaro,30,40,17,0.24,PTF,PTF,time_limit,104.0,121,1815.4,,1,1711,,
s3n009,Crama,30,40,17,0.2442,PCFp,PCFp,time_limit,129.0,111,1807.9,,102,1321,23.00000000000001,
s3n009,Crama,30,40,17,0.2442,PCFp,PCFp+HP,time_limit,205.0,130,1800.68,,2,18356,23.000000000000014,
s3n009,Crama,30,40,17,0.2442,PCFp,PCFp+MC,time_limit,129.0,111,1828.84,,102,1351,23.00000000000001,
s3n009,Crama,30,40,17,0.2442,PCFp,PCFp+WS,time_limit,146.0,107,1819.62,,105,1506,23.000000000000007,
s3n009,Crama,,,,,PCFp,PCFp+STAB,time_limit,,,1860.1,,,,,OS timeout
s3n009,Crama,30,40,17,0.2442,PCFp,PCFp+ACC,time_limit,146.0,107,1802.41,,120,1050,23.000000000000007,
s3n009,Crama,30,40,17,0.2442,PTF,PTF,time_limit,113.0,128,1813.38,,1,1853,,
C3-6,Catanzaro,30,40,20,0.2567,PCFp,PCFp,time_limit,130.0,94,1807.07,,98,1649,20.0,
C3-6,Catanzaro,30,40,20,0.2567,PCFp,PCFp+HP,time_limit,187.0,115,1800.44,,3,17879,20.000000000000004,
C3-6,Catanzaro,30,40,20,0.2567,PCFp,PCFp+MC,time_limit,130.0,94,1808.2,,98,1649,20.0,
C3-6,Catanzaro,30,40,20,0.2567,PCFp,PCFp+WS,time_limit,153.0,98,1825.62,,131,1230,20.000000000000007,
C3-6,Catanzaro,30,40,20,0.2567,PCFp,PCFp+STAB,time_limit,126.0,98,1802.37,,55,1473,20.0,
C3-6,Catanzaro,30,40,20,0.2567,PCFp,PCFp+ACC,time_limit,208.0,102,1800.19,,106,1112,20.000000000000007,
C3-6,Catanzaro,30,40,20,0.2567,PTF,PTF,time_limit,95.0,114,1820.79,,1,1939,,
s3n005,Crama,30,40,17,0.2617,PCFp,PCFp,time_limit,170.0,134,1815.59,,58,1049,23.000000000000014,
s3n005,Crama,30,40,17,0.2617,PCFp,PCFp+HP,time_limit,203.0,150,1800.36,,3,13931,22.999999999999986,
s3n005,Crama,30,40,17,0.2617,PCFp,PCFp+MC,time_limit,170.0,134,1813.27,,58,1049,23.000000000000014,
s3n005,Crama,30,40,17,0.2617,PCFp,PCFp+WS,time_limit,151.0,124,1800.19,,27,1649,22.999999999999996,
s3n005,Crama,30,40,17,0.2617,PCFp,PCFp+STAB,time_limit,170.0,134,1819.21,,58,1053,23.000000000000014,
s3n005,Crama,30,40,17,0.2617,PCFp,PCFp+ACC,time_limit,151.0,124,1800.18,,68,1019,22.999999999999996,
s3n005,Crama,30,40,17,0.2617,PTF,PTF,time_limit,132.0,145,1801.99,,1,1796,,
s4n010,Crama,40,60,22,0.2092,PCFp,PCFp,time_limit,371.0,249,1800.22,,16,680,37.99999999999999,
s4n010,Crama,40,60,22,0.2092,PCFp,PCFp+HP,time_limit,371.0,249,1800.9,,1,20407,,
s4n010,Crama,40,60,22,0.2092,PCFp,PCFp+MC,time_limit,371.0,249,1800.55,,16,680,37.99999999999999,
s4n010,Crama,40,60,22,0.2092,PCFp,PCFp+WS,time_limit,285.0,204,1800.67,,24,800,38.00000000000001,
s4n010,Crama,40,60,22,0.2092,PCFp,PCFp+STAB,time_limit,371.0,249,1800.51,,1,560,,
s4n010,Crama,40,60,22,0.2092,PCFp,PCFp+ACC,time_limit,285.0,204,1804.98,,17,720,38.00000000000001,
s4n010,Crama,,,,,PTF,PTF,time_limit,,,1860.1,,,,,OS timeout
