instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
s3n003,Crama,30,40,17,0.2333,PCFp,PCFp,time_limit,197.0,118,1814.24,,131,1261,23.0,
s3n003,Crama,30,40,17,0.2333,PCFp,PCFp+HP,time_limit,201.0,125,1800.33,,3,15560,23.000000000000007,
s3n003,Crama,30,40,17,0.2333,PCFp,PCFp+MC,time_limit,197.0,118,1800.2,,132,1261,23.0,
s3n003,Crama,30,40,17,0.2333,PCFp,PCFp+WS,time_limit,147.0,116,1800.2,,165,1385,23.0,
s3n003,Crama,30,40,17,0.2333,PCFp,PCFp+STAB,time_limit,183.0,103,1800.21,,64,1509,23.0,
s3n003,Crama,30,40,17,0.2333,PCFp,PCFp+ACC,time_limit,147.0,116,1810.69,,67,1591,23.0,
s3n003,Crama,30,40,17,0.2333,PTF,PTF,time_limit,108.0,123,1841.01,,1,1824,,
s3n006,Crama,30,40,20,0.2408,PCFp,PCFp,time_limit,145.0,90,1800.2,,117,1627,20.0,
s3n006,Crama,30,40,20,0.2408,PCFp,PCFp+HP,time_limit,175.0,101,1800.3,,3,9039,19.99999999999998,
s3n006,Crama,30,40,20,0.2408,PCFp,PCFp+MC,time_limit,145.0,90,1800.23,,117,1627,20.0,
s3n006,Crama,30,40,20,0.2408,PCFp,PCFp+WS,time_limit,166.0,91,1800.22,,120,1283,19.99999999999999,
s3n006,Crama,30,40,20,0.2408,PCFp,PCFp+STAB,time_limit,175.0,101,1800.22,,94,1476,20.0,
s3n006,Crama,30,40,20,0.2408,PCFp,PCFp+ACC,time_limit,154.0,92,1800.44,,112,1024,19.99999999999999,
s3n006,Crama,30,40,20,0.2408,PTF,PTF,time_limit,81.0,100,1840.57,,1,2085,,
s3n002,Crama,30,40,20,0.2483,PCFp,PCFp,time_limit,139.0,98,1800.2,,198,1382,20.000000000000007,
s3n002,Crama,30,40,20,0.2483,PCFp,PCFp+HP,time_limit,178.0,103,1800.67,,3,11680,20.000000000000004,
s3n002,Crama,30,40,20,0.2483,PCFp,PCFp+MC,time_limit,139.0,98,1809.93,,198,1382,20.000000000000007,
s3n002,Crama,30,40,20,0.2483,PCFp,PCFp+WS,time_limit,114.0,100,1800.51,,165,1164,19.99999999999999,
s3n002,Crama,30,40,20,0.2483,PCFp,PCFp+STAB,time_limit,139.0,98,1800.5,,96,1351,20.000000000000007,
s3n002,Crama,30,40,20,0.2483,PCFp,PCFp+ACC,time_limit,114.0,100,1808.9,,112,1010,19.99999999999999,
s3n002,Crama,,,,,PTF,PTF,time_limit,,,1860.1,,,,,OS timeout
s3n007,Crama,30,40,17,0.2567,PCFp,PCFp,time_limit,174.0,127,1805.75,,121,1080,22.999999999999996,
s3n007,Crama,30,40,17,0.2567,PCFp,PCFp+HP,time_limit,223.0,132,1800.48,,2,14366,22.99999999999993,
s3n007,Crama,30,40,17,0.2567,PCFp,PCFp+MC,time_limit,174.0,127,1817.0,,121,1080,22.999999999999996,
s3n007,Crama,30,40,17,0.2567,PCFp,PCFp+WS,time_limit,165.0,126,1827.54,,34,1440,22.999999999999993,
s3n007,Crama,,,,,PCFp,PCFp+STAB,time_limit,,,1860.1,,,,,OS timeout
s3n007,Crama,30,40,17,0.2567,PCFp,PCFp+ACC,time_limit,165.0,126,1800.2,,25,1290,22.999999999999993,
s3n007,Crama,30,40,17,0.2567,PTF,PTF,time_limit,115.0,131,1843.72,,1,1681,,
s3n004,Crama,30,40,20,0.265,PCFp,PCFp,time_limit,117.0,102,1804.72,,94,1175,20.0,
s3n004,Crama,,,,,PCFp,PCFp+HP,time_limit,,,1860.1,,,,,OS timeout
s3n004,Crama,30,40,20,0.265,PCFp,PCFp+MC,time_limit,117.0,102,1807.21,,94,1175,20.0,
s3n004,Crama,30,40,20,0.265,PCFp,PCFp+WS,time_limit,130.0,93,1800.2,,47,1380,19.99999999999999,
s3n004,Crama,30,40,20,0.265,PCFp,PCFp+STAB,time_limit,116.0,99,1800.51,,73,931,19.999999999999996,
s3n004,Crama,30,40,20,0.265,PCFp,PCFp+ACC,time_limit,130.0,93,1802.51,,59,1260,19.99999999999999,
s3n004,Crama,30,40,20,0.265,PTF,PTF,time_limit,90.0,110,1802.83,,1,1883,,
D3-8,Catanzaro,,,,,PCFp,PCFp,time_limit,,,1860.1,,,,,OS timeout
D3-8,Catanzaro,40,60,25,0.2104,PCFp,PCFp+HP,time_limit,351.0,206,1800.7,,1,20850,,
D3-8,Catanzaro,,,,,PCFp,PCFp+MC,time_limit,,,1860.1,,,,,OS timeout
D3-8,Catanzaro,40,60,25,0.2104,PCFp,PCFp+WS,time_limit,,,1800.23,,23,760,35.00000000000001,
D3-8,Catanzaro,40,60,25,0.2104,PCFp,PCFp+STAB,time_limit,351.0,206,1847.8,,1,440,,
D3-8,Catanzaro,40,60,25,0.2104,PCFp,PCFp+ACC,time_limit,,,1800.23,,19,720,35.00000000000001,
D3-8,Catanzaro,,,,,PTF,PTF,time_limit,,,1860.1,,,,,OS timeout
