instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L1-3,Laporte3,8,15,5,0.2,PCFp,PCFp,optimal,10.0,15,7.86,0.0,50,527,10.0,
L1-3,Laporte3,8,15,5,0.2,PCFp,PCFp+HP,optimal,10.0,15,19.67,0.0,227,1506,10.0,
L1-3,Laporte3,8,15,5,0.2,PCFp,PCFp+MC,optimal,10.0,15,159.23,0.0,1704,5274,10.0,
L1-3,Laporte3,8,15,5,0.2,PCFp,PCFp+WS,optimal,10.0,15,453.7,0.0,5326,5056,10.0,
L1-3,Laporte3,8,15,5,0.2,PCFp,PCFp+STAB,optimal,10.0,15,61.64,0.0,73,551,10.0,
L1-3,Laporte3,8,15,5,0.2,PCFp,PCFp+ACC,optimal,10.0,15,29.41,0.0,35,727,10.0,
L1-3,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L1-6,Laporte3,8,15,5,0.2667,PCFp,PCFp,time_limit,15.0,19,600.21,,6214,7965,10.0,
L1-6,Laporte3,8,15,5,0.2667,PCFp,PCFp+HP,time_limit,14.0,19,600.25,,8116,8163,10.0,
L1-6,Laporte3,8,15,5,0.2667,PCFp,PCFp+MC,time_limit,15.0,20,600.53,,6711,10350,10.0,
L1-6,Laporte3,8,15,5,0.2667,PCFp,PCFp+WS,time_limit,15.0,20,600.5,,5922,7989,10.0,
L1-6,Laporte3,8,15,5,0.2667,PCFp,PCFp+STAB,time_limit,17.0,21,600.8,,703,2984,10.0,
L1-6,Laporte3,8,15,5,0.2667,PCFp,PCFp+ACC,time_limit,16.0,21,600.53,,737,4460,10.0,
L1-6,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L4-2,Laporte3,8,15,10,0.5083,PCFp,PCFp,time_limit,9.0,18,600.32,,3865,9046,5.0,
L4-2,Laporte3,8,15,10,0.5083,PCFp,PCFp+HP,time_limit,9.0,18,600.35,,4648,10679,4.999999999999998,
L4-2,Laporte3,8,15,10,0.5083,PCFp,PCFp+MC,time_limit,8.0,18,600.51,,3422,11242,5.0,
L4-2,Laporte3,8,15,10,0.5083,PCFp,PCFp+WS,time_limit,9.0,19,600.21,,3793,9173,5.000000000000001,
L4-2,Laporte3,8,15,10,0.5083,PCFp,PCFp+STAB,time_limit,12.0,18,601.01,,454,3741,5.0,
L4-2,Laporte3,8,15,10,0.5083,PCFp,PCFp+ACC,time_limit,9.0,18,600.34,,614,4566,5.0,
L4-2,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L34-5,Laporte3,8,20,15,0.1938,PCFp,PCFp,optimal,5.0,20,288.71,0.0,272,1940,5.0,
L34-5,Laporte3,8,20,15,0.1938,PCFp,PCFp+HP,optimal,5.0,20,19.51,0.0,32,812,5.0,
L34-5,Laporte3,8,20,15,0.1938,PCFp,PCFp+MC,optimal,5.0,20,1.68,0.0,1,98,5.0,
L34-5,Laporte3,8,20,15,0.1938,PCFp,PCFp+WS,optimal,5.0,20,7.93,0.0,11,92,5.0,
L34-5,Laporte3,8,20,15,0.1938,PCFp,PCFp+STAB,optimal,5.0,20,247.0,0.0,39,252,5.0,
L34-5,Laporte3,8,20,15,0.1938,PCFp,PCFp+ACC,optimal,5.0,20,6.73,0.0,1,88,5.0,
L34-5,Laporte3,8,20,15,0.1938,PTF,PTF,optimal,5.0,20,1.72,0.0,1,146,5.0,
L32-3,Laporte3,8,20,5,0.2125,PCFp,PCFp,time_limit,19.0,24,600.38,,1113,2654,14.999999999999995,
L32-3,Laporte3,8,20,5,0.2125,PCFp,PCFp+HP,time_limit,19.0,24,600.42,,1394,4541,15.000000000000002,
L32-3,Laporte3,8,20,5,0.2125,PCFp,PCFp+MC,time_limit,19.0,24,600.22,,1293,6714,15.000000000000002,
L32-3,Laporte3,8,20,5,0.2125,PCFp,PCFp+WS,time_limit,19.0,24,600.24,,981,2792,15.0,
L32-3,Laporte3,8,20,5,0.2125,PCFp,PCFp+STAB,time_limit,20.0,25,600.38,,118,917,14.999999999999995,
L32-3,Laporte3,8,20,5,0.2125,PCFp,PCFp+ACC,time_limit,20.0,24,602.79,,129,1525,15.0,
L32-3,Laporte3,8,20,5,0.2125,PTF,PTF,time_limit,26.0,31,601.57,,9,1648,15.000000000000002,
L7-10,Laporte3,8,20,15,0.3312,PCFp,PCFp,optimal,5.0,20,587.6,0.0,379,4156,5.0,
L7-10,Laporte3,8,20,15,0.3312,PCFp,PCFp+HP,time_limit,6.0,21,600.23,,612,6958,5.0,
L7-10,Laporte3,8,20,15,0.3312,PCFp,PCFp+MC,optimal,5.0,20,11.16,0.0,19,433,5.0,
L7-10,Laporte3,8,20,15,0.3312,PCFp,PCFp+WS,time_limit,6.0,20,600.39,,368,4278,5.0,
L7-10,Laporte3,8,20,15,0.3312,PCFp,PCFp+STAB,time_limit,12.0,22,600.2,,49,1053,5.0,
L7-10,Laporte3,8,20,15,0.3312,PCFp,PCFp+ACC,optimal,5.0,20,345.85,0.0,55,600,5.0,
L7-10,Laporte3,8,20,15,0.3312,PTF,PTF,time_limit,7.0,22,600.67,,32,1990,4.999999999999998,
L6-6,Laporte3,8,20,10,0.375,PCFp,PCFp,time_limit,28.0,32,602.54,,88,815,10.0,
L6-6,Laporte3,8,20,10,0.375,PCFp,PCFp+HP,time_limit,25.0,33,600.45,,63,1539,10.0,
L6-6,Laporte3,8,20,10,0.375,PCFp,PCFp+MC,time_limit,28.0,32,600.55,,89,817,10.0,
L6-6,Laporte3,8,20,10,0.375,PCFp,PCFp+WS,time_limit,20.0,26,602.22,,46,831,10.0,
L6-6,Laporte3,8,20,10,0.375,PCFp,PCFp+STAB,time_limit,29.0,27,601.33,,22,505,9.999999999999998,
L6-6,Laporte3,8,20,10,0.375,PCFp,PCFp+ACC,time_limit,22.0,26,643.57,,17,279,10.0,
