instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L2-10,Laporte3,8,15,10,0.2,PCFp,PCFp,optimal,4.999999999999999,15,2.23,0.0,8,126,5.0,
L2-10,Laporte3,8,15,10,0.2,PCFp,PCFp+HP,optimal,5.0,15,0.43,0.0,6,54,5.0,
L2-10,Laporte3,8,15,10,0.2,PCFp,PCFp+MC,optimal,5.0,15,15.03,0.0,118,1539,5.0,
L2-10,Laporte3,8,15,10,0.2,PCFp,PCFp+WS,optimal,5.0,15,0.3,0.0,1,22,5.0,
L2-10,Laporte3,8,15,10,0.2,PCFp,PCFp+STAB,optimal,5.0,15,9.42,0.0,8,130,5.0,
L2-10,Laporte3,8,15,10,0.2,PCFp,PCFp+ACC,optimal,5.0,15,1.18,0.0,1,58,5.0,
L2-10,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L1-4,Laporte3,8,15,5,0.2667,PCFp,PCFp,time_limit,13.0,18,600.29,,6451,7324,10.0,
L1-4,Laporte3,8,15,5,0.2667,PCFp,PCFp+HP,time_limit,13.0,18,600.57,,8364,7637,10.0,
L1-4,Laporte3,8,15,5,0.2667,PCFp,PCFp+MC,time_limit,13.0,18,600.24,,6542,9442,10.0,
L1-4,Laporte3,8,15,5,0.2667,PCFp,PCFp+WS,time_limit,13.0,18,600.22,,5954,6875,10.0,
L1-4,Laporte3,8,15,5,0.2667,PCFp,PCFp+STAB,time_limit,13.0,18,601.07,,714,2669,10.0,
L1-4,Laporte3,8,15,5,0.2667,PCFp,PCFp+ACC,time_limit,13.0,18,600.23,,745,4033,10.0,
L1-4,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L4-6,Laporte3,8,15,10,0.5,PCFp,PCFp,time_limit,8.0,18,600.2,,4315,8649,5.000000000000001,
L4-6,Laporte3,8,15,10,0.5,PCFp,PCFp+HP,time_limit,8.0,18,600.51,,4392,9739,5.0,
L4-6,Laporte3,8,15,10,0.5,PCFp,PCFp+MC,time_limit,8.0,18,600.53,,3882,11808,5.0,
L4-6,Laporte3,8,15,10,0.5,PCFp,PCFp+WS,time_limit,8.0,18,600.52,,3180,9081,5.0,
L4-6,Laporte3,8,15,10,0.5,PCFp,PCFp+STAB,time_limit,8.0,18,601.32,,580,2901,5.000000000000001,
L4-6,Laporte3,8,15,10,0.5,PCFp,PCFp+ACC,time_limit,9.0,18,600.4,,584,5517,5.0,
L4-6,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L32-4,Laporte3,8,20,5,0.1875,PCFp,PCFp,time_limit,16.0,21,600.19,,850,3660,15.0,
L32-4,Laporte3,8,20,5,0.1875,PCFp,PCFp+HP,time_limit,16.0,21,600.65,,1562,5971,15.0,
L32-4,Laporte3,8,20,5,0.1875,PCFp,PCFp+MC,time_limit,16.0,21,600.4,,1247,6937,15.0,
L32-4,Laporte3,8,20,5,0.1875,PCFp,PCFp+WS,time_limit,16.0,20,600.32,,749,3610,15.0,
L32-4,Laporte3,8,20,5,0.1875,PCFp,PCFp+STAB,time_limit,19.0,22,600.28,,113,1181,15.0,
L32-4,Laporte3,8,20,5,0.1875,PCFp,PCFp+ACC,time_limit,18.0,23,601.56,,131,1557,15.0,
L32-4,Laporte3,8,20,5,0.1875,PTF,PTF,time_limit,21.0,26,601.85,,15,2273,14.999999999999993,
L33-6,Laporte3,8,20,10,0.2125,PCFp,PCFp,optimal,10.000000000000004,20,18.3,0.0,165,751,10.0,
L33-6,Laporte3,8,20,10,0.2125,PCFp,PCFp+HP,time_limit,13.0,20,601.07,,430,4589,10.0,
L33-6,Laporte3,8,20,10,0.2125,PCFp,PCFp+MC,optimal,10.000000000000004,20,18.49,0.0,165,751,10.0,
L33-6,Laporte3,8,20,10,0.2125,PCFp,PCFp+WS,time_limit,16.0,20,600.82,,180,3385,10.0,
L33-6,Laporte3,8,20,10,0.2125,PCFp,PCFp+STAB,time_limit,11.0,20,604.97,,282,3592,10.0,
L33-6,Laporte3,8,20,10,0.2125,PCFp,PCFp+ACC,time_limit,11.0,20,601.26,,184,2950,10.0,
L33-6,Laporte3,8,20,10,0.2125,PTF,PTF,optimal,10.0,20,2.61,0.0,1,135,10.0,
L5-7,Laporte3,8,20,10,0.325,PCFp,PCFp,time_limit,16.0,23,602.3,,34,1051,10.0,
L5-7,Laporte3,8,20,10,0.325,PCFp,PCFp+HP,time_limit,17.0,24,601.4,,132,3392,10.0,
L5-7,Laporte3,8,20,10,0.325,PCFp,PCFp+MC,time_limit,16.0,23,600.62,,34,1051,10.0,
L5-7,Laporte3,8,20,10,0.325,PCFp,PCFp+WS,time_limit,19.0,25,601.59,,48,1129,10.0,
L5-7,Laporte3,8,20,10,0.325,PCFp,PCFp+STAB,time_limit,16.0,23,610.54,,29,636,10.0,
L5-7,Laporte3,8,20,10,0.325,PCFp,PCFp+ACC,time_limit,19.0,25,603.3,,129,1265,10.0,
L5-7,Laporte3,8,20,10,0.325,PTF,PTF,time_limit,16.0,26,602.52,,16,1521,9.999999999999996,
L9-4,Laporte3,8,20,15,0.375,PCFp,PCFp,time_limit,7.0,21,600.5,,312,4787,5.0,
L9-4,Laporte3,8,20,15,0.375,PCFp,PCFp+HP,time_limit,8.0,22,600.61,,685,5799,5.0,
L9-4,Laporte3,8,20,15,0.375,PCFp,PCFp+MC,time_limit,6.0,21,600.51,,673,8628,5.0,
L9-4,Laporte3,8,20,15,0.375,PCFp,PCFp+WS,time_limit,9.0,21,600.65,,408,4180,4.999999999999999,
L9-4,Laporte3,8,20,15,0.375,PCFp,PCFp+STAB,time_limit,10.0,21,601.52,,63,1098,5.0,
L9-4,Laporte3,8,20,15,0.375,PCFp,PCFp+ACC,time_limit,9.0,21,602.38,,74,2396,5.0,
L9-4,Laporte3,8,20,15,0.375,PTF,PTF,time_limit,8.0,23,602.08,,30,1411,5.0,
L10-4,Laporte3,8,20,15,0.4375,PCFp,PCFp,time_limit,7.0,22,600.66,,476,4526,4.999999999999999,
L10-4,Laporte3,8,20,15,0.4375,PCFp,PCFp+MC,time_limit,8.0,23,600.53,,534,10298,5.000000000000001,
L10-4,Laporte3,8,20,15,0.4375,PTF,PTF,time_limit,8.0,22,601.07,,24,1097,5.000000000000002,
L10-9,Laporte3,8,20,15,0.5687,PCFp,PCFp,time_limit,12.0,26,600.35,,297,4362,5.0,
L10-9,Laporte3,8,20,15,0.5687,PCFp,PCFp+MC,time_limit,14.0,28,600.69,,464,14144,4.999999999999998,
L10-9,Laporte3,8,20,15,0.5687,PTF,PTF,time_limit,16.0,31,606.62,,2,543,5.000000000000005,
L31-3,Laporte3,8,25,20,0.13,PCFp,PCFp,optimal,5.0,25,1.39,0.0,9,96,5.0,
L31-3,Laporte3,8,25,20,0.13,PCFp,PCFp+MC,optimal,5.0,25,1.1,0.0,9,96,5.0,
