instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L6-5,Laporte3,8,20,10,0.3875,PCFp,PCFp+HP,time_limit,20.0,29,602.35,,95,2444,10.0,
L6-5,Laporte3,8,20,10,0.3875,PCFp,PCFp+MC,time_limit,20.0,25,602.41,,42,790,10.000000000000002,
L6-5,Laporte3,8,20,10,0.3875,PCFp,PCFp+WS,time_limit,22.0,28,602.48,,37,756,10.0,
L6-5,Laporte3,8,20,10,0.3875,PCFp,PCFp+STAB,time_limit,24.0,28,607.5,,18,446,10.000000000000002,
L6-5,Laporte3,8,20,10,0.3875,PCFp,PCFp+ACC,time_limit,22.0,28,630.98,,19,542,10.0,
L6-5,Laporte3,8,20,10,0.3875,PTF,PTF,time_limit,18.0,28,602.14,,9,1018,9.999999999999991,
L8-6,Laporte3,8,20,15,0.4625,PCFp,PCFp,time_limit,7.0,22,600.3,,346,4709,4.999999999999998,
L8-6,Laporte3,8,20,15,0.4625,PCFp,PCFp+HP,time_limit,9.0,23,600.23,,571,8131,5.000000000000018,
L8-6,Laporte3,8,20,15,0.4625,PCFp,PCFp+MC,time_limit,8.0,22,600.5,,655,9155,4.999999999999999,
L8-6,Laporte3,8,20,15,0.4625,PCFp,PCFp+WS,time_limit,9.0,24,600.29,,289,4668,5.000000000000001,
L8-6,Laporte3,8,20,15,0.4625,PCFp,PCFp+ACC,time_limit,10.99999999999999,24,602.82,,83,2750,5.0,
L8-6,Laporte3,8,20,15,0.4625,PTF,PTF,time_limit,10.0,25,603.27,,17,909,5.000000000000001,
L11-4,Laporte3,8,20,15,0.6188,PCFp,PCFp,time_limit,15.0,28,600.46,,286,5051,5.000000000000002,
L11-4,Laporte3,8,20,15,0.6188,PCFp,PCFp+HP,time_limit,12.0,27,600.24,,741,8743,5.0,
L11-4,Laporte3,8,20,15,0.6188,PCFp,PCFp+MC,time_limit,12.000000000000002,26,600.25,,542,10719,5.0,
L11-4,Laporte3,8,20,15,0.6188,PCFp,PCFp+WS,time_limit,11.0,26,600.4,,408,4329,5.0,
L11-4,Laporte3,8,20,15,0.6188,PCFp,PCFp+ACC,time_limit,16.0,28,603.43,,64,2319,5.000000000000006,
L11-4,Laporte3,8,20,15,0.6188,PTF,PTF,time_limit,15.0,30,610.2,,1,450,,
L31-5,Laporte3,8,25,20,0.155,PCFp,PCFp,optimal,5.0,25,25.37,0.0,111,1183,5.0,
L31-5,Laporte3,8,25,20,0.155,PCFp,PCFp+HP,optimal,5.000000000000001,25,8.67,0.0,50,870,5.0,
L31-5,Laporte3,8,25,20,0.155,PCFp,PCFp+MC,optimal,5.0,25,25.6,0.0,111,1183,5.0,
L31-5,Laporte3,8,25,20,0.155,PCFp,PCFp+WS,optimal,5.0,25,6.14,0.0,47,520,5.0,
L31-5,Laporte3,8,25,20,0.155,PCFp,PCFp+ACC,optimal,5.0,25,109.58,0.0,112,1820,5.0,
L31-5,Laporte3,8,25,20,0.155,PTF,PTF,optimal,5.0,25,2.59,0.0,1,184,5.0,
L28-10,Laporte3,8,25,5,0.16,PCFp,PCFp,optimal,19.999999999999996,25,484.05,0.0,197,2111,20.0,
L28-10,Laporte3,8,25,5,0.16,PCFp,PCFp+HP,time_limit,21.0,26,600.25,,442,5418,20.0,
L28-10,Laporte3,8,25,5,0.16,PCFp,PCFp+MC,optimal,19.999999999999996,25,486.98,0.0,197,2111,20.0,
L28-10,Laporte3,8,25,5,0.16,PCFp,PCFp+WS,optimal,20.0,25,182.25,0.0,61,1016,20.0,
L28-10,Laporte3,8,25,5,0.16,PCFp,PCFp+ACC,time_limit,24.0,26,609.4,,36,552,20.0,
L28-10,Laporte3,8,25,5,0.16,PTF,PTF,time_limit,23.0,28,601.34,,18,3280,20.0,
L19-7,Laporte3,8,25,20,0.225,PCFp,PCFp,optimal,5.0,25,1.71,0.0,15,127,5.0,
L19-7,Laporte3,8,25,20,0.225,PCFp,PCFp+HP,optimal,5.0,25,0.56,0.0,7,57,5.0,
L19-7,Laporte3,8,25,20,0.225,PCFp,PCFp+MC,optimal,5.0,25,1.6,0.0,15,127,5.0,
L19-7,Laporte3,8,25,20,0.225,PCFp,PCFp+WS,optimal,5.0,25,91.69,0.0,213,3103,5.0,
L19-7,Laporte3,8,25,20,0.225,PCFp,PCFp+ACC,optimal,5.0,25,9.23,0.0,16,95,5.0,
L19-7,Laporte3,8,25,20,0.225,PTF,PTF,optimal,5.0,25,2.55,0.0,1,192,5.0,
L22-9,Laporte3,8,25,20,0.275,PCFp,PCFp,optimal,5.0,25,37.18,0.0,76,1784,5.0,
L22-9,Laporte3,8,25,20,0.275,PCFp,PCFp+HP,optimal,5.0,25,0.76,0.0,8,134,5.0,
L22-9,Laporte3,8,25,20,0.275,PCFp,PCFp+MC,optimal,5.0,25,37.0,0.0,76,1784,5.0,
L22-9,Laporte3,8,25,20,0.275,PCFp,PCFp+WS,time_limit,7.0,25,600.33,,488,7681,5.0,
L22-9,Laporte3,8,25,20,0.275,PCFp,PCFp+ACC,optimal,5.0,25,70.51,0.0,42,1011,5.0,
L22-9,Laporte3,8,25,20,0.275,PTF,PTF,optimal,5.0,25,2.48,0.0,1,179,5.0,
L16-4,Laporte3,8,25,15,0.29,PCFp,PCFp,time_limit,13.0,25,600.91,,149,2323,10.0,
L16-4,Laporte3,8,25,15,0.29,PCFp,PCFp+HP,time_limit,18.0,25,600.35,,102,5571,9.999999999999998,
L16-4,Laporte3,8,25,15,0.29,PCFp,PCFp+MC,time_limit,13.0,25,601.55,,149,2323,10.0,
L16-4,Laporte3,8,25,15,0.29,PCFp,PCFp+WS,time_limit,18.0,27,602.68,,74,2240,10.0,
L16-4,Laporte3,8,25,15,0.29,PCFp,PCFp+ACC,time_limit,17.0,27,602.61,,82,2163,10.0,
L16-4,Laporte3,8,25,15,0.29,PTF,PTF,time_limit,16.0,31,601.24,,38,2760,9.999999999999993,
L14-4,Laporte3,8,25,15,0.315,PCFp,PCFp,time_limit,14.0,26,600.49,,56,1526,10.0,
L14-4,Laporte3,8,25,15,0.315,PCFp,PCFp+HP,time_limit,26.0,29,600.17,,64,2765,10.0,
L14-4,Laporte3,8,25,15,0.315,PCFp,PCFp+MC,time_limit,14.0,26,600.97,,56,1526,10.0,
L14-4,Laporte3,8,25,15,0.315,PCFp,PCFp+WS,time_limit,17.0,26,600.22,,79,1684,10.000000000000025,
L14-4,Laporte3,8,25,15,0.315,PCFp,PCFp+ACC,time_limit,21.0,28,601.17,,48,1337,10.000000000000025,
L14-4,Laporte3,8,25,15,0.315,PTF,PTF,time_limit,15.0,29,601.84,,24,1649,10.0,
L17-8,Laporte3,8,25,15,0.33,PCFp,PCFp,time_limit,19.0,28,602.17,,69,1408,9.999999999999998,
L17-8,Laporte3,8,25,15,0.33,PCFp,PCFp+HP,time_limit,16.0,27,605.01,,103,4711,10.0,
L17-8,Laporte3,8,25,15,0.33,PCFp,PCFp+MC,time_limit,19.0,28,602.21,,69,1408,9.999999999999998,
L17-8,Laporte3,8,25,15,0.33,PCFp,PCFp+WS,time_limit,23.0,30,600.51,,55,1574,10.0,
L17-8,Laporte3,8,25,15,0.33,PCFp,PCFp+ACC,time_limit,23.0,30,602.05,,63,1301,10.0,
L17-8,Laporte3,8,25,15,0.33,PTF,PTF,time_limit,13.0,28,605.21,,13,1298,10.0,
L20-1,Laporte3,8,25,20,0.375,PCFp,PCFp,optimal,5.0,25,328.81,0.0,87,1458,5.0,
L20-1,Laporte3,8,25,20,0.375,PCFp,PCFp+HP,time_limit,9.0,25,606.82,,271,5753,5.000000000000001,
L20-1,Laporte3,8,25,20,0.375,PCFp,PCFp+MC,optimal,5.0,25,329.24,0.0,87,1458,5.0,
L20-1,Laporte3,8,25,20,0.375,PCFp,PCFp+WS,time_limit,6.0,25,603.61,,141,1939,5.0,
L20-1,Laporte3,8,25,20,0.375,PCFp,PCFp+ACC,time_limit,6.0,25,600.37,,101,1674,5.0,
L20-1,Laporte3,8,25,20,0.375,PTF,PTF,time_limit,9.0,29,601.53,,25,1647,5.0,
L17-1,Laporte3,8,25,15,0.43,PCFp,PCFp,time_limit,24.0,34,600.6,,31,682,10.000000000000004,
L17-1,Laporte3,8,25,15,0.43,PCFp,PCFp+HP,time_limit,26.0,32,601.49,,55,2582,10.000000000000002,
L17-1,Laporte3,8,25,15,0.43,PCFp,PCFp+MC,time_limit,24.0,34,601.92,,31,684,10.000000000000004,
L17-1,Laporte3,8,25,15,0.43,PCFp,PCFp+WS,time_limit,25.0,37,606.27,,19,542,10.0,
L17-1,Laporte3,8,25,15,0.43,PCFp,PCFp+ACC,time_limit,25.0,37,603.07,,19,473,10.0,
L17-1,Laporte3,8,25,15,0.43,PTF,PTF,time_limit,22.0,37,601.38,,6,775,9.999999999999991,
L18-5,Laporte3,8,25,15,0.49,PCFp,PCFp,time_limit,34.0,42,604.86,,16,599,10.0,
L18-5,Laporte3,8,25,15,0.49,PCFp,PCFp+HP,time_limit,34.0,42,600.63,,23,1168,9.999999999999998,
L18-5,Laporte3,8,25,15,0.49,PCFp,PCFp+MC,time_limit,34.0,42,602.2,,16,596,10.0,
L18-5,Laporte3,8,25,15,0.49,PCFp,PCFp+ACC,time_limit,35.0,42,600.82,,11,413,10.0,
L18-5,Laporte3,8,25,15,0.49,PTF,PTF,time_limit,27.0,42,605.93,,1,526,,
L18-7,Laporte3,8,25,15,0.515,PCFp,PCFp,time_limit,39.0,44,604.83,,11,333,10.000000000000002,
L18-7,Laporte3,8,25,15,0.515,PCFp,PCFp+MC,time_limit,39.0,44,604.08,,11,333,10.000000000000002,
L26-7,Laporte3,8,25,20,0.59,PCFp,PCFp,time_limit,17.0,33,600.92,,11,270,5.000000000000002,
L26-7,Laporte3,8,25,20,0.59,PCFp,PCFp+MC,time_limit,17.0,33,602.03,,11,270,5.000000000000002,
L2-10,Laporte4,9,15,10,0.1926,PCFp,PCFp,optimal,5.0,15,11.5,0.0,90,339,5.0,
L2-10,Laporte4,9,15,10,0.1926,PCFp,PCFp+MC,optimal,5.0,15,1.34,0.0,12,179,5.0,
L1-2,Laporte4,9,15,5,0.2667,PCFp,PCFp,time_limit,13.0,18,600.19,,4797,7482,10.0,
L1-2,Laporte4,9,15,5,0.2667,PCFp,PCFp+MC,time_limit,13.0,18,600.33,,5425,9771,10.0,
L4-5,Laporte4,9,15,10,0.5259,PCFp,PCFp,time_limit,12.0,22,600.51,,2713,9631,4.999999999999998,
L4-5,Laporte4,9,15,10,0.5259,PCFp,PCFp+MC,time_limit,13.0,23,600.54,,3359,12241,5.000000000000003,
L27-2,Laporte4,9,20,5,0.1833,PCFp,PCFp,time_limit,18.0,21,600.53,,517,4652,15.0,
L27-2,Laporte4,9,20,5,0.1833,PCFp,PCFp+MC,time_limit,17.0,22,600.28,,907,9125,15.000000000000002,
L27-5,Laporte4,9,20,5,0.2056,PCFp,PCFp,time_limit,19.0,24,600.48,,595,3652,15.0,
L27-5,Laporte4,9,20,5,0.2056,PCFp,PCFp+MC,time_limit,20.0,25,600.52,,918,8749,15.0,
L9-1,Laporte4,9,20,15,0.3389,PCFp,PCFp,time_limit,6.0,20,600.78,,379,3686,5.0,
L9-1,Laporte4,9,20,15,0.3389,PCFp,PCFp+MC,time_limit,7.0,20,600.58,,561,7993,4.999999999999999,
L9-4,Laporte4,9,20,15,0.3778,PCFp,PCFp,time_limit,8.0,20,600.22,,313,4658,5.0,
L9-4,Laporte4,9,20,15,0.3778,PCFp,PCFp+MC,time_limit,7.0,22,600.59,,553,8470,5.0,
