instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L2-1,Laporte3,8,15,10,0.2333,PCFp,PCFp,optimal,5.0,15,0.37,0.0,1,25,5.0,
L2-1,Laporte3,8,15,10,0.2333,PCFp,PCFp+HP,optimal,5.0,15,6.24,0.0,73,413,5.0,
L2-1,Laporte3,8,15,10,0.2333,PCFp,PCFp+MC,optimal,5.0,15,53.55,0.0,523,2808,5.0,
L2-1,Laporte3,8,15,10,0.2333,PCFp,PCFp+WS,optimal,5.0,15,7.15,0.0,68,265,5.0,
L2-1,Laporte3,8,15,10,0.2333,PCFp,PCFp+STAB,optimal,5.0,15,1.33,0.0,1,25,5.0,
L2-1,Laporte3,8,15,10,0.2333,PCFp,PCFp+ACC,optimal,5.0,15,79.62,0.0,77,1304,5.0,
L2-1,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L3-2,Laporte3,8,15,10,0.3667,PCFp,PCFp,time_limit,7.0,17,600.23,,3952,8182,5.0,
L3-2,Laporte3,8,15,10,0.3667,PCFp,PCFp+HP,time_limit,7.0,17,600.51,,4491,7938,5.0,
L3-2,Laporte3,8,15,10,0.3667,PCFp,PCFp+MC,time_limit,7.0,16,600.51,,4004,10398,5.0,
L3-2,Laporte3,8,15,10,0.3667,PCFp,PCFp+WS,time_limit,7.0,16,600.32,,3268,8112,5.0,
L3-2,Laporte3,8,15,10,0.3667,PCFp,PCFp+STAB,time_limit,8.0,18,600.58,,484,2860,5.0,
L3-2,Laporte3,8,15,10,0.3667,PCFp,PCFp+ACC,time_limit,8.0,17,600.96,,509,5212,5.0,
L3-2,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L4-4,Laporte3,8,15,10,0.5333,PCFp,PCFp,time_limit,10.0,20,600.53,,3924,9753,5.000000000000001,
L4-4,Laporte3,8,15,10,0.5333,PCFp,PCFp+HP,time_limit,10.0,20,600.56,,5645,10222,5.0,
L4-4,Laporte3,8,15,10,0.5333,PCFp,PCFp+MC,time_limit,9.0,19,600.52,,3781,11916,5.000000000000001,
L4-4,Laporte3,8,15,10,0.5333,PCFp,PCFp+WS,time_limit,10.0,20,600.35,,3819,8957,5.0,
L4-4,Laporte3,8,15,10,0.5333,PCFp,PCFp+STAB,time_limit,11.0,21,600.24,,554,3339,5.000000000000001,
L4-4,Laporte3,8,15,10,0.5333,PCFp,PCFp+ACC,time_limit,12.0,22,600.58,,606,4218,5.0,
L4-4,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L33-2,Laporte3,8,20,10,0.2,PCFp,PCFp,optimal,10.0,20,0.4,0.0,1,24,10.0,
L33-2,Laporte3,8,20,10,0.2,PCFp,PCFp+HP,optimal,10.0,20,0.66,0.0,12,93,10.0,
L33-2,Laporte3,8,20,10,0.2,PCFp,PCFp+MC,optimal,10.0,20,0.28,0.0,1,24,10.0,
L33-2,Laporte3,8,20,10,0.2,PCFp,PCFp+WS,time_limit,12.0,20,600.22,,593,5643,10.0,
L33-2,Laporte3,8,20,10,0.2,PCFp,PCFp+STAB,time_limit,14.0,20,601.29,,136,2315,10.0,
L33-2,Laporte3,8,20,10,0.2,PCFp,PCFp+ACC,optimal,10.0,20,187.29,0.0,140,1815,10.0,
L33-2,Laporte3,8,20,10,0.2,PTF,PTF,optimal,10.0,20,1.8,0.0,1,148,10.0,
L32-7,Laporte3,8,20,5,0.2188,PCFp,PCFp,time_limit,20.0,25,600.25,,622,4099,15.0,
L32-7,Laporte3,8,20,5,0.2188,PCFp,PCFp+HP,time_limit,19.0,24,600.52,,1763,8022,15.0,
L32-7,Laporte3,8,20,5,0.2188,PCFp,PCFp+MC,time_limit,19.0,24,600.23,,1036,10231,15.0,
L32-7,Laporte3,8,20,5,0.2188,PCFp,PCFp+WS,time_limit,20.0,25,600.22,,663,3749,15.0,
L32-7,Laporte3,8,20,5,0.2188,PCFp,PCFp+STAB,time_limit,22.0,27,600.18,,86,784,15.0,
L32-7,Laporte3,8,20,5,0.2188,PCFp,PCFp+ACC,time_limit,21.0,25,600.51,,123,2682,15.0,
L32-7,Laporte3,8,20,5,0.2188,PTF,PTF,time_limit,24.0,29,603.86,,6,1502,14.999999999999998,
L7-8,Laporte3,8,20,15,0.35,PCFp,PCFp,time_limit,6.0,20,600.72,,360,3972,5.0,
L7-8,Laporte3,8,20,15,0.35,PCFp,PCFp+HP,time_limit,6.0,20,600.36,,600,6506,5.000000000000001,
L7-8,Laporte3,8,20,15,0.35,PCFp,PCFp+MC,optimal,5.0,20,28.67,0.0,41,1062,5.000000000000001,
L7-8,Laporte3,8,20,15,0.35,PCFp,PCFp+WS,optimal,5.0,20,331.55,0.0,242,2721,5.0,
L7-8,Laporte3,8,20,15,0.35,PCFp,PCFp+STAB,time_limit,10.0,20,600.35,,51,1168,5.0,
L7-8,Laporte3,8,20,15,0.35,PCFp,PCFp+ACC,time_limit,7.0,20,605.65,,60,1364,5.0,
L7-8,Laporte3,8,20,15,0.35,PTF,PTF,time_limit,7.0,22,601.96,,39,2071,4.999999999999999,
L6-5,Laporte3,8,20,10,0.3875,PCFp,PCFp,time_limit,20.0,25,601.76,,42,791,10.000000000000002,
