instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
C4-3,Catanzaro,30,40,25,0.2333,PCFp,PCFp,time_limit,69.0,69,1827.97,,75,2505,15.000000000000005,
C4-3,Catanzaro,30,40,25,0.2333,PCFp,PCFp+HP,time_limit,119.0,68,1800.27,,79,2466,15.000000000000007,
C4-3,Catanzaro,30,40,25,0.2333,PCFp,PCFp+MC,time_limit,69.0,69,1830.99,,75,2505,15.000000000000005,
C4-3,Catanzaro,30,40,25,0.2333,PCFp,PCFp+WS,time_limit,72.0,68,1812.32,,86,1878,15.000000000000005,
C4-3,Catanzaro,30,40,25,0.2333,PCFp,PCFp+STAB,time_limit,71.0,72,1808.58,,61,2480,15.000000000000005,
C4-3,Catanzaro,30,40,25,0.2333,PCFp,PCFp+ACC,time_limit,72.0,68,1803.84,,50,1667,15.000000000000005,
C4-3,Catanzaro,30,40,25,0.2333,PTF,PTF,time_limit,45.0,67,1832.35,,1,2191,,
C4-5,Catanzaro,30,40,25,0.24,PCFp,PCFp,time_limit,81.0,70,1800.3,,54,2270,15.000000000000007,
C4-5,Catanzaro,30,40,25,0.24,PCFp,PCFp+HP,time_limit,116.0,72,1800.21,,131,1923,15.00000000000004,
C4-5,Catanzaro,30,40,25,0.24,PCFp,PCFp+MC,time_limit,81.0,70,1800.21,,54,2270,15.000000000000007,
C4-5,Catanzaro,30,40,25,0.24,PCFp,PCFp+WS,time_limit,79.0,64,1813.03,,117,1858,15.0,
C4-5,Catanzaro,30,40,25,0.24,PCFp,PCFp+STAB,time_limit,58.0,62,1802.46,,111,1391,14.999999999999998,
C4-5,Catanzaro,30,40,25,0.24,PCFp,PCFp+ACC,time_limit,79.0,64,1838.78,,52,1540,15.0,
C4-5,Catanzaro,30,40,25,0.24,PTF,PTF,time_limit,47.0,72,1850.92,,1,1965,,
s3n009,Crama,30,40,25,0.2442,PCFp,PCFp,time_limit,69.0,64,1800.19,,209,1307,15.000000000000005,
s3n009,Crama,30,40,25,0.2442,PCFp,PCFp+HP,time_limit,132.0,66,1800.26,,54,5094,14.999999999999995,
s3n009,Crama,30,40,25,0.2442,PCFp,PCFp+MC,time_limit,69.0,64,1800.19,,212,1307,15.000000000000005,
s3n009,Crama,30,40,25,0.2442,PCFp,PCFp+WS,time_limit,,,1803.61,,93,1758,15.0,
s3n009,Crama,30,40,25,0.2442,PCFp,PCFp+STAB,time_limit,69.0,64,1808.38,,90,1569,15.000000000000005,
s3n009,Crama,30,40,25,0.2442,PCFp,PCFp+ACC,time_limit,,,1809.93,,87,1552,15.0,
s3n009,Crama,30,40,25,0.2442,PTF,PTF,time_limit,45.0,70,1859.32,,1,2253,,
C4-6,Catanzaro,30,40,25,0.2567,PCFp,PCFp,time_limit,85.0,72,1800.2,,113,1440,14.999999999999998,
C4-6,Catanzaro,30,40,25,0.2567,PCFp,PCFp+HP,time_limit,139.0,80,1800.24,,91,2423,15.000000000000014,
C4-6,Catanzaro,30,40,25,0.2567,PCFp,PCFp+MC,time_limit,85.0,72,1800.28,,113,1440,14.999999999999998,
C4-6,Catanzaro,30,40,25,0.2567,PCFp,PCFp+WS,time_limit,73.0,69,1800.19,,83,1557,15.0,
C4-6,Catanzaro,30,40,25,0.2567,PCFp,PCFp+STAB,time_limit,97.0,73,1800.19,,76,1382,14.999999999999998,
C4-6,Catanzaro,30,40,25,0.2567,PCFp,PCFp+ACC,time_limit,73.0,69,1808.45,,94,1684,15.0,
C4-6,Catanzaro,30,40,25,0.2567,PTF,PTF,time_limit,59.0,83,1835.34,,1,2109,,
s3n005,Crama,30,40,25,0.2617,PCFp,PCFp,time_limit,81.0,71,1800.19,,197,1448,14.999999999999995,
s3n005,Crama,30,40,25,0.2617,PCFp,PCFp+HP,time_limit,140.0,82,1800.2,,61,2953,15.000000000000002,
s3n005,Crama,30,40,25,0.2617,PCFp,PCFp+MC,time_limit,81.0,71,1800.2,,197,1448,14.999999999999995,
s3n005,Crama,30,40,25,0.2617,PCFp,PCFp+WS,time_limit,80.0,71,1800.2,,92,1578,15.000000000000002,
s3n005,Crama,30,40,25,0.2617,PCFp,PCFp+STAB,time_limit,81.0,71,1800.79,,55,1562,14.999999999999995,
s3n005,Crama,,,,,PCFp,PCFp+ACC,time_limit,,,1860.1,,,,,OS timeout
s3n005,Crama,30,40,25,0.2617,PTF,PTF,time_limit,58.0,83,1841.33,,1,2082,,
s4n010,Crama,40,60,30,0.2092,PCFp,PCFp,time_limit,271.0,149,1800.33,,20,641,29.999999999999986,
s4n010,Crama,40,60,30,0.2092,PCFp,PCFp+HP,time_limit,301.0,162,1800.66,,1,18412,,
s4n010,Crama,40,60,30,0.2092,PCFp,PCFp+MC,time_limit,271.0,149,1800.33,,21,641,29.999999999999986,
s4n010,Crama,40,60,30,0.2092,PCFp,PCFp+WS,time_limit,,,1800.33,,37,1174,29.99999999999999,
s4n010,Crama,,,,,PCFp,PCFp+STAB,time_limit,,,1860.1,,,,,OS timeout
s4n010,Crama,40,60,30,0.2092,PCFp,PCFp+ACC,time_limit,,,1800.25,,27,1080,29.99999999999999,
s4n010,Crama,40,60,30,0.2092,PTF,PTF,time_limit,132.0,160,1809.3,,1,1984,,
