instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
L1-5,Laporte3,8,15,5,0.2333,PCFp,PCFp,time_limit,11.0,16,600.33,,5874,6283,10.0,
L1-5,Laporte3,8,15,5,0.2333,PCFp,PCFp+HP,time_limit,10.999999999999998,16,600.4,,6267,8188,10.0,
L1-5,Laporte3,8,15,5,0.2333,PCFp,PCFp+MC,time_limit,11.0,16,600.63,,5567,8907,10.0,
L1-5,Laporte3,8,15,5,0.2333,PCFp,PCFp+WS,time_limit,11.0,16,600.25,,5317,6962,10.0,
L1-5,Laporte3,8,15,5,0.2333,PCFp,PCFp+STAB,time_limit,11.0,16,600.29,,704,2598,10.0,
L1-5,Laporte3,8,15,5,0.2333,PCFp,PCFp+ACC,time_limit,11.0,16,600.95,,739,3928,10.0,
L1-5,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L3-8,Laporte3,8,15,10,0.4083,PCFp,PCFp,time_limit,6.0,16,600.31,,3392,8438,5.0,
L3-8,Laporte3,8,15,10,0.4083,PCFp,PCFp+HP,time_limit,6.0,16,600.49,,3593,8056,5.000000000000001,
L3-8,Laporte3,8,15,10,0.4083,PCFp,PCFp+MC,time_limit,6.0,16,600.25,,3412,10925,5.0,
L3-8,Laporte3,8,15,10,0.4083,PCFp,PCFp+WS,time_limit,7.0,17,600.22,,3812,8787,5.0,
L3-8,Laporte3,8,15,10,0.4083,PCFp,PCFp+STAB,time_limit,8.0,16,600.58,,570,3196,5.0,
L3-8,Laporte3,8,15,10,0.4083,PCFp,PCFp+ACC,time_limit,8.0,16,600.7,,556,4771,5.0,
L3-8,Laporte3,,,,,PTF,PTF,time_limit,,,660.1,,,,,OS timeout
L34-1,Laporte3,8,20,15,0.1688,PCFp,PCFp,optimal,5.0,20,11.24,0.0,14,94,5.0,
L34-1,Laporte3,8,20,15,0.1688,PCFp,PCFp+HP,optimal,5.0,20,0.47,0.0,1,24,5.0,
L34-1,Laporte3,8,20,15,0.1688,PCFp,PCFp+MC,optimal,5.0,20,12.23,0.0,24,338,5.0,
L34-1,Laporte3,8,20,15,0.1688,PCFp,PCFp+WS,optimal,5.0,20,1.34,0.0,1,24,5.0,
L34-1,Laporte3,8,20,15,0.1688,PCFp,PCFp+STAB,time_limit,6.0,20,600.47,,71,968,5.000000000000001,
L34-1,Laporte3,8,20,15,0.1688,PCFp,PCFp+ACC,optimal,5.0,20,6.87,0.0,1,64,5.0,
L34-1,Laporte3,8,20,15,0.1688,PTF,PTF,optimal,5.0,20,1.66,0.0,1,151,5.0,
L34-9,Laporte3,8,20,15,0.2062,PCFp,PCFp,optimal,5.0,20,3.99,0.0,6,55,5.0,
L34-9,Laporte3,8,20,15,0.2062,PCFp,PCFp+HP,optimal,5.0,20,156.52,0.0,215,1934,5.000000000000001,
L34-9,Laporte3,8,20,15,0.2062,PCFp,PCFp+MC,optimal,5.0,20,22.4,0.0,52,534,5.0,
L34-9,Laporte3,8,20,15,0.2062,PCFp,PCFp+WS,optimal,5.0,20,376.33,0.0,236,2814,5.0,
L34-9,Laporte3,8,20,15,0.2062,PCFp,PCFp+STAB,optimal,5.0,20,180.89,0.0,28,215,5.0,
L34-9,Laporte3,8,20,15,0.2062,PCFp,PCFp+ACC,optimal,5.0,20,72.07,0.0,12,400,5.0,
L34-9,Laporte3,8,20,15,0.2062,PTF,PTF,optimal,5.0,20,2.03,0.0,1,144,5.0,
L7-6,Laporte3,8,20,15,0.2812,PCFp,PCFp,optimal,5.0,20,78.95,0.0,146,498,5.0,
L7-6,Laporte3,8,20,15,0.2812,PCFp,PCFp+HP,optimal,5.0,20,319.31,0.0,365,4673,5.0,
L7-6,Laporte3,8,20,15,0.2812,PCFp,PCFp+MC,optimal,5.0,20,9.01,0.0,18,349,5.0,
L7-6,Laporte3,8,20,15,0.2812,PCFp,PCFp+WS,time_limit,6.0,20,600.46,,463,4147,5.0,
L7-6,Laporte3,8,20,15,0.2812,PCFp,PCFp+STAB,time_limit,6.0,20,600.41,,80,776,5.0,
L7-6,Laporte3,8,20,15,0.2812,PCFp,PCFp+ACC,optimal,5.0,20,40.74,0.0,7,98,5.0,
L7-6,Laporte3,8,20,15,0.2812,PTF,PTF,optimal,5.0,20,2.08,0.0,1,145,5.0,
L6-2,Laporte3,8,20,10,0.35,PCFp,PCFp,time_limit,29.0,30,601.28,,38,840,10.0,
L6-2,Laporte3,8,20,10,0.35,PCFp,PCFp+HP,time_limit,24.0,28,602.33,,67,1790,9.999999999999998,
L6-2,Laporte3,8,20,10,0.35,PCFp,PCFp+MC,time_limit,29.0,30,600.93,,38,840,10.0,
