instance,benchmark_set,J,T,C,density,solver,config,status,obj,obj_ktns,time_s,gap_pct,nodes,ncols,root_lp_bound,notes
C2-10,Catanzaro,30,40,17,0.2233,PCFp,PCFp,time_limit,133.0,99,1824.66,,123,1678,23.000000000000007,
C2-10,Catanzaro,30,40,17,0.2233,PCFp,PCFp+HP,time_limit,180.0,116,1800.62,,3,10766,23.000000000000018,
C2-10,Catanzaro,30,40,17,0.2233,PCFp,PCFp+MC,time_limit,133.0,99,1826.94,,123,1678,23.000000000000007,
C2-10,Catanzaro,30,40,17,0.2233,PCFp,PCFp+WS,time_limit,146.0,104,1828.29,,74,1388,22.999999999999993,
C2-10,Catanzaro,30,40,17,0.2233,PCFp,PCFp+STAB,time_limit,133.0,99,1802.23,,138,1410,23.000000000000007,
C2-10,Catanzaro,30,40,17,0.2233,PCFp,PCFp+ACC,time_limit,146.0,104,1800.19,,69,1380,22.999999999999993,
C2-10,Catanzaro,30,40,17,0.2233,PTF,PTF,time_limit,99.0,116,1846.44,,1,2000,,
C1-8,Catanzaro,30,40,15,0.2358,PCFp,PCFp,time_limit,167.0,133,1811.13,,92,1320,24.999999999999996,
C1-8,Catanzaro,30,40,15,0.2358,PCFp,PCFp+HP,time_limit,216.0,153,1800.46,,2,18919,24.999999999999986,
C1-8,Catanzaro,30,40,15,0.2358,PCFp,PCFp+MC,time_limit,167.0,133,1802.5,,92,1320,24.999999999999996,
C1-8,Catanzaro,30,40,15,0.2358,PCFp,PCFp+WS,time_limit,164.0,143,1816.98,,71,1441,25.0,
C1-8,Catanzaro,30,40,15,0.2358,PCFp,PCFp+STAB,time_limit,154.99999999999997,130,1801.98,,76,1110,24.999999999999996,
C1-8,Catanzaro,30,40,15,0.2358,PCFp,PCFp+ACC,time_limit,164.0,143,1808.96,,75,1381,25.0,
C1-8,Catanzaro,30,40,15,0.2358,PTF,PTF,time_limit,137.0,152,1819.61,,1,1885,,
C2-9,Catanzaro,30,40,17,0.2433,PCFp,PCFp,time_limit,166.0,127,1819.05,,68,1350,22.999999999999982,
C2-9,Catanzaro,30,40,17,0.2433,PCFp,PCFp+HP,time_limit,186.0,133,1800.67,,2,17450,22.999999999999996,
C2-9,Catanzaro,30,40,17,0.2433,PCFp,PCFp+MC,time_limit,166.0,127,1801.93,,65,1260,22.999999999999982,
C2-9,Catanzaro,30,40,17,0.2433,PCFp,PCFp+WS,time_limit,148.0,111,1823.17,,95,1320,22.999999999999975,
C2-9,Catanzaro,30,40,17,0.2433,PCFp,PCFp+STAB,time_limit,153.0,123,1825.97,,73,1261,22.999999999999982,
C2-9,Catanzaro,30,40,17,0.2433,PCFp,PCFp+ACC,time_limit,148.0,111,1800.33,,88,1141,22.999999999999975,
C2-9,Catanzaro,30,40,17,0.2433,PTF,PTF,time_limit,116.0,129,1800.5,,1,1825,,
C2-1,Catanzaro,30,40,17,0.2525,PCFp,PCFp,time_limit,202.0,134,1800.19,,135,1231,22.999999999999996,
C2-1,Catanzaro,30,40,17,0.2525,PCFp,PCFp+HP,time_limit,196.0,133,1800.44,,3,19231,23.0,
C2-1,Catanzaro,30,40,17,0.2525,PCFp,PCFp+MC,time_limit,202.0,134,1808.16,,134,1231,22.999999999999996,
C2-1,Catanzaro,30,40,17,0.2525,PCFp,PCFp+WS,time_limit,151.0,113,1831.32,,84,1022,23.000000000000007,
C2-1,Catanzaro,30,40,17,0.2525,PCFp,PCFp+STAB,time_limit,154.0,117,1825.9,,82,1157,22.999999999999993,
C2-1,Catanzaro,30,40,17,0.2525,PCFp,PCFp+ACC,time_limit,151.0,113,1801.0,,30,1708,23.000000000000007,
C2-1,Catanzaro,30,40,17,0.2525,PTF,PTF,time_limit,117.0,134,1841.57,,1,1768,,
C1-2,Catanzaro,30,40,15,0.2583,PCFp,PCFp,time_limit,171.0,141,1800.21,,71,1020,24.999999999999993,
C1-2,Catanzaro,30,40,15,0.2583,PCFp,PCFp+HP,time_limit,217.0,159,1833.03,,4,14102,24.999999999999996,
C1-2,Catanzaro,30,40,15,0.2583,PCFp,PCFp+MC,time_limit,171.0,141,1800.3,,71,1020,24.999999999999993,
C1-2,Catanzaro,30,40,15,0.2583,PCFp,PCFp+WS,time_limit,174.0,137,1817.79,,81,1109,24.999999999999996,
C1-2,Catanzaro,30,40,15,0.2583,PCFp,PCFp+STAB,time_limit,190.0,150,1803.5,,48,1021,24.999999999999993,
C1-2,Catanzaro,30,40,15,0.2583,PCFp,PCFp+ACC,time_limit,174.0,137,1802.15,,65,1019,24.999999999999996,
C1-2,Catanzaro,30,40,15,0.2583,PTF,PTF,time_limit,144.0,159,1827.95,,1,1623,,
D2-2,Catanzaro,40,60,22,0.2004,PCFp,PCFp,time_limit,352.0,225,1856.08,,1,480,,
D2-2,Catanzaro,40,60,22,0.2004,PCFp,PCFp+HP,time_limit,352.0,225,1800.57,,1,15991,,
D2-2,Catanzaro,40,60,22,0.2004,PCFp,PCFp+MC,time_limit,352.0,225,1858.46,,1,480,,
D2-2,Catanzaro,40,60,22,0.2004,PCFp,PCFp+WS,time_limit,,,1800.34,,27,801,38.00000000000002,
D2-2,Catanzaro,,,,,PCFp,PCFp+STAB,time_limit,,,1860.1,,,,,OS timeout
D2-2,Catanzaro,,,,,PCFp,PCFp+ACC,time_limit,,,1860.1,,,,,OS timeout
D2-2,Catanzaro,,,,,PTF,PTF,time_limit,,,1860.1,,,,,OS timeout
