seed,episodes,n,lr,gamma,learned_mean,random_mean,improvement_pct,theta
0,2000,22,0.2,0.95,0.6692,0.4568,46.49,"[7.339434207071501, -0.5077980295860851, 1.9366856134524002, 2.3771522629640907]"
