seed,episodes,n,lr,gamma,learned_mean,random_mean,improvement_pct,theta
0,2000,10,0.2,0.95,1.3855,0.8734,58.64,"[8.031083338812671, 0.09084188492594594, 1.6362313418872496, 2.997472770267957]"
