seed,episodes,n,lr,gamma,learned_mean,random_mean,improvement_pct,theta
0,2000,26,0.2,0.95,0.5661,0.3279,72.67,"[7.601084957086964, -0.18697281738445815, 2.320243044125509, 2.2339891274354993]"
