seed,episodes,n,lr,gamma,learned_mean,random_mean,improvement_pct,theta
0,2000,24,0.2,0.95,0.6383,0.3888,64.17,"[7.5549950598415165, -0.4561673810369955, 1.675593177100917, 2.2523626764727096]"
