seed,episodes,n,lr,gamma,learned_mean,random_mean,improvement_pct,theta
0,2000,12,0.2,0.95,1.1639,0.7014,65.93,"[7.454676880047007, 0.13298067075114775, 2.0310895276436796, 3.159245322535683]"
