seed,episodes,n,lr,gamma,learned_mean,random_mean,improvement_pct,theta
0,2000,20,0.2,0.95,0.7482,0.5021,49.01,"[7.536089024093458, -0.09417470258348615, 2.6575069523203854, 2.798947346850811]"
